panel,m,n,tilt,cost,constr,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,IS_CAGR,IS_MaxDD,IS_H1,IS_H2,TO,gross,pass4a,pass4b,fail4b,pass4b_oos,IS_adm
u56,0.05,2,INV,10.0,lit,0.05373988308794164,0.5126966371229796,-0.1802448897975617,0.5169817464981884,0.5103845528905515,0.055151498522853615,0.5101688924956821,-0.1802448897975617,0.5168815066742248,0.052031876068747485,-0.1735519497917909,0.8130965402871287,0.2523796570461149,32.09024078244285,0.7486483442216716,False,False,"H1,H2,OOS,CAGR",False,False
u56,0.05,2,INV,25.0,lit,0.004161910393672974,0.09372259306405284,-0.27507208840477293,0.06128350315337189,0.12292205945822983,0.005952042128963164,0.10954520356013454,-0.21804689487499562,0.07309146544859396,0.0019969708019031973,-0.27507208840477293,0.3644199935716525,-0.18826197482285353,32.09024078244285,0.7486483442216716,False,False,"H1,H2,OOS,DD,CAGR",False,False
u56,0.05,2,INV,10.0,norm,0.053957036866183916,0.514319105637004,-0.18024488979756215,0.5203963140574044,0.5103845528905515,0.055151498522853615,0.5101688924956821,-0.1802448897975617,0.5206108163142948,0.052511449225776996,-0.1735519497917909,0.8202424610911627,0.2523796570461149,32.2175950205466,0.75,False,False,"H1,H2,OOS,CAGR",False,False
u56,0.05,2,NONE,10.0,lit,0.194899661984975,0.8555390521446696,-0.2649401532800354,0.890164949092279,0.8257011616028349,0.18151564540227727,0.7882923472267235,-0.26494015328003506,0.9462262727315728,0.21132119353263423,-0.21423074186482527,0.7868891849658874,1.0959109670049951,23.259224259277154,0.7333577382293309,False,False,"H1,H2,OOS,DD",False,False
u56,0.05,2,NONE,25.0,lit,0.15395624023534094,0.71171984800219,-0.28898376530160064,0.750894842376374,0.6774617615420333,0.13898727319674542,0.6428434375343195,-0.28898376530159997,0.8041970527204637,0.17235888867854543,-0.22050888764164622,0.6410119829218847,0.9573790947513608,23.259224259277154,0.7333577382293309,False,False,"H1,H2,OOS,DD",False,False
u56,0.05,2,NONE,10.0,norm,0.19551093112402285,0.8503068449969838,-0.2597998250093234,0.8378368347422906,0.8631480158424841,0.19474226788534743,0.8268268345476769,-0.25979982500932397,0.8826595758148738,0.19644302833930105,-0.2327272652421849,0.7041853164702612,1.050818129408155,24.807028341578285,0.75,False,False,"H1,OOS,DD",False,False
u56,0.05,2,POS,10.0,lit,0.20352851501922742,0.8232543805858391,-0.3104650770250419,0.6766268505723915,0.9557194401520632,0.24140582822149637,0.9077872650972231,-0.31046507702504167,0.7114909284214297,0.15917569440734858,-0.29079568217603347,0.28687621900092497,1.1107654701295868,26.203677058949832,0.75,False,False,"H1,DD",False,False
u56,0.05,2,POS,25.0,lit,0.15716060660380804,0.677065789180425,-0.33746389691013434,0.5336364038294285,0.8061791993604193,0.19175445217456688,0.7629800826617118,-0.3374638969101337,0.562916672110914,0.11658409370747802,-0.31072347509256726,0.14223276510893382,0.9580508020711772,26.203677058949832,0.75,False,False,"H1,H2,OOS,DD",False,False
u56,0.05,2,POS,10.0,norm,0.20352851501922742,0.8232543805858391,-0.3104650770250419,0.6766268505723915,0.9557194401520632,0.24140582822149637,0.9077872650972231,-0.31046507702504167,0.7114909284214297,0.15917569440734858,-0.29079568217603347,0.28687621900092497,1.1107654701295868,26.203677058949832,0.75,False,False,"H1,DD",False,False
u56,0.1,4,INV,10.0,lit,0.06336318920119854,0.6438598535101765,-0.14621295714977733,0.6422282659259584,0.6498828424498349,0.07396019935368492,0.7024733927753325,-0.14621295714977756,0.5655900329709331,0.050662191406738,-0.14287180738567207,0.8806402619368352,0.2619147682551735,25.75897844910904,0.7497043252984906,False,False,"H1,H2,OOS,CAGR",False,False
