panel,T_trade,family,chooser,cell,target,turn_py,refresh_py,is_Sharpe,is_legs,CAGR,Sharpe,MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,spy_oos_CAGR,spy_oos_Sharpe,spy_oos_MaxDD,live_oos_CAGR,live_oos_Sharpe,live_oos_MaxDD,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos,bind
B136,M,BUDGET,IS_SHARPE,B=5.0,0.2,1.5820759012793473,116.15123194562446,1.2203240463012919,3,0.1717069293175133,1.2132328017048324,-0.19199690529029712,0.16777723280869572,1.2073253622593991,-0.1919969052902969,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,True,True,True,False,False,none
B136,M,BUDGET,IS_LEGS,B=3.0,0.08,2.8911406438873546,107.31945624468989,1.145222149216448,4,0.11379473410781427,1.2425416657459194,-0.12074099190472076,0.11879256791719417,1.3288095681393268,-0.12074099190472098,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,True,True,True,True,True,none
B136,M,CAL,IS_SHARPE,R=M,0.2,0.9337441661472567,12.043330501274426,1.2661336960613039,3,0.17383358282237338,1.1634631590850217,-0.29666940985265666,0.1626749659754536,1.082416560136597,-0.296669409852657,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,False,False,False,False,False,L4_DD
B136,M,CAL,IS_LEGS,R=M,0.1,1.9991079023564786,12.043330501274426,1.2029305591777755,4,0.13163392871544466,1.2014348740561716,-0.19873936611768594,0.13048107802973363,1.2000101248389705,-0.19873936611768628,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,True,True,True,False,False,none
B136,W,BUDGET,IS_SHARPE,B=5.0,0.2,2.060804055549693,101.32455395072216,1.2460487405766356,3,0.17288513304716213,1.222297952801114,-0.1924309751732376,0.16761445898286076,1.2021965885433288,-0.19243097517323748,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,True,True,True,False,False,none
B136,W,BUDGET,IS_LEGS,B=inf,0.1,4.639612648078597,159.7213254035684,1.1149734346193696,4,0.12236039099442486,1.205864916362456,-0.11788392580457163,0.1291492100441125,1.2830061894603262,-0.1167776035328697,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,True,True,True,True,True,none
B136,W,CAL,IS_SHARPE,R=M,0.2,1.5585055762616997,12.043330501274426,1.2718702455682258,3,0.17464700170738623,1.1610577379830251,-0.30019189671555147,0.16292924581527823,1.074385116753631,-0.30019189671555113,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,False,False,False,False,False,L4_DD
B136,W,CAL,IS_LEGS,R=M,0.1,2.7108640125898167,12.043330501274426,1.2047030491601207,4,0.1320081736586458,1.195905904131179,-0.20268617135667277,0.13052091034103186,1.1883824024585299,-0.20268617135667255,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,False,False,False,False,False,L4_DD
SMALL665,M,BUDGET,IS_SHARPE,B=0.5,0.2,0.507574747030769,0.2997858672376874,1.1042358439570181,2,0.06394426981979495,0.712479649686486,-0.22789664006471222,0.056063059440566665,0.5715894195177484,-0.22789664006471233,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.036280008883579296,0.544662409159277,-0.14161687822607494,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,BUDGET,IS_LEGS,B=0.5,0.12,0.489406956511995,2.218415417558887,1.0221313809205232,3,0.057778323818294286,0.6589008525838184,-0.21882081269790654,0.05752369550164382,0.5738067569414961,-0.21882081269790687,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.036280008883579296,0.544662409159277,-0.14161687822607494,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
