panel,T_trade,family,chooser,cell,target,turn_py,refresh_py,is_Sharpe,is_legs,CAGR,Sharpe,MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,spy_oos_CAGR,spy_oos_Sharpe,spy_oos_MaxDD,live_oos_CAGR,live_oos_Sharpe,live_oos_MaxDD,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos,bind
SMALL665,M,CAL,IS_SHARPE,R=M,0.12,1.9846072702687263,12.051391862955033,1.0269852429591948,2,0.07283642236697974,0.6053373556228994,-0.365185569286425,0.04049194403550338,0.3641322461027016,-0.36518556928642587,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.036280008883579296,0.544662409159277,-0.14161687822607494,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,M,CAL,IS_LEGS,R=M,0.2,1.4383359765016566,12.051391862955033,1.0185434700174123,3,0.102114783868275,0.6377573338081803,-0.42748778281968147,0.07362222826820575,0.4651495912696215,-0.42748778281968247,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.036280008883579296,0.544662409159277,-0.14161687822607494,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,W,BUDGET,IS_SHARPE,B=0.5,0.2,0.9464629655991462,0.23982869379014993,1.1425593469919386,3,0.06510225635104372,0.7386771973947142,-0.22643964627774593,0.05775668515700905,0.5965927180672106,-0.2264396462777466,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.036280008883579296,0.544662409159277,-0.14161687822607494,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,BUDGET,IS_LEGS,B=0.5,0.2,0.9464629655991462,0.23982869379014993,1.1425593469919386,3,0.06510225635104372,0.7386771973947142,-0.22643964627774593,0.05775668515700905,0.5965927180672106,-0.2264396462777466,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.036280008883579296,0.544662409159277,-0.14161687822607494,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,CAL,IS_SHARPE,R=M,0.12,3.0939714816921797,12.051391862955033,1.061502146441859,2,0.07579999426645889,0.6201959113271732,-0.3778123623754023,0.04195143476124863,0.3706849811501858,-0.37781236237540194,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.036280008883579296,0.544662409159277,-0.14161687822607494,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,W,CAL,IS_LEGS,R=M,0.2,2.55541559518244,12.051391862955033,1.0580578182328428,3,0.10659701878739392,0.6565970558078262,-0.4361554874885636,0.07645297250615957,0.4759483011752689,-0.4361554874885635,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.036280008883579296,0.544662409159277,-0.14161687822607494,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
U56,M,BUDGET,IS_SHARPE,B=5.0,0.16,2.0446965577247016,125.46474086661001,1.1749127356580575,3,0.1589287370307948,1.2290244832628965,-0.1977183954038978,0.16631288846872638,1.2727770083084067,-0.1977183954038979,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.09455896847608769,1.2767122316543114,-0.12054941914043871,True,True,True,False,False,none
U56,M,BUDGET,IS_LEGS,B=5.0,0.12,3.314053243537233,154.63636363636363,1.1219109827995593,4,0.1407170583988362,1.2508790316363927,-0.15902408948603475,0.15396120995129325,1.3569742882980358,-0.15902408948603364,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.09455896847608769,1.2767122316543114,-0.12054941914043871,True,True,True,False,False,none
U56,M,CAL,IS_SHARPE,R=M,0.16,1.0540981863216774,12.043330501274426,1.2333474778242122,3,0.16378961957429716,1.2156667114596391,-0.24242663896483918,0.1646106856310352,1.2018872808451195,-0.24242663896483874,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.09455896847608769,1.2767122316543114,-0.12054941914043871,False,False,False,False,False,L4_DD
U56,M,CAL,IS_LEGS,R=M,0.12,1.4658882985820259,12.043330501274426,1.199624203704726,4,0.14811487992478756,1.2476025218283786,-0.2100817872380648,0.15370934308654083,1.2866068917431646,-0.21008178723806492,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.09455896847608769,1.2767122316543114,-0.12054941914043871,False,False,False,False,False,L4_DD
U56,W,BUDGET,IS_SHARPE,B=5.0,0.16,2.445174187365464,107.21240441801189,1.1705156667986016,3,0.1579132787739146,1.215572771512159,-0.207492707872031,0.1648787084926837,1.2517212406635243,-0.2074927078720321,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.09455896847608769,1.2767122316543114,-0.12054941914043871,False,False,False,False,False,L4_DD
U56,W,BUDGET,IS_LEGS,B=2.0,0.16,1.5536452651709578,60.537807986406115,1.124678770930506,4,0.14651410440201018,1.1506752012170673,-0.21107237685189706,0.15548234231473002,1.171980020316087,-0.2110723768518965,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.09455896847608769,1.2767122316543114,-0.12054941914043871,False,False,False,False,False,L4_DD
U56,W,CAL,IS_SHARPE,R=M,0.16,1.6730494491276153,12.043330501274426,1.2301861543758714,3,0.16297447267756748,1.202801179793635,-0.2452175083085033,0.16298967377808204,1.1815991952185196,-0.24521750830850308,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.09455896847608769,1.2767122316543114,-0.12054941914043871,False,False,False,False,False,L4_DD
U56,W,CAL,IS_LEGS,R=M,0.12,2.1347252006809003,12.043330501274426,1.194111152217396,4,0.14726862859343037,1.2333436215048514,-0.21272855614153907,0.15222858742120438,1.2650687239272131,-0.21272855614153863,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.09455896847608769,1.2767122316543114,-0.12054941914043871,False,False,False,False,False,L4_DD
