panel,family,form,side,q,w,depth,cadence,gross,rate,gbar,gate_turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,keep4a,keep4b,oos4a,oos4b,Sharpe_0bps,Sharpe_10bps,Sharpe_25bps,CAGR_0bps,CAGR_10bps,CAGR_25bps,MaxDD_0bps,MaxDD_10bps,MaxDD_25bps
U56,CORR-HI,GATE,HI,0.07,1008,1.0,W,1.0,0.060981098109810984,0.939018901890189,1.927992799279928,0.12727059617854097,1.0344323325965579,-0.22929564912665912,1.1598195007048473,0.9154513559703791,1.0563768294296598,0.12408005202357542,1.0159718610845176,-0.22929564912665923,1.2853788657035787,0.7672267454011682,False,False,False,False,1.050607377034681,1.0344323325965579,1.0099621154046345,0.12945367699543264,0.12727059617854097,0.12399978668221423,-0.22306770130066567,-0.22929564912665912,-0.23855566615914237
U56,CORR-LO,GATE,LO,0.07,252,1.0,W,1.0,0.10598559855985598,0.894014401440144,4.763276327632763,0.12767798931208385,1.0065562357952516,-0.20841177877563244,1.0960323708841335,0.9307984986602081,1.0242819757876427,0.12876425861761986,0.9931900042811556,-0.20841177877563222,1.1922758780703167,0.7840447483068073,False,False,False,False,1.0439931084573524,1.0065562357952516,0.9498999288083321,0.13306100033781787,0.12767798931208385,0.11964137716282308,-0.2084117787756321,-0.20841177877563244,-0.20841177877563233
U56,NAMEVOL-HI,GATE,HI,0.17,504,0.25,W,1.0,0.16449144914491448,0.9588771377137714,0.7655265526552655,0.13334624221858005,1.072089159392758,-0.18725287498826537,1.094019119424785,1.0529572223694716,0.9846875081541104,0.14426528046723752,1.1429135691722712,-0.18725287498826448,1.336005990344084,0.9493403907522499,False,True,False,True,1.078242763982189,1.072089159392758,1.0628337760146842,0.1342134420863188,0.13334624221858005,0.13204627977089034,-0.18603213829955967,-0.18725287498826537,-0.18908111919830461
U56,NAMEVOL-LO,GATE,LO,0.07,504,0.25,D,1.0,0.10621062106210621,0.9734473447344735,1.5594059405940595,0.13571981955101964,1.0450475848825436,-0.20841177877563244,1.0671661676707467,1.0299514051252325,0.9741388070582534,0.14811070576467023,1.1005449909222327,-0.2084117787756321,1.2273027506023277,0.9702027853173649,False,False,False,False,1.057082313523092,1.0450475848825436,1.0269534378271152,0.1374919274535622,0.13571981955101964,0.13306600456827433,-0.20841177877563244,-0.20841177877563244,-0.20841177877563244
U56,PORTVOL-HI,GATE,HI,0.12,252,1.0,W,0.75,0.11678667866786678,0.8832133213321333,2.7218721872187217,0.09816177377614421,1.1211793543591284,-0.16786669363325157,1.1304178837518755,1.1118064367983285,1.0187980214165413,0.1043877354336249,1.20978837886089,-0.16786669363325124,1.550988294612979,0.8832350398143893,False,False,False,False,1.1451217722699425,1.1211793543591284,1.0848940488688468,0.10040831821856244,0.09816177377614421,0.09479740077298393,-0.16284248578759908,-0.16786669363325157,-0.17535353637737416
U56,PORTVOL-LO,GATE,LO,0.17,1008,0.5,D,1.0,0.22524752475247525,0.8873762376237624,4.8483348334833485,0.12823718275452234,1.0295162451093893,-0.20841177877563188,1.086265561774282,0.9891567911427658,1.0128832171882316,0.13583699382747216,1.0438834193145088,-0.20841177877563233,1.1861296383732651,0.8944792373600654,False,False,False,False,1.068299833257913,1.0295162451093893,0.9710601035580714,0.13371688519828928,0.12823718275452234,0.12006216163950612,-0.20841177877563222,-0.20841177877563188,-0.20841177877563233
U56,VTCONT-HI,CONT,HI,0.17,252,0.5,W,1.0,0.16359135913591358,0.966114666981696,0.7097876376230375,0.136646034239418,1.0977704387561762,-0.18793877078297339,1.1073668022014216,1.0890766728623844,1.0006135323326029,0.14733786259440151,1.178459788449696,-0.18793877078297327,1.423567817116959,0.9441445118874783,False,True,False,True,1.1036370988309285,1.0977704387561762,1.0889571675037115,0.13745478152633295,0.136646034239418,0.13543373330478126,-0.18723747742010755,-0.18793877078297339,-0.18898970408474425
U56,VTCONT-LO,CONT,LO,0.12,252,0.25,D,1.0,0.18114311431143115,0.9768925514259051,1.556046182715755,0.1348054370531928,1.037220930068248,-0.20841177877563222,1.0713344605759274,1.0102029443146385,0.9724279176684817,0.14569836105585954,1.088295332546258,-0.20841177877563222,1.2446491091677916,0.9270048740268805,False,False,False,False,1.0491285058265165,1.037220930068248,1.0193445524493447,0.13657086071442937,0.1348054370531928,0.13216217886639336,-0.20841177877563222,-0.20841177877563222,-0.20841177877563233
B136,CORR-HI,GATE,HI,0.12,2016,1.0,W,1.0,0.08237677245104659,0.9176232275489534,2.1553004726536122,0.13797077915411537,1.0969598245346408,-0.1929042176331145,1.3044078546340976,0.8765243619958184,1.1903668464329404,0.11848022504098488,1.013650193360567,-0.19290421763311372,1.1369756862864104,0.886800197042736,False,True,False,True,1.1144589928520945,1.0969598245346408,1.0704518766323865,0.1404289735332358,0.13797077915411537,0.13428881792564606,-0.18803161721041117,-0.1929042176331145,-0.20016741514895742
B136,CORR-LO,GATE,LO,0.07,1008,0.5,D,1.0,0.12964213369345037,0.9351789331532748,4.650911546252532,0.13908724875669853,1.0268804618378462,-0.23083563111608785,1.1538633845437443,0.9100268397274505,1.0545646324695996,0.1353205411895786,1.0037895836797188,-0.2308356311160883,1.0817611340866835,0.9189382648797514,False,False,False,False,1.0612029881117657,1.0268804618378462,0.9751860256638852,0.14439638020433554,0.13908724875669853,0.13116476401470334,-0.23083563111608774,-0.23083563111608785,-0.23083563111608818
B136,NAMEVOL-HI,GATE,HI,0.17,2016,0.5,W,1.0,0.146072473553905,0.9269637632230475,1.1910871033085753,0.12397483117879693,0.9901093247876236,-0.2139796579868748,1.1570148734231516,0.8040727772676094,1.039540283174822,0.10728903533167689,0.9500801372565278,-0.21397965798687457,1.152736334554495,0.7487858519046784,False,False,False,False,0.9996027367373952,0.9901093247876236,0.9758031104302394,0.1253147009232598,0.12397483117879693,0.12196676284515262,-0.21160994680601508,-0.2139796579868748,-0.2175230936049124
B136,NAMEVOL-LO,GATE,LO,0.12,2016,0.25,W,1.0,0.17330632455548053,0.9566734188611299,0.8791357191087104,0.13551100958340956,0.9996720268555191,-0.23083563111608818,1.131083030660612,0.8839898619434426,1.040014614160243,0.13204955645749594,0.9672795282630586,-0.2308356311160883,1.0555690651370233,0.8708404749800284,False,False,False,False,1.0061582396893871,0.9996720268555191,0.9899222368477848,0.136510181691206,0.13551100958340956,0.13401343030678037,-0.2308356311160883,-0.23083563111608818,-0.23083563111608818
B136,PORTVOL-HI,GATE,HI,0.17,2016,1.0,W,1.0,0.10938555030384875,0.8906144496961512,1.588116137744767,0.12338449117202077,1.0129278141413236,-0.1635367088835432,1.1853250779073587,0.8149223421821393,1.0683226171255777,0.10361952565194388,0.9704214608878362,-0.16353670888354344,1.1141756128510951,0.8344696398388686,False,False,False,False,1.026040391791429,1.0129278141413236,0.993068567539018,0.12517127200807754,0.12338449117202077,0.12070629198603888,-0.15795989273018407,-0.1635367088835432,-0.17351735479866748
