panel,family,form,side,q,w,depth,cadence,gross,rate,gbar,gate_turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,keep4a,keep4b,oos4a,oos4b,Sharpe_0bps,Sharpe_10bps,Sharpe_25bps,CAGR_0bps,CAGR_10bps,CAGR_25bps,MaxDD_0bps,MaxDD_10bps,MaxDD_25bps
B136,PORTVOL-LO,GATE,LO,0.07,504,0.5,W,1.0,0.11231150123790232,0.9438442493810488,2.3538149898717085,0.13633703906745476,1.0077770179418117,-0.2308356311160883,1.133626012749909,0.8947450781615133,1.0610535827463639,0.13016656793071424,0.9641287825827425,-0.23083563111608785,1.0464818422031337,0.8739249900701308,False,False,False,False,1.0250781439078354,1.0077770179418117,0.9817106807326287,0.1390135867511526,0.13633703906745476,0.1323315078862537,-0.23083563111608807,-0.2308356311160883,-0.23083563111608807
B136,VTCONT-HI,CONT,HI,0.17,252,1.0,W,1.0,0.1503488633805987,0.96274419783435,0.7809366908111735,0.1415842698095462,1.0938641573698322,-0.2158522759395285,1.1933339688325437,0.9925662836924479,1.0726646388583614,0.13899107018939483,1.1144321837635438,-0.21585227593952871,1.3764209349074963,0.8448270091476335,False,False,False,False,1.100056467781308,1.0938641573698322,1.084560562935449,0.14247786817838604,0.1415842698095462,0.14024486797583413,-0.21452707148475503,-0.2158522759395285,-0.21783614960550812
B136,VTCONT-LO,CONT,LO,0.12,504,0.25,W,1.0,0.17825793382849425,0.9770044233561441,0.8642581760514304,0.1393904749580308,1.0160078802957844,-0.23083563111608807,1.146912752011901,0.8961299587239286,1.0432736956841546,0.13599503211533626,0.9933938771132637,-0.2308356311160884,1.1066493679378515,0.8677669499973792,False,False,False,False,1.0222722159204274,1.0160078802957844,1.0066001767764183,0.14037501436643507,0.1393904749580308,0.13791501538286943,-0.23083563111608807,-0.23083563111608807,-0.23083563111608785
SMALL,CORR-HI,GATE,HI,0.17,1008,1.0,W,1.0,0.17623158963941088,0.8237684103605891,4.095479939055358,0.02574570646374763,0.25705839211558473,-0.37179273418900083,0.5607427990543605,0.02421527092399334,0.7314576503331383,-0.008008410719761438,0.014477390403862317,-0.3717927341889996,0.025971313298187363,0.0057117775108710914,False,False,False,False,0.28782481542724353,0.25705839211558473,0.21086906193219535,0.029962673631125147,0.02574570646374763,0.019444739607385797,-0.3448056561800934,-0.37179273418900083,-0.41292578374945443
SMALL,CORR-LO,GATE,LO,0.17,504,1.0,D,1.0,0.18181818181818182,0.8181818181818182,11.006602336211275,0.08061368255200718,0.5851482131519034,-0.4558817605123716,0.8048356159895284,0.4602823921930131,0.8924536322362743,0.06330519535943724,0.4513372875360232,-0.45588176051237206,0.44559851903264874,0.45829118207211555,False,False,False,False,0.6575017236745218,0.5851482131519034,0.4762977237809827,0.09257704801964617,0.08061368255200718,0.06289182151446604,-0.45040096108260286,-0.4558817605123716,-0.4640107579234324
SMALL,NAMEVOL-HI,GATE,HI,0.17,1008,1.0,W,1.0,0.18943626206196038,0.8105637379380396,3.7115286947689183,0.02821162612862471,0.2747235368640727,-0.3759441246423606,0.6588327592923877,-0.03310902796341304,0.7880893576230799,-0.009611258625790153,0.0018762881206059743,-0.3759441246423588,0.18927542009701917,-0.12552016164544594,False,False,False,False,0.3025398448802995,0.2747235368640727,0.23294916520006786,0.032041612636099615,0.02821162612862471,0.022486129413728184,-0.3575175542647918,-0.3759441246423606,-0.4026305895936263
SMALL,NAMEVOL-LO,GATE,LO,0.17,252,1.0,D,1.0,0.21254443880142204,0.787455561198578,9.086846114779076,0.05043496479514409,0.40364999495741,-0.48521618717618986,0.7363971244516717,0.20134692072155844,0.8722257415342098,0.020012795876230616,0.2031224763474298,-0.4852161871761894,0.25375691419423496,0.15194033768795948,False,False,False,False,0.46431841277609504,0.40364999495741,0.3124641677462073,0.060026237170667684,0.05043496479514409,0.0361928404527998,-0.47900681259330335,-0.48521618717618986,-0.49440313730479046
SMALL,PORTVOL-HI,GATE,HI,0.17,1008,0.5,W,1.0,0.17318435754189945,0.9134078212290503,1.663788725241239,0.037654191504022494,0.3302079001215136,-0.3618038612461447,0.6080817005505045,0.1261309075877328,0.6973054052415797,0.010768218148215158,0.1465893053577459,-0.36180386124614505,0.23229828155677235,0.07931270496370843,False,False,False,False,0.3418504818112713,0.3302079001215136,0.3127208284285782,0.03938204509989873,0.037654191504022494,0.03506617962873082,-0.3595683620527955,-0.3618038612461447,-0.36514456807219
SMALL,PORTVOL-LO,GATE,LO,0.17,504,1.0,D,1.0,0.1706449974606399,0.8293550025393601,9.214829862874556,0.06402921007397167,0.4802490426166139,-0.4601366727740037,0.6936601403345538,0.35696624500606106,0.779145344649165,0.045866864439795485,0.35020189826619286,-0.46013667277400405,0.3591831309970659,0.3408446945631681,False,False,False,False,0.5402095030592353,0.4802490426166139,0.39011564398688076,0.07388582314305503,0.06402921007397167,0.0493954789580453,-0.4547041208125109,-0.4601366727740037,-0.46819420024640757
SMALL,VTCONT-HI,CONT,HI,0.17,252,1.0,W,1.0,0.164804469273743,0.9672678755076407,0.7866430488628419,0.061098334703286517,0.4678245537540396,-0.3632597419151483,0.6496377286117613,0.3473509751060735,0.7109527822686031,0.045225468171666394,0.35274218880604385,-0.3632597419151482,0.6037936488346608,0.1347390848568068,False,False,False,False,0.47306533389261185,0.4678245537540396,0.459960541126969,0.061935381369791154,0.061098334703286517,0.0598437559337639,-0.3618477456844875,-0.3632597419151483,-0.36537233840213956
SMALL,VTCONT-LO,CONT,LO,0.07,2016,0.25,W,1.0,0.0670391061452514,0.993235673386513,0.4355382433067831,0.060458207137438214,0.4424027934376454,-0.4681757659314082,0.6661783189474231,0.30461898208200316,0.688432347231306,0.0444428711033833,0.3337675518582971,-0.4681757659314081,0.47934138810021854,0.18761426054697852,False,False,False,False,0.4450881456418348,0.4424027934376454,0.43837327011325206,0.06092080114549492,0.060458207137438214,0.059764579600052326,-0.46762320109836575,-0.4681757659314082,-0.46900368808398873
