panel,book,kind,metric,n,p10,p50,p90,pmax
U56,BAND,END,CAGR,28,4.4708696899187216e-05,0.0001951843966816469,0.00041158233214038113,0.00048071361540213964
U56,BAND,START,CAGR,10,0.0008184615506573901,0.0034977452661604236,0.004907422412825668,0.005701934431522115
U56,BAND,PURE,CAGR,780,0.00016037394505872272,0.0017924638487804012,0.005052754781294056,0.006258841956821692
U56,BAND,END,Sharpe,28,0.0010687786864866712,0.0031224652159204114,0.007267212161017556,0.010580043388053628
U56,BAND,START,Sharpe,10,0.009901272092320168,0.023463415884743433,0.0480035361981898,0.05769387605651621
U56,BAND,PURE,Sharpe,780,0.0021114063481412425,0.01970637141346876,0.05062993996305527,0.06924133041714575
U56,BAND,END,MaxDD,28,0.0,0.0,0.0,0.0
U56,BAND,START,MaxDD,10,9.992007221626409e-17,2.7755575615628914e-16,4.440892098500626e-16,4.440892098500626e-16
U56,BAND,PURE,MaxDD,780,0.0,1.1102230246251565e-16,4.440892098500626e-16,4.440892098500626e-16
U56,BAND,END,H1,28,0.0005811079241990758,0.004935157392151002,0.026851958589495406,0.031612783604386685
U56,BAND,START,H1,10,0.0119764213248978,0.14312983764433806,0.17163744699141803,0.1825739456422022
U56,BAND,PURE,H1,780,0.005091828773702511,0.06249140756827487,0.17118763862330877,0.19296180667379503
U56,BAND,END,H2,28,0.002901154817396856,0.007140888599421413,0.01438146802759961,0.01830658171406374
U56,BAND,START,H2,10,0.004462436671560122,0.05173987331773455,0.09024984549770179,0.0906043202358473
U56,BAND,PURE,H2,780,0.0030409460695638877,0.033570824447336944,0.09134414069485064,0.12026173530038631
U56,TOPN,END,CAGR,28,8.02935180666653e-05,0.00036381010346675513,0.0013883146700393479,0.001496621095452122
U56,TOPN,START,CAGR,10,0.0016654819805470345,0.004213007628338428,0.008593655100502695,0.010102413694935253
U56,TOPN,PURE,CAGR,780,0.00034762985321754595,0.0033731851540264035,0.008690350662980406,0.011687833430950256
U56,TOPN,END,Sharpe,28,0.0003428403926110768,0.001596822922106167,0.006359949909414109,0.0072119482472037255
U56,TOPN,START,Sharpe,10,0.01153167175952292,0.02109946114535055,0.046771441532485664,0.059036258817433795
U56,TOPN,PURE,Sharpe,780,0.0011533288932243037,0.014927784730568217,0.048496715802770374,0.06672474084479463
U56,TOPN,END,MaxDD,28,0.0,0.0,0.0,0.0
U56,TOPN,START,MaxDD,10,9.992007221626409e-17,1.1102230246251565e-16,2.3314683517128283e-16,3.3306690738754696e-16
U56,TOPN,PURE,MaxDD,780,0.0,1.1102230246251565e-16,2.220446049250313e-16,3.3306690738754696e-16
U56,TOPN,END,H1,28,0.0006516052218252799,0.00733676445268816,0.029294344364169334,0.03467047620328656
U56,TOPN,START,H1,10,0.02970941905321569,0.05330990228968491,0.10977523481734569,0.13817410695912868
U56,TOPN,PURE,H1,780,0.006027737060942506,0.048989004071541054,0.1313770630483473,0.16289862490068496
U56,TOPN,END,H2,28,0.0020017013551210106,0.007880105212603183,0.03434584561075871,0.03957455657663522
U56,TOPN,START,H2,10,0.0054200517203468745,0.01416497494369584,0.02385715271453168,0.028775278871405074
U56,TOPN,PURE,H2,780,0.002387665837029074,0.014161458392789261,0.03784757420111389,0.0859651565016486
U56,EWALL,END,CAGR,28,0.00011413905881869635,0.0003368273778219244,0.000609787958015251,0.000817941160826896
U56,EWALL,START,CAGR,10,0.001018037031218344,0.009020709888036271,0.015334330541331731,0.016254656978504256
U56,EWALL,PURE,CAGR,780,0.0003499283222160088,0.00727019091244363,0.015577658427534091,0.01728069209870564
U56,EWALL,END,Sharpe,28,0.0005578273949015556,0.0023383733421817876,0.007860479050244451,0.010154595135955624
U56,EWALL,START,Sharpe,10,0.00978467692707936,0.04236909450889481,0.10188802879326384,0.10745376013004626
U56,EWALL,PURE,Sharpe,780,0.002468934412088264,0.03696529391760495,0.1024751161458968,0.11946772622299928
U56,EWALL,END,MaxDD,28,0.0,0.0,0.0,0.0
U56,EWALL,START,MaxDD,10,0.0,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
U56,EWALL,PURE,MaxDD,780,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16
U56,EWALL,END,H1,28,0.0001001708577754723,0.0034021918118221084,0.015349827353210378,0.01858381943934373
U56,EWALL,START,H1,10,0.03345043613720391,0.11762672666508811,0.24447702050890247,0.27516735426463335
U56,EWALL,PURE,H1,780,0.006887046064470038,0.08920931460311898,0.2393262492446138,0.3070699603221838
U56,EWALL,END,H2,28,0.0013205145357698899,0.004267434381289847,0.007961999543126687,0.01100485664340578
U56,EWALL,START,H2,10,0.002628476041172689,0.02027305160815973,0.04082650860946291,0.04335015714775392
U56,EWALL,PURE,H2,780,0.0017919801717351858,0.014392502646333294,0.050753480585268386,0.0967942625083047
U56,BAND,CONTAM664,CAGR,136,0.0009634531854429973,0.0039020463355002866,0.010250266241981554,0.018725705738228404
U56,BAND,CONTAM664,Sharpe,136,0.007496740496796495,0.03307251307417147,0.10033286068470537,0.17702930103360126
U56,BAND,CONTAM664,MaxDD,136,3.3306690738754696e-16,0.006632890363039268,0.048119332101099144,0.07157530967708736
U56,BAND,CONTAM664,H1,136,0.012600894373287597,0.12068406485973393,0.280006220410495,0.4864317203163714
U56,BAND,CONTAM664,H2,136,0.007163767062521531,0.06956237902919127,0.2650417937744548,0.41231324956154713
U56,ALL,BOOK,CAGR,190,0.0025578680986507517,0.046040478208068336,0.09062785447770616,0.15105321117220227
U56,ALL,BOOK,Sharpe,190,0.0020852538880494547,0.03189311565622455,0.08001824269642666,0.1215429526310623
U56,ALL,BOOK,MaxDD,190,0.005123637341852505,0.06968578650081958,0.1318133098410984,0.17320442262094482
U56,ALL,BOOK,H1,190,0.001898746296968623,0.03464593657995774,0.08052593474904579,0.10021285072344455
U56,ALL,BOOK,H2,190,0.00465601943921734,0.04963780366414938,0.11563090377540404,0.17035178214717117
B136,BAND,END,CAGR,28,6.579981605707719e-05,0.00017478669416426396,0.0003529386793917455,0.0004964227341088812
B136,BAND,START,CAGR,10,0.0009212540392769641,0.0031704582906918466,0.00475231559176068,0.0056439076245689
B136,BAND,PURE,CAGR,780,0.00016663712431450595,0.0019532543254437984,0.00485746584871456,0.006159417738551998
B136,BAND,END,Sharpe,28,0.0009379863088074814,0.0027226126443381515,0.005794045708855534,0.007674046791886102
B136,BAND,START,Sharpe,10,0.008881008808404279,0.020247203876766262,0.043513409232814014,0.05482968915801223
B136,BAND,PURE,Sharpe,780,0.0021364882552331824,0.015421865305221716,0.04547401541867001,0.06339670964574462
B136,BAND,END,MaxDD,28,0.0,0.0,0.0,0.0
B136,BAND,START,MaxDD,10,1.1102230246251565e-16,3.885780586188048e-16,7.882583474838611e-16,8.881784197001252e-16
B136,BAND,PURE,MaxDD,780,0.0,3.3306690738754696e-16,7.771561172376096e-16,8.881784197001252e-16
B136,BAND,END,H1,28,2.6830059713933707e-05,0.0028696448936509356,0.027150827586819016,0.02753670019560861
B136,BAND,START,H1,10,0.02703802215537714,0.08933699702320785,0.13609796513183092,0.16273022254470515
B136,BAND,PURE,H1,780,0.005379378283363547,0.052851107536639685,0.12821902869989069,0.16796419306231458
B136,BAND,END,H2,28,0.0019119848026693533,0.006521503253696881,0.0155886290978712,0.02224247741445351
B136,BAND,START,H2,10,0.013572728116172317,0.03478167783826919,0.06990807468444755,0.08330589168354308
B136,BAND,PURE,H2,780,0.004584920345411492,0.02678218308160324,0.06869749061564544,0.12013394442245284
B136,TOPN,END,CAGR,28,4.554862943200178e-05,0.0009563971044745934,0.003387129691279145,0.003452017834910004
B136,TOPN,START,CAGR,10,0.0006898189110584374,0.0019999220777074944,0.008448441900181902,0.009498055442168196
B136,TOPN,PURE,CAGR,780,0.0002626228561364519,0.0021957974304331884,0.009077680488831752,0.013112213117985938
B136,TOPN,END,Sharpe,28,0.00047075415646389293,0.005002442723521738,0.02998035935641724,0.030535073072127328
B136,TOPN,START,Sharpe,10,0.0034744170035639456,0.016272950711008816,0.04303387861536315,0.05337901490896968
B136,TOPN,PURE,Sharpe,780,0.0018973012683838552,0.01678275649305644,0.04876034395320669,0.08532365319848778
B136,TOPN,END,MaxDD,28,0.0,0.0,0.0,0.0
B136,TOPN,START,MaxDD,10,9.992007221626409e-17,2.220446049250313e-16,3.441691376337985e-16,4.440892098500626e-16
B136,TOPN,PURE,MaxDD,780,0.0,1.1102230246251565e-16,3.3306690738754696e-16,4.440892098500626e-16
B136,TOPN,END,H1,28,0.0010629392329846166,0.005606785227934008,0.025710964661766967,0.02768310297664578
B136,TOPN,START,H1,10,0.00769879014228414,0.02613213387584279,0.11982772136028827,0.12225016071060368
B136,TOPN,PURE,H1,780,0.004234551851071799,0.03180416303898981,0.12706263429107745,0.17443484265318787
B136,TOPN,END,H2,28,0.0016373282567650029,0.013622112616299142,0.07022280930231861,0.0728300755268031
B136,TOPN,START,H2,10,0.0010247316098909386,0.01669983466652425,0.04763066188432743,0.04856908512626368
B136,TOPN,PURE,H2,780,0.0023363883351708472,0.016266834291277954,0.054259753106684926,0.08227158985712457
B136,EWALL,END,CAGR,28,9.718007582029121e-05,0.00036452698438971254,0.001010496258258953,0.0014952720554428645
B136,EWALL,START,CAGR,10,0.0007964193139579079,0.009521564854694353,0.017968674200929756,0.017980646126408928
B136,EWALL,PURE,CAGR,780,0.0002667977069067851,0.008757268531994766,0.01789412467992648,0.019765251149328922
B136,EWALL,END,Sharpe,28,0.0008287763638886281,0.003105910811289525,0.012015108217320726,0.014604705601266588
B136,EWALL,START,Sharpe,10,0.008104053328082084,0.02824114818040946,0.10528717910669187,0.10859079126494042
B136,EWALL,PURE,Sharpe,780,0.0024481524079342566,0.02322615402345274,0.10531944346376597,0.12520643980820445
B136,EWALL,END,MaxDD,28,0.0,0.0,0.0,0.0
B136,EWALL,START,MaxDD,10,9.992007221626409e-17,1.1102230246251565e-16,2.3314683517128283e-16,3.3306690738754696e-16
B136,EWALL,PURE,MaxDD,780,0.0,1.1102230246251565e-16,2.220446049250313e-16,3.3306690738754696e-16
B136,EWALL,END,H1,28,1.9257044352460895e-06,0.00031685805718861815,0.012575731673169189,0.014414711748157005
B136,EWALL,START,H1,10,0.015451452420732047,0.06661850457561125,0.2575045377813767,0.2654844716115392
B136,EWALL,PURE,H1,780,0.005834259710976175,0.04991879312743719,0.24404637037509094,0.27982239788218055
B136,EWALL,END,H2,28,0.0020581018187685986,0.005806934424326449,0.011901320348985547,0.01685841167154445
B136,EWALL,START,H2,10,0.007184547762840654,0.021102494554277595,0.042973684795136746,0.049891945974370744
B136,EWALL,PURE,H2,780,0.0028622257593918124,0.016125084895772135,0.051573791296634024,0.10459247665499438
B136,BAND,CONTAM664,CAGR,136,0.000776883215414359,0.004496989593953504,0.01735670062264205,0.029312414322851588
B136,BAND,CONTAM664,Sharpe,136,0.010142352917972386,0.04084403019824534,0.13687639494318793,0.2601539389902554
B136,BAND,CONTAM664,MaxDD,136,2.7755575615628914e-16,0.0101478195334887,0.04343445824028064,0.07790076271424462
B136,BAND,CONTAM664,H1,136,0.01282234732221843,0.10048303884992416,0.40363484897495483,0.6510183238298691
B136,BAND,CONTAM664,H2,136,0.01414496889992961,0.08837057503553247,0.3700795830678854,0.5205881617246592
B136,ALL,BOOK,CAGR,190,0.002759216770721818,0.05117959385917836,0.09482535724693639,0.13430093798738407
B136,ALL,BOOK,Sharpe,190,0.0020779813908209824,0.04382606544859513,0.14553022739827254,0.15061911019930174
B136,ALL,BOOK,MaxDD,190,0.004659976703919168,0.07677640914043665,0.15236198410509785,0.20480684554133366
B136,ALL,BOOK,H1,190,0.002107505764604345,0.03875247561536321,0.0956677130958895,0.13964274546667
B136,ALL,BOOK,H2,190,0.002478650784138614,0.05162913860333196,0.17005883663422133,0.23955521090350873
SMALL439,BAND,END,CAGR,28,8.644846012741957e-05,0.0002821220375415212,0.0005382261288147561,0.0008195901354599577
SMALL439,BAND,START,CAGR,10,5.3759996988689276e-05,0.0009657584092244154,0.0028822982661949716,0.0029360582631836607
SMALL439,BAND,PURE,CAGR,780,0.00015550320624442283,0.0009132736339572123,0.0028491819580235282,0.0037487574294741144
SMALL439,BAND,END,Sharpe,28,0.0012721789186894705,0.003940938466537536,0.007320767476839819,0.011097851427263383
SMALL439,BAND,START,Sharpe,10,0.005593622329802261,0.0131505396160152,0.04764971577163829,0.05324333810144055
SMALL439,BAND,PURE,Sharpe,780,0.0019899367281904557,0.01081104749597156,0.049173596534351716,0.06431458931889589
SMALL439,BAND,END,MaxDD,28,0.0,0.0,0.0,0.0
SMALL439,BAND,START,MaxDD,10,1.9984014443252818e-16,4.440892098500626e-16,7.993605777301126e-16,9.992007221626409e-16
SMALL439,BAND,PURE,MaxDD,780,0.0,3.3306690738754696e-16,7.771561172376096e-16,9.992007221626409e-16
SMALL439,BAND,END,H1,28,0.0021989325235136636,0.011745264278928635,0.0772363480819899,0.0960132584874791
SMALL439,BAND,START,H1,10,0.015191887663177762,0.03548523489001154,0.0901887174172102,0.10693354115504283
SMALL439,BAND,PURE,H1,780,0.004438987961378982,0.029477261414379896,0.0989704653595922,0.1272686767852571
SMALL439,BAND,END,H2,28,0.00480959860232838,0.015864353978476242,0.06929399342808915,0.0937146567051319
SMALL439,BAND,START,H2,10,0.00391995103063344,0.014182470508543266,0.024464720752878675,0.028384671783512117
SMALL439,BAND,PURE,H2,780,0.0023748142906062208,0.014689502403916976,0.0740373889431509,0.10220427409111477
SMALL439,TOPN,END,CAGR,28,0.00017132296051742825,0.0016877725763949636,0.012181842082849581,0.012708688214222219
SMALL439,TOPN,START,CAGR,10,0.0006570384174289457,0.001666205838062984,0.009500951472438457,0.009500951472438457
SMALL439,TOPN,PURE,CAGR,780,0.00042316534481634527,0.0030497394705781833,0.012281976912005766,0.022201995920557716
SMALL439,TOPN,END,Sharpe,28,0.0007425738051581089,0.006584306782761062,0.05387587401548396,0.056091999307677276
SMALL439,TOPN,START,Sharpe,10,0.003147553050818275,0.0075252942194951045,0.02369135939537237,0.02369135939537237
SMALL439,TOPN,PURE,Sharpe,780,0.0018842230061833943,0.012675809190449416,0.05350860279443941,0.07982017361597393
SMALL439,TOPN,END,MaxDD,28,0.0,0.0,0.0,0.0
SMALL439,TOPN,START,MaxDD,10,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
SMALL439,TOPN,PURE,MaxDD,780,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
SMALL439,TOPN,END,H1,28,0.0037456979453854844,0.016748452650944268,0.08630687999138646,0.11641209341469072
SMALL439,TOPN,START,H1,10,0.007923689248558675,0.03847110098724249,0.09140635458537938,0.09140635458537938
SMALL439,TOPN,PURE,H1,780,0.004289035218204562,0.04041849162186695,0.11652584900857732,0.21124362815454467
SMALL439,TOPN,END,H2,28,0.0040768779286960545,0.018335533600365217,0.03705367160763823,0.043850749500650155
