window,outcome,char,strata,arm,t_none,t_partial,t_ratio,b_none,b_partial,sig_none,sig_partial,killed,shrink
full,Sharpe,breadth,3,EWall,8.113990545694655,3.397401499362064,8.411286959795111,0.08123919410762125,0.0412476421131751,True,True,False,0.5077308135101941
full,Sharpe,breadth,3,top10,5.428858847279382,5.243743641104328,4.255609957648701,0.06267037837008321,0.06434770946985957,True,True,False,1.0267643365717585
full,Sharpe,breadth,3,top20,7.200811255778522,6.31826763030245,6.291924784257846,0.07642205540753105,0.07332632349394279,True,True,False,0.9594916428630472
full,Sharpe,breadth,5,EWall,4.318041238909406,1.233646302662118,4.6245556356328255,0.04153041165043746,0.013500574749087356,True,False,True,0.32507683436229917
full,Sharpe,breadth,5,top10,2.0053066016096435,2.103710986329586,0.913429878494889,0.022001656124640136,0.024003423650627388,True,True,False,1.090982583976732
full,Sharpe,breadth,5,top20,3.566567894863383,2.89235938944199,2.511425076636624,0.03492026839399266,0.030742141363903706,True,True,False,0.8803523792271963
full,Sharpe,breadth,7,EWall,2.7906616118386363,0.33390447986161936,3.5079862605943393,0.026234798234288183,0.0033706880539527313,True,False,True,0.12848156954938314
full,Sharpe,breadth,7,top10,-0.018125362873082404,0.17834384292921415,-0.9513434719408839,-0.00019129845581967179,0.0019273625825281825,False,False,False,10.075160169327336
full,Sharpe,breadth,7,top20,0.4276977431453277,0.19542448342183152,0.021803051017223775,0.0038430872832398108,0.0018522928172415112,False,False,False,0.4819804185347531
full,Sharpe,breadth,21,EWall,1.7144186095645866,-0.050167646946093575,2.4766608481737995,0.015256048423587257,-0.0004769689674554711,False,False,False,0.031264253639758585
full,Sharpe,breadth,21,top10,-0.6567540569147491,-0.32551976147028044,-1.5998992020406355,-0.0063679880905458085,-0.0032487516458631844,False,False,False,0.5101692402167683
full,Sharpe,breadth,21,top20,-0.2688500674832595,-0.634699647596205,-1.0241658109065157,-0.002251514946264506,-0.005492842904118165,False,False,False,2.439620893137465
full,Sharpe,disp,3,EWall,-3.820655433149388,1.107281987176195,4.461962807346132,-0.043341551334385595,0.01311658240302517,True,False,True,0.3026329699606058
full,Sharpe,disp,3,top10,-2.4941592636597654,-2.129086349633143,-1.795210312629662,-0.030674532466888383,-0.03394123375778098,True,True,False,1.106495552765762
full,Sharpe,disp,3,top20,-4.041960040601036,-4.394017639211388,-5.582622583506804,-0.04688909320961286,-0.04934770706126919,True,True,False,1.0524346640841473
full,Sharpe,disp,5,EWall,-0.11238219550472484,3.0868170778508564,5.552711984732173,-0.0011399235827562761,0.03057290612863365,False,True,False,26.820136534687656
full,Sharpe,disp,5,top10,1.0409665190845927,1.235735249864805,1.6007876264190337,0.011521155331883288,0.017195761750381778,False,False,False,1.4925379664654603
full,Sharpe,disp,5,top20,-0.24548883843969033,-0.6058885725943401,-1.739165549517295,-0.002493521039131042,-0.00614748338681133,False,False,False,2.465382601685865
full,Sharpe,disp,7,EWall,1.7152834652041156,4.443669069511399,6.728696070726166,0.016354866938633885,0.04002700485277634,False,True,False,2.4474063288294645
full,Sharpe,disp,7,top10,3.2007244582786005,3.3489532644214375,3.507728626170996,0.03278457524228514,0.043561887796227335,True,True,False,1.3287311936877484
full,Sharpe,disp,7,top20,2.782522390971546,2.6617454738635513,2.062301449977965,0.024452440479792587,0.024696050035749484,True,True,False,1.0099625866039104
full,Sharpe,disp,21,EWall,2.872612412113236,4.841959536497509,6.311282640900065,0.025169738991741502,0.04095275689412921,True,True,False,1.6270632328593597
full,Sharpe,disp,21,top10,3.9014318834259045,3.876811481651254,3.8844385463457454,0.036252384517302165,0.04686156620618209,True,True,False,1.2926478307603873
full,Sharpe,disp,21,top20,3.8057639867673334,3.550577291471655,2.755368278243786,0.030572851755489946,0.031133510865453528,True,True,False,1.0183384629751755
full,Sharpe,corr,3,EWall,2.9509069227272064,1.5442489018866588,5.2566443347139,0.03403467716706865,0.015159871681873528,True,False,True,0.44542428322316957
full,Sharpe,corr,3,top10,1.7484149555238577,1.6301869215117897,1.5880258032847947,0.021703241426057746,0.020310693424781912,False,False,False,0.9358368653815975
