panel,gross,cap,turnover_yr,mean_names,mean_gross,max_gross,mean_risk_gross,mean_sweep,mean_cash,max_name_w
U56,0.75,0.015,3.0004287848382387,38.55662921348315,1.0,1.0000000000000007,0.5626923911729206,0.43730760882707936,0.0,0.9261435117926569
U56,0.75,0.020,3.506382942083226,38.55662921348315,1.0,1.0000000000000007,0.6560925471605974,0.34390745283940255,0.0,0.901484086314871
U56,0.75,0.030,3.963810322834365,38.55662921348315,1.0,1.0000000000000009,0.6939555799087658,0.30604442009123417,0.0,0.8521041905018047
U56,0.75,INF,4.394572810632718,38.55662921348315,1.0,1.0000000000000004,0.7307389305908641,0.2692610694091358,0.0,0.37889855859683386
U56,1.0,0.015,3.0161501053649626,38.55662921348315,1.0,1.0000000000000007,0.5636504436998052,0.4363495563001947,0.0,0.9261435117926569
U56,1.0,0.020,3.9918738682526245,38.545842696629215,1.0,1.0000000000000007,0.7500522904110477,0.24994770958895224,0.0,0.901484086314871
U56,1.0,0.030,4.746284143092728,38.47797752808989,1.0,1.0000000000000009,0.8930308584117533,0.10696914158824661,0.0,0.8521041905018047
U56,1.0,INF,5.679032812388822,38.43685393258427,1.0,1.0000000000000007,0.974006739514284,0.02599326048571622,0.0,0.22277389017616123
B136,0.75,0.015,4.518014645463427,93.29361510791367,1.0,1.0000000000000009,0.7174289569940926,0.28257104300590735,0.0,0.9111365343681626
B136,0.75,0.020,4.6751254264368125,93.29361510791367,1.0,1.0000000000000009,0.7283250174818579,0.27167498251814204,0.0,0.8814660319309914
B136,0.75,0.030,4.792014636346087,93.29361510791367,1.0,1.0000000000000009,0.7349854610487128,0.26501453895128724,0.0,0.8220508210905928
B136,0.75,INF,4.906022705624986,93.29361510791367,1.0,1.0000000000000009,0.7416875201479868,0.2583124798520131,0.0,0.3603535583487896
B136,1.0,0.015,5.533606859547995,93.20098920863309,1.0,1.0000000000000009,0.9340425433453164,0.06595745665468379,0.0,0.9111365343681626
B136,1.0,0.020,5.829629100658772,93.19671762589928,1.0,1.0000000000000009,0.9563154568940531,0.043684543105946945,0.0,0.8814660319309914
B136,1.0,0.030,6.075522236622382,93.18570143884892,1.0,1.0000000000000009,0.9739830700032426,0.026016929996757525,0.0,0.8220508210905928
B136,1.0,INF,6.3167439960259175,93.17378597122303,1.0,1.0000000000000009,0.9886497425421296,0.01135025745787052,0.0,0.14834160644380268
