panel,freq,hold,cost,n,base4b,p90_Sharpe,med_Sharpe,p90_OOS_Sharpe,med_MaxDD,med_CAGR,turn_yr,drag_bp,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,D,0,10.0,20,0.0,-0.8248226422473118,-0.9036637252967594,-0.7663583278549918,-0.8834317481553728,-0.11030369026600528,239.06090463641416,2390.609046364142,1.0,1.0,1.0,1.0,1.0
U56,D,0,0.0,20,0.1,1.1381640793521948,1.0697388610524365,1.1601836160081251,-0.2258885523348122,0.1297852097081309,239.06090463641416,0.0,0.1,0.0,0.0,0.9,0.0
U56,D,5,10.0,20,0.0,0.7935653372902917,0.6877468773256636,0.7817331308134784,-0.22920611591104517,0.0793467985590276,49.14286013495232,491.42860134952326,1.0,0.95,0.95,1.0,1.0
U56,D,5,0.0,20,0.05,1.1946323419512723,1.092789464876932,1.1920775910476706,-0.22574630109030036,0.13354225214148985,49.14286013495232,0.0,0.05,0.0,0.0,0.95,0.0
U56,D,21,10.0,20,0.0,1.03123046088767,0.9799684633967212,1.090354323434279,-0.22727283731536901,0.11893050213109702,13.013175757837235,130.13175757837232,0.15,0.05,0.0,1.0,0.05
U56,D,21,0.0,20,0.0,1.1404728507674364,1.0869468685119634,1.197200504697428,-0.22624786842743622,0.13356411640998156,13.013175757837235,0.0,0.0,0.0,0.0,1.0,0.0
U56,D,63,10.0,20,0.1,1.130764959652068,1.0545060769315218,1.1534173679099302,-0.22261360959197657,0.1280892266088718,5.508520816546598,55.085208165465986,0.0,0.05,0.0,0.9,0.0
U56,D,63,0.0,20,0.1,1.1763130849926802,1.0995075131823864,1.1996236842650077,-0.2206981810849723,0.1343864710201097,5.508520816546598,0.0,0.0,0.0,0.0,0.9,0.0
U56,D,126,10.0,20,0.05,1.1414500779274712,1.0637544662184821,1.1627715812833372,-0.22103507510338388,0.12898025350774311,3.6403669250110395,36.4036692501104,0.0,0.05,0.0,0.95,0.0
U56,D,126,0.0,20,0.1,1.1718735205447033,1.0938537524216074,1.1938853080500105,-0.22069818108497252,0.13310863909960724,3.6403669250110395,0.0,0.0,0.0,0.0,0.9,0.0
U56,W,0,10.0,20,0.0,0.7378143478451596,0.6446099355588388,0.7732339024566103,-0.2339335362082886,0.07413553397555483,49.65855807039033,496.58558070390336,1.0,1.0,1.0,0.95,1.0
U56,W,0,0.0,20,0.05,1.1454145690409643,1.0554702995538152,1.1862254865228754,-0.22548851865349034,0.12883928914423015,49.65855807039033,0.0,0.0,0.0,0.0,0.95,0.0
