cell,panel,book,cost,sel,arm,m,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
u56|V1u|10,u56,V1u,10.0,S0,control,1.0,0.07167644913632909,0.7135835570891119,-0.15672092223908363
u56|V1u|10,u56,V1u,10.0,S1,,,,,
u56|V1u|10,u56,V1u,10.0,S2,,,,,
u56|V1u|10,u56,V1u,10.0,S3,,,,,
u56|V1u|10,u56,V1u,10.0,S4,,,,,
u56|V1u|25,u56,V1u,25.0,S0,ebud-0.10,1.0,0.009515797736436848,0.21069454724710715,-0.11081637294244429
u56|V1u|25,u56,V1u,25.0,S1,,,,,
u56|V1u|25,u56,V1u,25.0,S2,,,,,
u56|V1u|25,u56,V1u,25.0,S3,,,,,
u56|V1u|25,u56,V1u,25.0,S4,,,,,
u56|TOP20|10,u56,TOP20,10.0,S0,control,1.0,0.16638958865609776,1.1676752607259366,-0.22210408719864583
u56|TOP20|10,u56,TOP20,10.0,S1,control,1.0,0.16638958865609776,1.1676752607259366,-0.22210408719864583
u56|TOP20|10,u56,TOP20,10.0,S2,control,1.1,0.1832659798785199,1.1678434386525072,-0.2422495346934067
u56|TOP20|10,u56,TOP20,10.0,S3,control,0.95,0.15795910857084183,1.167579462385414,-0.21189544222533008
u56|TOP20|10,u56,TOP20,10.0,S4,control,1.0,0.16638958865609776,1.1676752607259366,-0.22210408719864583
u56|TOP20|25,u56,TOP20,25.0,S0,control,1.0,0.15087237124064035,1.0721876011978528,-0.22340270136729112
u56|TOP20|25,u56,TOP20,25.0,S1,,,,,
u56|TOP20|25,u56,TOP20,25.0,S2,,,,,
u56|TOP20|25,u56,TOP20,25.0,S3,,,,,
u56|TOP20|25,u56,TOP20,25.0,S4,,,,,
u56|EWall|10,u56,EWall,10.0,S0,abs12-rw,1.0,0.12045286302342895,1.031338857338196,-0.19885932203290213
u56|EWall|10,u56,EWall,10.0,S1,abs12-rw,1.0,0.12045286302342895,1.031338857338196,-0.19885932203290213
u56|EWall|10,u56,EWall,10.0,S2,abs12-rw,1.05,0.12646100573884556,1.0313175674329862,-0.20806055164726855
u56|EWall|10,u56,EWall,10.0,S3,band3-rw,1.15,0.1545687888499987,1.2023838141768215,-0.2018685182454345
u56|EWall|10,u56,EWall,10.0,S4,band3-rw,1.0,0.13410612540663402,1.2025269424250273,-0.17714790237343914
u56|EWall|25,u56,EWall,25.0,S0,control,1.0,0.13671134762230652,1.1250416500196643,-0.22547617750089244
u56|EWall|25,u56,EWall,25.0,S1,control,1.0,0.13671134762230652,1.1250416500196643,-0.22547617750089244
u56|EWall|25,u56,EWall,25.0,S2,control,1.05,0.14361550326139993,1.1250391407859102,-0.23572108591750274
u56|EWall|25,u56,EWall,25.0,S3,control,0.95,0.12980931038345256,1.1250297807959788,-0.21513669264295687
u56|EWall|25,u56,EWall,25.0,S4,control,1.0,0.13671134762230652,1.1250416500196643,-0.22547617750089244
broad|V1u|10,broad,V1u,10.0,S0,ebud-0.20,1.0,0.028643756322064506,0.39907214268929586,-0.17941747934872254
broad|V1u|10,broad,V1u,10.0,S1,,,,,
broad|V1u|10,broad,V1u,10.0,S2,,,,,
broad|V1u|10,broad,V1u,10.0,S3,,,,,
broad|V1u|10,broad,V1u,10.0,S4,,,,,
broad|V1u|25,broad,V1u,25.0,S0,ebud-0.10,1.0,-0.000919943279876767,5.113546624357708e-05,-0.11335965255625091
broad|V1u|25,broad,V1u,25.0,S1,,,,,
broad|V1u|25,broad,V1u,25.0,S2,,,,,
broad|V1u|25,broad,V1u,25.0,S3,,,,,
broad|V1u|25,broad,V1u,25.0,S4,,,,,
broad|TOP20|10,broad,TOP20,10.0,S0,ebud-0.10,1.0,0.12228211061770566,0.8535342288080167,-0.2288828170330488
broad|TOP20|10,broad,TOP20,10.0,S1,ebud-0.10,1.0,0.12228211061770566,0.8535342288080167,-0.2288828170330488
broad|TOP20|10,broad,TOP20,10.0,S2,ebud-0.10,1.25,0.13863087850040112,0.8392782849247377,-0.25702394429671704
broad|TOP20|10,broad,TOP20,10.0,S3,ebud-0.10,1.0,0.12228211061770566,0.8535342288080167,-0.2288828170330488
broad|TOP20|10,broad,TOP20,10.0,S4,ebud-0.10,1.0,0.12228211061770566,0.8535342288080167,-0.2288828170330488
broad|TOP20|25,broad,TOP20,25.0,S0,ebud-0.10,1.0,0.10539299399804758,0.7510865702437203,-0.23016855578352646
broad|TOP20|25,broad,TOP20,25.0,S1,ebud-0.10,1.0,0.10539299399804758,0.7510865702437203,-0.23016855578352646
broad|TOP20|25,broad,TOP20,25.0,S2,ebud-0.10,1.2,0.11776489850293959,0.7468801264812113,-0.2530928024531359
