panel,dial,bps,selector,pick,IS_Sharpe,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_Sharpe,v2_OOS_CAGR,v2_OOS_MaxDD,v1_OOS_Sharpe,v1_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_MaxDD,full_4a_v2,full_4a_v1,full_4b
B136,CADENCE,0,S_SHARPE,CAD-M,1.2572738971548725,0.1758697152733535,0.17204714586161174,1.083647875134575,-0.2606601526409166,1.1481353293632495,0.08210528304142972,-0.12211398589281575,0.8568806821147589,0.09283844674412256,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False
B136,CADENCE,0,S_CAGR,CAD-M,1.2572738971548725,0.1758697152733535,0.17204714586161174,1.083647875134575,-0.2606601526409166,1.1481353293632495,0.08210528304142972,-0.12211398589281575,0.8568806821147589,0.09283844674412256,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False
B136,CADENCE,0,DEFAULT,CAD-W,1.1247401783290516,0.15213537478526207,0.14134119698337289,0.9861110497210084,-0.19983154054596786,1.1481353293632495,0.08210528304142972,-0.12211398589281575,0.8568806821147589,0.09283844674412256,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True
B136,CADENCE,0,S_RAND,CAD-M,1.2572738971548725,0.1758697152733535,0.17204714586161174,1.083647875134575,-0.2606601526409166,1.1481353293632495,0.08210528304142972,-0.12211398589281575,0.8568806821147589,0.09283844674412256,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False
B136,CADENCE,10,S_SHARPE,CAD-M,1.2119754992308782,0.16862147291253038,0.1641084332685605,1.040825665648853,-0.2610459352657427,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.05941502665859644,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False
B136,CADENCE,10,S_CAGR,CAD-M,1.2119754992308782,0.16862147291253038,0.1641084332685605,1.040825665648853,-0.2610459352657427,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.05941502665859644,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False
B136,CADENCE,10,DEFAULT,CAD-W,1.0226042049000195,0.1364909901051221,0.12454335283909401,0.8836022780725372,-0.20052048331108296,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.05941502665859644,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False
B136,CADENCE,10,S_RAND,CAD-W,1.0226042049000195,0.1364909901051221,0.12454335283909401,0.8836022780725372,-0.20052048331108296,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.05941502665859644,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False
B136,GROSS,0,S_SHARPE,G1.000,1.12651921115286,0.20348986648006795,0.18778087318823422,0.9876120967024166,-0.2611295325936558,1.1481353293632495,0.08210528304142972,-0.12211398589281575,0.8568806821147589,0.09283844674412256,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False
B136,GROSS,0,S_CAGR,G1.000,1.12651921115286,0.20348986648006795,0.18778087318823422,0.9876120967024166,-0.2611295325936558,1.1481353293632495,0.08210528304142972,-0.12211398589281575,0.8568806821147589,0.09283844674412256,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False
