panel,sweep,arm,K,seed,gross,cost_bps,cap_K,CAGR,Sharpe,MaxDD,Calmar,turnover_yr,target_gross,mean_gross,IS_Sharpe,IS_Calmar,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_Sharpe,base_MaxDD,base_CAGR,base_OOS_Sharpe,base_OOS_CAGR,base_turnover,spy_CAGR,spy_Sharpe,spy_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_IS_Sharpe,H1,H2,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR,m_DD,m_CAGR
U56,SHY,K001,1,0,0.75,0.0,1.12,0.06469645440214133,0.6309010716290993,-0.23435885636031573,0.2760572201405249,2.542296599142387,0.5855056179775281,1.0,0.8088305488604901,0.699328339679029,0.084085552961779,0.04902745525975338,0.48927595183838246,-0.2343588563603164,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.2839355379722956,0.0951245058604564,1.77,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,0.8986391921544028,0.8481017617066209,0.43027858317687484,False,False,False,False,False,False,False,-0.03205531601520403,-0.041919327688303365
U56,SHY,K001,1,0,0.75,10.0,1.12,0.061989444029613594,0.6073175927064922,-0.24532416386742795,0.2526838084450271,2.542296599142387,0.5855056179775281,1.0,0.7907827374907183,0.6814675980447191,0.08200192939172979,0.04582582721240236,0.4613597467087375,-0.24532416386742661,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.2839355379722956,0.0951245058604564,1.77,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,0.8986391921544028,0.8312183601912778,0.4005737733598545,False,False,False,False,False,False,False,-0.043020623522316254,-0.044626338060831106
U56,SHY,K001,1,0,0.75,25.0,1.12,0.057935011228914535,0.5716652404839225,-0.2628669619973325,0.22039670101069012,2.542296599142387,0.5855056179775281,1.0,0.7633987081334426,0.639230247249825,0.07887884874749229,0.04103356255122259,0.4192778599656947,-0.26286696199733284,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.2839355379722956,0.0951245058604564,1.77,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,0.8986391921544028,0.8055821046207136,0.3558442084414846,False,False,False,False,False,False,False,-0.06056342165222081,-0.048680770861530165
U56,SHY,K001,1,0,0.75,50.0,1.12,0.051193838924493695,0.5116814202119169,-0.2912830123171405,0.1757529164411254,2.542296599142387,0.5855056179775281,1.0,0.717030299057238,0.5619769883106442,0.0736799930038523,0.03307356963727304,0.3488291094619849,-0.29128301231714115,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.2839355379722956,0.0951245058604564,1.77,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,0.8986391921544028,0.7621176936884583,0.28110270974703555,False,False,False,False,False,False,False,-0.0889794719720288,-0.055421943165951004
U56,SHY,K001,1,0,1.0,0.0,1.12,0.07943264721460874,0.5984526357799513,-0.324440752669824,0.24482943822857406,3.0579775280898875,0.7806741573033708,1.0,0.789008206258334,0.6761173569037412,0.10803602679891844,0.05648741513768907,0.44665245499370865,-0.3244407526698251,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.2839355379722956,0.0951245058604564,1.77,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,0.8986391921544028,0.8280220589721526,0.38600317651522503,False,False,False,False,False,False,False,-0.12213721232471228,-0.027183134875835957
U56,SHY,K001,1,0,1.0,10.0,1.12,0.07613010884989646,0.5772301882686812,-0.33783211819169956,0.22534893738758482,3.0579775280898875,0.7806741573033708,1.0,0.7731705209023069,0.6590022383148891,0.10553440144911552,0.052559673763797,0.42122398785116166,-0.3378321181916999,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.2839355379722956,0.0951245058604564,1.77,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,0.8986391921544028,0.8134231861330478,0.3587373095060388,False,False,False,False,False,False,False,-0.13552857784658787,-0.03048567324054824
U56,SHY,K001,1,0,1.0,25.0,1.12,0.07118286887327807,0.5451293868591546,-0.35747152047284236,0.19912878312409768,3.0579775280898875,0.7806741573033708,1.0,0.7491069198487934,0.6159267717630175,0.1017831831633933,0.04668072033758386,0.382890788558216,-0.35747152047284403,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.2839355379722956,0.0951245058604564,1.77,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,0.8986391921544028,0.7912191563840099,0.31768540804693873,False,False,False,False,False,False,False,-0.15516798012773067,-0.03543291321716663
U56,SHY,K001,1,0,1.0,50.0,1.12,0.0629550100916334,0.49107465606539064,-0.3890416185983603,0.1618207592248043,3.0579775280898875,0.7806741573033708,1.0,0.7082736485329653,0.5453821895753028,0.09553441477683977,0.036916237210985026,0.31871521769377154,-0.3890416185983592,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.2839355379722956,0.0951245058604564,1.77,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,0.8986391921544028,0.753477063779438,0.2491041016615759,False,False,False,False,False,False,False,-0.1867380782532486,-0.0436607719988113
U56,SHY,K001,1,1,0.75,0.0,1.12,0.06483106132251404,0.45569974689451204,-0.3795157784192337,0.17082573376145152,3.4547935094093085,0.49887640449438203,1.0,0.41456690453305844,0.1813964360560213,0.05743397318077248,0.0709466984963405,0.48940160021313434,-0.3795157784192339,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.2839355379722956,0.0951245058604564,1.77,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,0.8986391921544028,0.5553751678674022,0.3559470767979867,False,False,False,False,False,False,False,-0.17721223807412198,-0.04178472076793066
U56,SHY,K001,1,1,0.75,10.0,1.12,0.061164611286323556,0.4353799501218378,-0.3853034545795495,0.15874399920205115,3.4547935094093085,0.49887640449438203,1.0,0.39395288203128986,0.16745193712460302,0.05373046740030629,0.06731121685970964,0.46931090534942665,-0.38530345457954884,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.2839355379722956,0.0951245058604564,1.77,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,0.8986391921544028,0.536553374723212,0.3341780802332007,False,False,False,False,False,False,False,-0.18299991423443782,-0.045451170804121144
