file,col,n,nrows,ncols,status,best_def,best_resid,best_form,d_PAIR,d_PAIRABS,d_PAIRPP,d_GRPMAX,deff,form,tol,is_metric,has_result_md,cited,published
2026-09-04_is-window-has-no-crash_C.selections.csv,regret,36,36,11,UNREPRODUCED,GRPMAX,0.0993574484680638,vs_default - max(vs_default|WHOLE),0.1528094575596835,0.14722504808904338,0.16328003357128917,0.0993574484680638,,,,True,True,True,True
2026-09-05_2011-the-opposite-outlier_C.l2o.csv,regret,1232,1232,14,UNREPRODUCED,GRPMAX,0.21917325286723893,max(OOS_Sharpe|universe|grid|cost_bps|window|years|pick|agree) - OOS_Sharpe,0.22194122479233513,0.22194122479233513,0.22194122479233247,0.21917325286723893,,,,True,True,True,True
2026-09-05_2011-the-opposite-outlier_C.recut.csv,regret,15,15,5,UNREPRODUCED,GRPMAX,0.01500440008304766,max(OOS_Sharpe|WHOLE) - OOS_Sharpe,0.045111064204059304,0.045111064204059304,0.045111064204039764,0.01500440008304766,,,,True,True,True,True
2026-09-05_2011-the-opposite-outlier_C.yearsplit.csv,regret_keep,8,8,14,UNREPRODUCED,GRPMAX,0.0178603483111761,max(dOOS|WHOLE) - dOOS,0.021818892851570126,0.021818892851570126,0.02181889284997851,0.0178603483111761,,,,True,True,True,True
2026-09-05_2011-the-opposite-outlier_C.yearsplit.csv,regret_drop,8,8,14,UNREPRODUCED,GRPMAX,0.01644194748855942,max(OOS_drop|WHOLE) - OOS_drop,0.02181889285159433,0.02181889285159433,0.028317581109149614,0.01644194748855942,,,,True,True,True,True
2026-09-05_cagr-floor-constrained-selector_cloud.picks.csv,regret,176,176,12,UNREPRODUCED,GRPMAX,0.1347221163812043,CAGR - max(CAGR|WHOLE),0.19222887818281362,0.144824706934879,0.22194122479232414,0.1347221163812043,,,,True,True,True,True
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.picks.csv,regret,484,484,15,UNREPRODUCED,PAIRABS,0.27371225715901354,|CAGR| - |spy_OOS_MaxDD|,0.3213816422566853,0.27371225715901354,0.5770916939990656,0.358948990861072,,,,True,True,True,True
2026-09-05_crisis-depth-as-the-price-denominator_B.walkforward.csv,S1_regret,17,18,22,UNREPRODUCED,PAIR,0.6336304467113878,v1_Sharpe - S1_OOS_CAGR,0.6336304467113878,0.6336304467113878,1.2491901512206027,1.0216753849434723,,,,True,True,True,True
2026-09-05_crisis-depth-as-the-price-denominator_B.walkforward.csv,Sdepth_regret,18,18,22,UNREPRODUCED,PAIR,0.5794293217581894,v1_Sharpe - v1_CAGR,0.5794293217581894,0.5794293217581894,1.2491901512206027,0.8987937955354695,,,,True,True,True,True
2026-09-05_defensive-overlays-are-rule-8-invisible_B.walkforward.csv,regret,132,132,16,UNREPRODUCED,PAIRABS,0.15115798246347728,|CAGR| - |MaxDD|,0.18871480910029814,0.15115798246347728,0.22194122479233247,0.1575602733250141,,,,True,True,True,True
2026-09-05_price-list-tier-bar_B.walkforward.csv,S1_regret,17,18,23,UNREPRODUCED,PAIR,0.6336304467113878,v1_Sharpe - S1_OOS_CAGR,0.6336304467113878,0.6336304467113878,1.2491901512206027,1.0216753849434723,,,,True,True,True,True
2026-09-05_price-list-tier-bar_B.walkforward.csv,Stier_regret,16,18,23,UNREPRODUCED,PAIRABS,0.5481926857789836,|Stier_OOSrate| - |S1_OOS_CAGR|,0.6336304467113878,0.5481926857789836,1.3548408339021378,1.0216753849434723,,,,True,True,True,True
