parent,gross,cadence,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_Sharpe,base_OOS_CAGR,base_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,selected,leg,IS_order,OOS_order,same,IS_span,OOS_span
U56,0.5,W,1.072979678626994,0.08228467467475653,1.1078597586252963,-0.12691709586450572,1.2746660728287855,0.09447597045404743,-0.12054945176473153,0.872122672456382,0.15237187725667578,-0.33717256775620263,False,WF-B,,,,,
U56,0.5,M,1.1143514601372684,0.09001372888513792,1.192412588820213,-0.1242055130100429,1.2746660728287855,0.09447597045404743,-0.12054945176473153,0.872122672456382,0.15237187725667578,-0.33717256775620263,False,WF-B,,,,,
U56,0.75,W,1.0734444675159842,0.12374760726120426,1.1077813550589952,-0.1862304149287769,1.2746660728287855,0.09447597045404743,-0.12054945176473153,0.872122672456382,0.15237187725667578,-0.33717256775620263,False,WF-B,,,,,
U56,0.75,M,1.1174177139597454,0.13601612494262438,1.193048216778216,-0.18207818887341853,1.2746660728287855,0.09447597045404743,-0.12054945176473153,0.872122672456382,0.15237187725667578,-0.33717256775620263,False,WF-B,,,,,
U56,1.0,W,1.0738501736699761,0.16527401226258043,1.1076321004617942,-0.24285458426962847,1.2746660728287855,0.09447597045404743,-0.12054945176473153,0.872122672456382,0.15237187725667578,-0.33717256775620263,False,WF-B,,,,,
U56,1.0,M,1.1204484867072064,0.182588329406294,1.1935727459296295,-0.2373039670500956,1.2746660728287855,0.09447597045404743,-0.12054945176473153,0.872122672456382,0.15237187725667578,-0.33717256775620263,True,WF-B,,,,,
B136,0.5,W,1.047563079689362,0.07970431849723103,1.0665751646664003,-0.1372900634693066,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,WF-B,,,,,
B136,0.5,M,1.0862921283468623,0.08535666182108126,1.102615624165959,-0.14881664393832983,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,WF-B,,,,,
B136,0.75,W,1.0494184962714808,0.11971563331408408,1.0659505550392185,-0.20116704846935807,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,WF-B,,,,,
B136,0.75,M,1.0901721849798018,0.1287539993856448,1.1021577111383531,-0.217845821650824,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,WF-B,,,,,
B136,1.0,W,1.0512273381964294,0.15967640542349537,1.0652281411171491,-0.2619452261158576,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,WF-B,,,,,
B136,1.0,M,1.0940493711140393,0.17253600843505534,1.101561412642663,-0.2834895475381356,1.1185082795688426,0.07983337481604336,-0.1224079386020801,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,WF-B,,,,,
SMALL439,0.5,W,0.4440362603958846,0.051433398045268364,0.5357275317094526,-0.26994891331682214,0.5680478274897117,0.038484818390415176,-0.14684660563541296,0.8820106885412021,0.15450723909089636,-0.33717256775620263,False,WF-B,,,,,
SMALL439,0.5,M,0.6292730115575301,0.0633212721140266,0.6355776495867385,-0.2749971025995398,0.5680478274897117,0.038484818390415176,-0.14684660563541296,0.8820106885412021,0.15450723909089636,-0.33717256775620263,False,WF-B,,,,,
SMALL439,0.75,W,0.44644038405104564,0.07382991597741184,0.535474046054103,-0.3823994376738248,0.5680478274897117,0.038484818390415176,-0.14684660563541296,0.8820106885412021,0.15450723909089636,-0.33717256775620263,False,WF-B,,,,,
SMALL439,0.75,M,0.6347043333520427,0.09204293125107355,0.6329681136360448,-0.3943641444331698,0.5680478274897117,0.038484818390415176,-0.14684660563541296,0.8820106885412021,0.15450723909089636,-0.33717256775620263,False,WF-B,,,,,
SMALL439,1.0,W,0.44887983260149855,0.09372112669962762,0.5351983780207353,-0.48128090621995145,0.5680478274897117,0.038484818390415176,-0.14684660563541296,0.8820106885412021,0.15450723909089636,-0.33717256775620263,False,WF-B,,,,,
SMALL439,1.0,M,0.6403049779237409,0.11852671338406351,0.6304782536569784,-0.5021271609327671,0.5680478274897117,0.038484818390415176,-0.14684660563541296,0.8820106885412021,0.15450723909089636,-0.33717256775620263,False,WF-B,,,,,
,0.5,W,,,,,,,,,,,,ORDER,U56>B136>SMALL439,U56>B136>SMALL439,True,0.2903766391746574,0.07877596322347968
,0.5,M,,,,,,,,,,,,ORDER,U56>B136>SMALL439,U56>SMALL439>B136,False,0.12024211283460773,0.05098738218599985
,0.75,W,,,,,,,,,,,,ORDER,U56>B136>SMALL439,U56>B136>SMALL439,True,0.2867558410945133,0.07770795170732714
,0.75,M,,,,,,,,,,,,ORDER,U56>B136>SMALL439,U56>SMALL439>B136,False,0.11493355735299449,0.051649911332053655
,1.0,W,,,,,,,,,,,,ORDER,U56>B136>SMALL439,U56>B136>SMALL439,True,0.2831344647869042,0.07672113646117307
,1.0,M,,,,,,,,,,,,ORDER,U56>B136>SMALL439,U56>SMALL439>B136,False,0.10966397581514276,0.05218261009943892
