population,statistic,n,slope,R2,t,pooled_rho,cell_rho_mean,cells_neg,cells
idea 103's 11-rung ladder (its own population),conv_g,358,-0.09182533676275174,0.22074847223793836,-10.04234231305004,-0.6246326252384522,-0.7109066859066858,33,36
idea 103's 11-rung ladder (its own population),raw_g,358,0.1473121081661831,0.016324310515947182,2.4306165651858787,-0.24818703386044544,-0.018037518037518054,24,36
idea 103's 11-rung ladder (its own population),dSharpe_raw,360,-0.07038807490725621,0.033648235987138064,-3.5306530468324824,-0.3241620168238414,-0.14915824915824916,24,36
idea 357's 21-sleeve plane (the widest committed one),conv_g,715,-0.015288477821297468,0.003276827346414657,-1.5310319965772017,-0.11108254400258637,-0.15423976608187134,27,36
idea 357's 21-sleeve plane (the widest committed one),raw_g,715,0.21477838820696096,0.08612826983234256,8.19737881338581,0.3307193155207458,0.40957581863154613,3,36
idea 357's 21-sleeve plane (the widest committed one),dSharpe_raw,720,0.317728021402366,0.15013969361286694,11.262536513616675,0.30116719074458087,0.37886382623224724,5,36
