offset,arm_Sharpe,arm_MaxDD,ctlM_Sharpe,ctlM_MaxDD,dSharpe_M,dMaxDD_M
0,1.2243800366176703,-0.10246168069019113,1.1986338963152352,-0.15090609559557067,0.02574614030243505,0.04844441490537954
1,1.2437912076537354,-0.10205255311876493,1.2020224664233397,-0.14295730978624965,0.041768741230395756,0.04090475666748472
2,1.2129816167893963,-0.12055645107826118,1.2204076356450262,-0.13714253833900214,-0.007426018855629879,0.016586087260740956
3,1.2316070795987668,-0.10505211487217159,1.194191640793655,-0.13462926526304853,0.03741543880511178,0.02957715039087694
4,1.1991021887213154,-0.10920452608231046,1.1495519185007563,-0.15734784752656839,0.04955027022055902,0.048143321444257925
