panel,book_block_over_iid,machinery_block_over_iid,total_effect,machinery_effect,order_effect,machinery_share
U56,0.8807385258881806,0.9803654377723305,-0.11926147411181942,-0.01963456222766946,-0.09962691188414996,0.1646345760346725
B136,0.8713729599617052,0.9789296831589731,-0.12862704003829484,-0.021070316841026893,-0.10755672319726794,0.16380938902701825
SMALL,0.9399506570615922,0.9494712026503551,-0.0600493429384078,-0.05052879734964488,-0.009520545588762919,0.8414546250984282
