panel,frame,cadence,cost_bps,turnover_yr,drag_bpyr,mean_gross,mean_names,is_anchor,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1_CAGR,H1_Sharpe,H1_MaxDD,H2_CAGR,H2_Sharpe,H2_MaxDD,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,H1,H2,keep4a,keep4b,keep4a_oos,keep4b_oos,leg_H1,leg_H2,leg_DD,leg_CAGR,oleg_H1,oleg_H2,oleg_DD,oleg_CAGR
U56,LIVE,D,0.0,2.464998504012502,0.0,0.5325725789032684,38.43997302158273,False,0.08639583318803457,1.2252134969853463,-0.11167578600714045,0.082430913948637,1.2289443951695684,-0.07854988658853546,0.09037527583430527,1.224461748753944,-0.1116757860071409,0.0752136190468009,1.101936897438999,-0.07854988658853546,0.09567695892682604,1.32278418627042,-0.11167578600714079,1.2289443951695684,1.224461748753944,False,False,False,False,True,True,True,False,True,True,True,False
U56,LIVE,D,5.0,2.464998504012502,12.32499252006251,0.5325725789032684,38.43997302158273,False,0.08505793819396135,1.2074759329317675,-0.11202625100694474,0.08118175322062404,1.2114188795883394,-0.07948099685001198,0.08894801982241973,1.2064873807707601,-0.11202625100694441,0.07392481032963727,1.0841886816815443,-0.07948099685001198,0.09429804604715852,1.3050523867606945,-0.11202625100694497,1.2114188795883394,1.2064873807707601,False,False,False,False,True,True,True,False,True,True,True,False
U56,LIVE,D,10.0,2.464998504012502,24.64998504012502,0.5325725789032684,38.43997302158273,False,0.08372167418616838,1.1897371405106378,-0.11237659194737615,0.07993401792057409,1.1938935389758738,-0.08047898511740259,0.08752261491150604,1.188510615916479,-0.11237659194737548,0.07263752914558297,1.0664409895810456,-0.08047898511740259,0.09292085246884052,1.2873181077470779,-0.11237659194737581,1.1938935389758738,1.188510615916479,False,False,False,False,True,True,True,False,True,True,True,False
U56,LIVE,D,25.0,2.464998504012502,61.62496260031255,0.5325725789032684,38.43997302158273,False,0.07972264840731635,1.1365144190668397,-0.11342687080547043,0.07619934851007026,1.1413197243032989,-0.08437332987885615,0.08325748300971036,1.1345668486690432,-0.11342687080547142,0.06878483289666848,1.0132022569616979,-0.08437332987885615,0.08879956631446895,1.2341012817441086,-0.11342687080547109,1.1413197243032989,1.1345668486690432,False,False,False,False,True,True,True,False,True,True,True,False
U56,LIVE,D,50.0,2.464998504012502,123.2499252006251,0.5325725789032684,38.43997302158273,False,0.07309004190425616,1.0477948913972268,-0.11517485804824223,0.07000325825818199,1.0537109907622244,-0.09209453594825356,0.07618573041412824,1.0446211176114215,-0.11517485804824257,0.062394056431040124,0.924492713107513,-0.09209453594825356,0.08196494434996926,1.145365275631654,-0.11517485804824246,1.0537109907622244,1.0446211176114215,False,False,False,False,True,True,True,False,True,True,True,False
U56,LIVE,W,0.0,1.773555812069992,0.0,0.5328263552938667,38.43997302158273,True,0.08811251342010373,1.2261631322780155,-0.1202982722439756,0.08491597476861568,1.2531424530710427,-0.07741688902496191,0.09131847018284511,1.2057527085912034,-0.1202982722439756,0.07798748038805181,1.13023922681565,-0.07741688902496191,0.09650855698784055,1.3014204861426193,-0.12029827224397549,1.2531424530710427,1.2057527085912034,False,False,False,False,True,True,True,False,True,True,True,False
U56,LIVE,W,5.0,1.773555812069992,8.86777906034996,0.5328263552938667,38.43997302158273,True,0.08714827947289083,1.2136504247505056,-0.12042392455732687,0.08400405728726601,1.2405365167774383,-0.07811681826430616,0.09030162167341516,1.1932841957490077,-0.12042392455732631,0.07704074432123709,1.1173947609457386,-0.07811681826430616,0.09552975273423092,1.289154160679614,-0.12042392455732642,1.2405365167774383,1.1932841957490077,False,False,False,False,True,True,True,False,True,True,True,False
U56,LIVE,W,10.0,1.773555812069992,17.73555812069992,0.5328263552938667,38.43997302158273,True,0.08618487105855244,1.20113235219264,-0.12054956914840886,0.08309287892494877,1.2279248420922237,-0.0788720955261335,0.0892856901501573,1.180810608358156,-0.12054956914840886,0.07609481030855947,1.1045450932922083,-0.0788720955261335,0.0945517936976279,1.2768823974588255,-0.12054956914840875,1.2279248420922237,1.180810608358156,False,False,False,False,True,True,True,False,True,True,True,False
U56,LIVE,W,25.0,1.773555812069992,44.3388953017498,0.5328263552938667,38.43997302158273,True,0.08329959218380001,1.1635477026499867,-0.12092645658916634,0.08036377277402562,1.1900572980204613,-0.08184523267576271,0.08624338949492905,1.1433610405681889,-0.12092645658916656,0.07326181403982246,1.065966877347961,-0.08184523267576271,0.09162298082962983,1.240036070912595,-0.12092645658916656,1.1900572980204613,1.1433610405681889,False,False,False,False,True,True,True,False,True,True,True,False
U56,LIVE,W,50.0,1.773555812069992,88.6777906034996,0.5328263552938667,38.43997302158273,True,0.0785072410614176,1.100815757488258,-0.12155444788885694,0.07582999103891863,1.1268478164250242,-0.0880546808821504,0.08119115353778272,1.0808589504640516,-0.12155444788885672,0.06855613356727952,1.0015844867073656,-0.0880546808821504,0.08675846457990266,1.178531635296773,-0.12155444788885705,1.1268478164250242,1.0808589504640516,False,False,False,False,True,True,True,False,True,True,True,False
