panel,stat,block_L,rungs,units,peak,runner_up,peak_gap,spread,floor90,floor95,floor90_capped,rel_floor,rel_floor95,n_unresolved90,n_pairs,unres_share,largest_unresolved,decided,tie_set,tie_size,W90,W90_set,W90_mass,P_argmax_equals_full,modal_argmax,P_modal,dist
U56,EDGE,21,9,pp of CAGR,12,10,0.6147480896236512,6.406647672996213,3.2528337376833143,4.659783017592156,3.2528337376833143,0.5077278951040012,0.7273356137926816,15,36,0.4166666666666667,2.997786824173443,False,5;8;10;12,4,4,5;8;10;12,0.9259999999999999,0.423,12,0.423,5:0.359;8:0.035;10:0.109;12:0.423;15:0.023;20:0.051;25:0.000;30:0.000;40:0.000
U56,EDGE_FIXNULL,21,9,pp of CAGR,12,10,0.6147480896236512,6.406647672996213,3.2528337376833143,4.659783017592156,3.2528337376833143,0.5077278951040012,0.7273356137926816,15,36,0.4166666666666667,2.997786824173443,False,5;8;10;12,4,4,5;8;10;12,0.9550000000000001,0.498,12,0.498,5:0.301;8:0.021;10:0.135;12:0.498;15:0.012;20:0.033;25:0.000;30:0.000;40:0.000
U56,CAGR,21,9,pp of CAGR,5,12,0.12264140835065618,4.3700319617852035,4.247390553434547,inf,4.247390553434547,0.9719358097553694,1.0,19,36,0.5277777777777778,3.8195536351496084,False,5;8;10;12;15;20;25;30,8,5,5;8;10;12;15,0.995,0.464,5,0.464,5:0.464;8:0.031;10:0.076;12:0.314;15:0.110;20:0.002;25:0.003;30:0.000;40:0.000
U56,S_FULL,21,9,Sharpe,12,15,0.007068668245825416,0.18322104889544333,0.1761523806496179,inf,0.1761523806496179,0.9614199990206408,1.0,32,36,0.8888888888888888,0.1537365394298984,False,10;12;15;20;25;30;40,7,7,10;12;15;20;25;30;40,0.9410000000000002,0.319,12,0.319,5:0.026;8:0.033;10:0.080;12:0.319;15:0.199;20:0.060;25:0.050;30:0.010;40:0.223
U56,S_OOS,21,9,Sharpe,15,12,0.014730064937639176,0.2902903436047862,0.26405478158276907,0.27556027866714705,0.26405478158276907,0.9096230288054797,0.9492574752755355,31,36,0.8611111111111112,0.25765236817958603,False,8;10;12;15;20;25;30;40,8,8,8;10;12;15;20;25;30;40,0.993,0.243,15,0.243,5:0.007;8:0.096;10:0.034;12:0.215;15:0.243;20:0.101;25:0.106;30:0.083;40:0.115
U56,DD,21,9,pp of MaxDD,20,12,1.0416639841034687,6.726027403333877,inf,inf,6.726027403333877,1.0,1.0,36,36,1.0,6.726027403333877,False,5;8;10;12;15;20;25;30;40,9,8,8;10;12;15;20;25;30;40,0.973,0.145,40,0.409,5:0.027;8:0.129;10:0.065;12:0.054;15:0.032;20:0.145;25:0.058;30:0.081;40:0.409
U56,EDGE,63,9,pp of CAGR,12,10,0.6147480896236512,6.406647672996213,3.2528337376833143,5.791899583372562,3.2528337376833143,0.5077278951040012,0.9040452790599377,15,36,0.4166666666666667,2.997786824173443,False,5;8;10;12,4,4,5;8;10;12,0.9159999999999999,0.413,12,0.413,5:0.358;8:0.039;10:0.106;12:0.413;15:0.024;20:0.060;25:0.000;30:0.000;40:0.000
U56,EDGE_FIXNULL,63,9,pp of CAGR,12,10,0.6147480896236512,6.406647672996213,3.2528337376833143,5.791899583372562,3.2528337376833143,0.5077278951040012,0.9040452790599377,15,36,0.4166666666666667,2.997786824173443,False,5;8;10;12,4,4,5;8;10;12,0.9410000000000001,0.484,12,0.484,5:0.313;8:0.023;10:0.121;12:0.484;15:0.007;20:0.052;25:0.000;30:0.000;40:0.000
U56,CAGR,63,9,pp of CAGR,5,12,0.12264140835065618,4.3700319617852035,inf,inf,4.3700319617852035,1.0,1.0,20,36,0.5555555555555556,4.3700319617852035,False,5;8;10;12;15;20;25;30;40,9,5,5;8;10;12;15,0.9909999999999999,0.458,5,0.458,5:0.458;8:0.030;10:0.079;12:0.303;15:0.121;20:0.005;25:0.004;30:0.000;40:0.000
U56,S_FULL,63,9,Sharpe,12,15,0.007068668245825416,0.18322104889544333,0.1761523806496179,inf,0.1761523806496179,0.9614199990206408,1.0,33,36,0.9166666666666666,0.1537365394298984,False,10;12;15;20;25;30;40,7,7,10;12;15;20;25;30;40,0.941,0.305,12,0.305,5:0.035;8:0.024;10:0.074;12:0.305;15:0.208;20:0.072;25:0.045;30:0.004;40:0.233
U56,S_OOS,63,9,Sharpe,15,12,0.014730064937639176,0.2902903436047862,0.26405478158276907,inf,0.26405478158276907,0.9096230288054797,1.0,31,36,0.8611111111111112,0.25765236817958603,False,8;10;12;15;20;25;30;40,8,7,10;12;15;20;25;30;40,0.902,0.241,15,0.241,5:0.014;8:0.084;10:0.048;12:0.207;15:0.241;20:0.107;25:0.146;30:0.052;40:0.101
U56,DD,63,9,pp of MaxDD,20,12,1.0416639841034687,6.726027403333877,5.684363419230408,inf,5.684363419230408,0.8451293874320005,1.0,34,36,0.9444444444444444,5.0825399429743605,False,8;10;12;15;20;25;30;40,8,8,8;10;12;15;20;25;30;40,0.9790000000000001,0.205,40,0.334,5:0.021;8:0.108;10:0.078;12:0.083;15:0.046;20:0.205;25:0.039;30:0.086;40:0.334
U56,EDGE,126,9,pp of CAGR,12,10,0.6147480896236512,6.406647672996213,3.2528337376833143,5.791899583372562,3.2528337376833143,0.5077278951040012,0.9040452790599377,15,36,0.4166666666666667,2.997786824173443,False,5;8;10;12,4,4,5;8;10;12,0.917,0.424,12,0.424,5:0.360;8:0.035;10:0.098;12:0.424;15:0.018;20:0.065;25:0.000;30:0.000;40:0.000
U56,EDGE_FIXNULL,126,9,pp of CAGR,12,10,0.6147480896236512,6.406647672996213,4.659783017592156,5.791899583372562,4.659783017592156,0.7273356137926816,0.9040452790599377,16,36,0.4444444444444444,4.404736104082286,False,5;8;10;12,4,4,5;8;10;12,0.937,0.504,12,0.504,5:0.306;8:0.016;10:0.111;12:0.504;15:0.010;20:0.053;25:0.000;30:0.000;40:0.000
U56,CAGR,126,9,pp of CAGR,5,12,0.12264140835065618,4.3700319617852035,4.247390553434547,inf,4.247390553434547,0.9719358097553694,1.0,18,36,0.5,3.8195536351496084,False,5;8;10;12;15;20;25;30,8,5,5;8;10;12;15,0.994,0.454,5,0.454,5:0.454;8:0.024;10:0.059;12:0.332;15:0.125;20:0.001;25:0.005;30:0.000;40:0.000
U56,S_FULL,126,9,Sharpe,12,15,0.007068668245825416,0.18322104889544333,0.1761523806496179,inf,0.1761523806496179,0.9614199990206408,1.0,32,36,0.8888888888888888,0.1537365394298984,False,10;12;15;20;25;30;40,7,7,10;12;15;20;25;30;40,0.945,0.32,12,0.32,5:0.028;8:0.027;10:0.099;12:0.320;15:0.188;20:0.063;25:0.055;30:0.001;40:0.219
U56,S_OOS,126,9,Sharpe,15,12,0.014730064937639176,0.2902903436047862,0.27556027866714705,inf,0.27556027866714705,0.9492574752755355,1.0,32,36,0.8888888888888888,0.26405478158276907,False,8;10;12;15;20;25;30;40,8,7,10;12;15;20;25;30;40,0.903,0.234,15,0.234,5:0.015;8:0.082;10:0.061;12:0.202;15:0.234;20:0.110;25:0.153;30:0.036;40:0.107
U56,DD,126,9,pp of MaxDD,20,12,1.0416639841034687,6.726027403333877,5.0825399429743605,inf,5.0825399429743605,0.7556525773973368,1.0,33,36,0.9166666666666666,4.879455799589493,False,8;10;12;15;20;25;30;40,8,7,10;12;15;20;25;30;40,0.906,0.298,20,0.298,5:0.017;8:0.077;10:0.084;12:0.103;15:0.041;20:0.298;25:0.030;30:0.081;40:0.269
B136,EDGE,21,9,pp of CAGR,10,15,1.4900899502236493,6.470609036504859,4.022851756846513,4.022851756846513,4.022851756846513,0.6217114546947626,0.6217114546947626,17,36,0.4722222222222222,3.8638365903854606,False,5;10;15,3,5,5;8;10;12;15,0.987,0.734,10,0.734,5:0.139;8:0.003;10:0.734;12:0.009;15:0.102;20:0.004;25:0.008;30:0.001;40:0.000
B136,EDGE_FIXNULL,21,9,pp of CAGR,10,15,1.4900899502236493,6.470609036504859,4.022851756846513,4.022851756846513,4.022851756846513,0.6217114546947626,0.6217114546947626,15,36,0.4166666666666667,3.8638365903854606,True,10,1,3,5;8;10,0.9119999999999999,0.815,10,0.815,5:0.096;8:0.001;10:0.815;12:0.000;15:0.085;20:0.001;25:0.002;30:0.000;40:0.000
B136,CAGR,21,9,pp of CAGR,5,10,0.8113364217981811,3.5944231255558456,inf,inf,3.5944231255558456,1.0,1.0,34,36,0.9444444444444444,3.5944231255558456,False,5;8;10;12;15;20;25;30;40,9,7,5;8;10;12;15;20;25,0.925,0.564,5,0.564,5:0.564;8:0.070;10:0.185;12:0.048;15:0.011;20:0.006;25:0.041;30:0.059;40:0.016
B136,S_FULL,21,9,Sharpe,30,25,0.0013056747034598803,0.12053112976248326,inf,inf,0.12053112976248326,1.0,1.0,36,36,1.0,0.12053112976248326,False,5;8;10;12;15;20;25;30;40,9,7,10;12;15;20;25;30;40,0.9029999999999999,0.214,40,0.266,5:0.077;8:0.020;10:0.092;12:0.061;15:0.082;20:0.040;25:0.148;30:0.214;40:0.266
B136,S_OOS,21,9,Sharpe,30,25,0.007302318218142201,0.3008648592605092,0.22338792431073118,inf,0.22338792431073118,0.7424859282662412,1.0,20,36,0.5555555555555556,0.1840772249292124,False,10;12;15;20;25;30;40,7,5,15;20;25;30;40,0.9710000000000001,0.223,40,0.312,5:0.011;8:0.000;10:0.011;12:0.007;15:0.278;20:0.017;25:0.141;30:0.223;40:0.312
B136,DD,21,9,pp of MaxDD,15,10,0.543560127681598,8.464152973446904,6.509181522842699,6.509181522842699,6.509181522842699,0.7690292865999477,0.7690292865999477,24,36,0.6666666666666666,5.72346028834755,False,10;12;15;20;25;30;40,7,6,12;15;20;25;30;40,0.9339999999999999,0.139,40,0.305,5:0.002;8:0.007;10:0.057;12:0.034;15:0.139;20:0.121;25:0.216;30:0.119;40:0.305
B136,EDGE,63,9,pp of CAGR,10,15,1.4900899502236493,6.470609036504859,3.07912502068175,4.022851756846513,3.07912502068175,0.4758632461504673,0.6217114546947626,15,36,0.4166666666666667,2.9061692609507634,False,5;10;15,3,4,5;8;10;12,0.9,0.758,10,0.758,5:0.138;8:0.001;10:0.758;12:0.003;15:0.096;20:0.001;25:0.003;30:0.000;40:0.000
B136,EDGE_FIXNULL,63,9,pp of CAGR,10,15,1.4900899502236493,6.470609036504859,3.07912502068175,4.022851756846513,3.07912502068175,0.4758632461504673,0.6217114546947626,13,36,0.3611111111111111,2.9061692609507634,True,10,1,3,5;8;10,0.9209999999999999,0.829,10,0.829,5:0.091;8:0.001;10:0.829;12:0.000;15:0.078;20:0.000;25:0.001;30:0.000;40:0.000
B136,CAGR,63,9,pp of CAGR,5,10,0.8113364217981811,3.5944231255558456,inf,inf,3.5944231255558456,1.0,1.0,32,36,0.8888888888888888,3.5944231255558456,False,5;8;10;12;15;20;25;30;40,9,5,5;8;10;12;15,0.906,0.634,5,0.634,5:0.634;8:0.073;10:0.144;12:0.045;15:0.010;20:0.003;25:0.041;30:0.039;40:0.011
B136,S_FULL,63,9,Sharpe,30,25,0.0013056747034598803,0.12053112976248326,inf,inf,0.12053112976248326,1.0,1.0,35,36,0.9722222222222222,0.12053112976248326,False,5;8;10;12;15;20;25;30;40,9,7,10;12;15;20;25;30;40,0.918,0.206,40,0.278,5:0.067;8:0.015;10:0.127;12:0.069;15:0.066;20:0.028;25:0.144;30:0.206;40:0.278
B136,S_OOS,63,9,Sharpe,30,25,0.007302318218142201,0.3008648592605092,0.17169880975618246,0.275604076238784,0.17169880975618246,0.5706841609159612,0.9160394368295013,19,36,0.5277777777777778,0.16804014690021285,False,12;15;20;25;30;40,6,5,15;20;25;30;40,0.98,0.238,40,0.305,5:0.006;8:0.001;10:0.010;12:0.003;15:0.277;20:0.012;25:0.148;30:0.238;40:0.305
B136,DD,63,9,pp of MaxDD,15,10,0.543560127681598,8.464152973446904,6.509181522842699,6.509181522842699,6.509181522842699,0.7690292865999477,0.7690292865999477,23,36,0.6388888888888888,5.72346028834755,False,10;12;15;20;25;30;40,7,6,12;15;20;25;30;40,0.9039999999999999,0.215,40,0.305,5:0.002;8:0.005;10:0.089;12:0.035;15:0.215;20:0.077;25:0.192;30:0.080;40:0.305
B136,EDGE,126,9,pp of CAGR,10,15,1.4900899502236493,6.470609036504859,3.07912502068175,4.022851756846513,3.07912502068175,0.4758632461504673,0.6217114546947626,14,36,0.3888888888888889,2.9061692609507634,False,5;10,2,3,5;8;10,0.901,0.79,10,0.79,5:0.110;8:0.001;10:0.790;12:0.003;15:0.094;20:0.000;25:0.001;30:0.001;40:0.000
B136,EDGE_FIXNULL,126,9,pp of CAGR,10,15,1.4900899502236493,6.470609036504859,3.07912502068175,4.022851756846513,3.07912502068175,0.4758632461504673,0.6217114546947626,13,36,0.3611111111111111,2.9061692609507634,True,10,1,3,10;12;15,0.9369999999999999,0.865,10,0.865,5:0.060;8:0.000;10:0.865;12:0.000;15:0.072;20:0.001;25:0.001;30:0.001;40:0.000
B136,CAGR,126,9,pp of CAGR,5,10,0.8113364217981811,3.5944231255558456,inf,inf,3.5944231255558456,1.0,1.0,32,36,0.8888888888888888,3.5944231255558456,False,5;8;10;12;15;25;30;40,8,7,5;8;10;12;15;20;25,0.9289999999999999,0.595,5,0.595,5:0.595;8:0.069;10:0.188;12:0.033;15:0.010;20:0.001;25:0.033;30:0.057;40:0.014
B136,S_FULL,126,9,Sharpe,30,25,0.0013056747034598803,0.12053112976248326,inf,inf,0.12053112976248326,1.0,1.0,34,36,0.9444444444444444,0.12053112976248326,False,5;8;10;12;15;20;25;30;40,9,7,10;12;15;20;25;30;40,0.9450000000000001,0.198,40,0.289,5:0.047;8:0.008;10:0.142;12:0.040;15:0.066;20:0.032;25:0.178;30:0.198;40:0.289
B136,S_OOS,126,9,Sharpe,30,25,0.007302318218142201,0.3008648592605092,0.17169880975618246,0.22338792431073118,0.17169880975618246,0.5706841609159612,0.7424859282662412,16,36,0.4444444444444444,0.16804014690021285,False,12;15;20;25;30;40,6,5,15;20;25;30;40,0.9910000000000001,0.258,40,0.302,5:0.001;8:0.000;10:0.006;12:0.002;15:0.285;20:0.013;25:0.133;30:0.258;40:0.302
B136,DD,126,9,pp of MaxDD,15,10,0.543560127681598,8.464152973446904,6.509181522842699,6.509181522842699,6.509181522842699,0.7690292865999477,0.7690292865999477,22,36,0.6111111111111112,5.72346028834755,False,10;15;20;25;30;40,6,6,12;15;20;25;30;40,0.908,0.368,15,0.368,5:0.000;8:0.004;10:0.088;12:0.019;15:0.368;20:0.080;25:0.162;30:0.056;40:0.223
