panel,n,year,book_ret,spy_ret,book_vol,spy_vol,book_sharpe,spy_sharpe,beta,alpha,gross,elig_share
U56,ALL,2009,0.16744371596404561,0.31132652610733036,0.11884341496893505,0.26433860296326045,1.3995429518885174,1.1866874073796536,0.23577545189295454,0.09236670091031199,0.7504155981324223,0.5502040816326531
U56,ALL,2010,0.08681386269511271,0.1505615140438612,0.10368680223203844,0.17929494174388555,0.8547683990404018,0.8718091419701762,0.5345172045117634,0.005077299589337147,0.7503972184050753,0.6733044733044733
U56,ALL,2011,-0.011740417774350198,0.01894975331774984,0.1022351828196629,0.23017127020799993,-0.06443821420449905,0.19671354141722963,0.36787871157682606,-0.023244593431915355,0.7498978194161865,0.6134199134199134
U56,ALL,2012,0.06977030323480782,0.15990346983483472,0.07969442908397181,0.1273685821644759,0.8928449913860288,1.2376687808861233,0.6037680277114275,-0.02402329116977067,0.7500448345811619,0.7244363636363637
U56,ALL,2013,0.23083023255055823,0.32307729036742105,0.08312066281186971,0.11073960997588675,2.541097730053111,2.58468227512096,0.7061574664803666,0.009096601296315879,0.750159102173945,0.71991341991342
U56,ALL,2014,0.07957041501954842,0.13463786276376988,0.07840734268644421,0.11245003367360455,1.0157224517259897,1.1796564997271763,0.662974676183395,-0.008305092284796766,0.7502157901018192,0.7632034632034632
U56,ALL,2015,0.06997156157161477,0.012343126670188775,0.11162755870838807,0.15431892914888323,0.6616052747353952,0.1564733751253736,0.6841823685941759,0.05733256430493496,0.7500301015526025,0.5586580086580086
U56,ALL,2016,0.06147106707006422,0.11997896136886044,0.08496584201277653,0.13061226429113446,0.7446138925821566,0.9328899207162059,0.5508151629564744,-0.00384835437647424,0.7502094424979798,0.6756132756132756
U56,ALL,2017,0.16243364827696993,0.21705431189076596,0.055209712388351345,0.06743798676882419,2.7654625580882146,2.959149349189516,0.7300612588075958,0.0069900432017856425,0.7502950590942978,0.8135458167330677
U56,ALL,2018,-0.012169307339831348,-0.045690667823131026,0.11802314446622737,0.17036819394255817,-0.04516012816651152,-0.1904507483463253,0.6546423400114897,0.015911076035202983,0.7500071448186255,0.6228178196305686
