panel,family,level,cad,gross,con,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,CAGR0,gross_mean,turn_yr,turn_yr_is,turn_yr_oos,dSharpe_ctrl,ctrl_oSharpe,p4a,f4b,spy_Sharpe,spy_oSharpe,p4b
SMALL439,QUANTILE,0.2,W,0.75,RESPREAD,0.08684388108466923,0.5932282974358211,-0.36871201560737943,0.5812607886967768,0.6135146292282411,0.0662572140477129,0.5222789241732696,-0.20035482550516326,0.09975623838111125,0.6330151755034663,-0.3687120156073799,0.10006360305678563,0.7501425077575798,12.091534732795429,11.872650719841662,12.226717211190394,-0.08592202750655864,0.6372397047059918,False,"H1,H2,OOS,DD,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.2,W,0.75,DEGROSS,0.01893064866539995,0.5901903899733453,-0.08386798528718487,0.5753701680177603,0.6122814415383699,0.014457860804185207,0.5155341012834099,-0.043264103075786764,0.02170288179551272,0.6318267814638288,-0.08386798528718531,0.021439002337324542,0.15105005367776655,2.458844769121059,2.415663223209166,2.48551363505842,-0.08895993496903443,0.6372397047059918,False,"H1,H2,OOS,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.2,M,0.75,RESPREAD,0.10014023122735871,0.6532508075991942,-0.36768681602264175,0.6486545506902117,0.6699990485590434,0.08188186504070805,0.6133517847265623,-0.1854441228727174,0.11157016357789162,0.6779847899901087,-0.36768681602264075,0.10651137156384971,0.7506258376711263,5.776560730418368,5.7085305366724155,5.818576088562456,-0.006386673540250354,0.623487716376168,False,"H1,H2,OOS,DD",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.2,M,0.75,DEGROSS,0.021270001804051253,0.6467258703280842,-0.0800659491169311,0.6355173122224165,0.6677367681843601,0.017082549125250868,0.5962470754680244,-0.039884085753803644,0.023864774292966073,0.6766109069201421,-0.08006594911693077,0.02247279766773147,0.1514918034944114,1.1771701978757771,1.1611079484529063,1.1870902219848032,-0.012911610811360386,0.623487716376168,False,"H1,H2,OOS,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.2,Q,0.75,RESPREAD,0.08329171061250151,0.556847057653269,-0.40005253153531806,0.4858113030129355,0.6202876075272071,0.06040993763828073,0.472023247211974,-0.21033237519486403,0.0976694239951621,0.6033274049904946,-0.4000525315353175,0.08687667007816424,0.7525923375726733,3.301871796548998,3.1486055148060714,3.39652885048727,-0.12523016860157254,0.6467213771466885,False,"H1,H2,OOS,DD,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.2,Q,0.75,DEGROSS,0.01908187620749513,0.5724195233649095,-0.08443415696399559,0.4844717149956167,0.6485967354767902,0.01358394124297524,0.4747007381359721,-0.044332763902465544,0.022492279908847612,0.6253537351690578,-0.08443415696399437,0.01977407117573393,0.15322679936992864,0.678944297692817,0.6449361000352989,0.6999477158184715,-0.10965770288993204,0.6467213771466885,False,"H1,H2,OOS,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.3,W,0.75,RESPREAD,0.0774552522008094,0.5596637641098843,-0.3647927412203458,0.528927923168843,0.5932475087209667,0.05650607448017575,0.4719463722233077,-0.19076153526940054,0.09060041161568044,0.6077653250958713,-0.36479274122034544,0.08861412318205053,0.7501248624911236,10.30303366147798,10.266547344181031,10.325567563032262,-0.11948656083249543,0.6372397047059918,False,"H1,H2,OOS,DD,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.3,W,0.75,DEGROSS,0.02515662542043784,0.557388813174726,-0.12297286910332883,0.5240856999228273,0.5926677306390066,0.018439672050926337,0.46590432807405036,-0.06054697666202946,0.029327117153262527,0.6074396406617891,-0.12297286910332916,0.028375989853668404,0.22613898334417226,3.1354959811821077,3.12509623778901,3.1419188490178125,-0.12176151176765371,0.6372397047059918,False,"H1,H2,OOS,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.3,M,0.75,RESPREAD,0.08661486333446344,0.6050243655926562,-0.37798826033787836,0.6131413627832223,0.610374580003828,0.07085741558187864,0.560640723597543,-0.17965648224492436,0.09646224717526541,0.6312754604701553,-0.37798826033787813,0.09199052409467345,0.7504756721593935,4.936606211404756,4.957843175820138,4.92349029012519,-0.05461311554678838,0.623487716376168,False,"H1,H2,OOS,DD,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.3,M,0.75,DEGROSS,0.027511408736666132,0.5992717635551755,-0.12389029954819608,0.6005156852849558,0.6092422398311144,0.022059490868623355,0.543711085724537,-0.05730677323767319,0.030893022966751227,0.6311799509247875,-0.12389029954819519,0.029058575352251648,0.22662178355160031,1.5048152501587873,1.509333655925448,1.5020246887025688,-0.06036571758426901,0.623487716376168,False,"H1,H2,OOS,CAGR",0.8615350977995732,0.8820106885412021,False
