book_id,panel,book,cost,arm,kind,m_lo,m_hi,g_lo,g_hi,width,cens_hi,hi_bar,grid_step_published
u56|TOP20|10.0|control,u56,TOP20,10.0,control,ctl,0.7,0.9,0.5231763754044141,0.6724580736637197,0.1492816982593056,False,DD,0.05
u56|TOP20|10.0|g200-dg,u56,TOP20,10.0,g200-dg,gate,0.8,1.0,0.5703850989462469,0.7127776485450162,0.1423925495987693,False,DD,0.05
u56|TOP20|10.0|g200-rw,u56,TOP20,10.0,g200-rw,gate,0.75,1.0,0.542111596147191,0.7225556880440261,0.1804440918968352,False,DD,0.05
u56|TOP20|10.0|band3-dg,u56,TOP20,10.0,band3-dg,gate,0.75,1.0,0.5332172259495954,0.7106989766078581,0.1774817506582626,False,DD,0.05
u56|TOP20|10.0|band3-rw,u56,TOP20,10.0,band3-rw,gate,0.75,1.0,0.5415554187978828,0.7218158624101306,0.1802604436122478,False,DD,0.05
u56|TOP20|10.0|abs12-dg,u56,TOP20,10.0,abs12-dg,gate,0.8,0.9,0.5522578644603794,0.6212010193153927,0.0689431548550133,False,DD,0.05
u56|TOP20|10.0|abs12-rw,u56,TOP20,10.0,abs12-rw,gate,0.8,0.85,0.5746666055520998,0.6105393651701992,0.0358727596180994,False,DD,0.05
u56|TOP20|10.0|vol60-dg,u56,TOP20,10.0,vol60-dg,gate,0.85,1.2,0.6056447800864011,0.8546818685623041,0.249037088475903,False,DD,0.05
u56|TOP20|10.0|vol60-rw,u56,TOP20,10.0,vol60-rw,gate,0.8,1.05,0.5962338674518178,0.7823174161218764,0.1860835486700586,False,DD,0.05
u56|TOP20|10.0|v1gate-dg,u56,TOP20,10.0,v1gate-dg,gate,0.95,1.2,0.6471649944055073,0.8172347013877582,0.1700697069822508,False,DD,0.05
u56|TOP20|10.0|v1gate-rw,u56,TOP20,10.0,v1gate-rw,gate,0.85,1.1,0.6094035330194819,0.7883975992005986,0.1789940661811166,False,DD,0.05
u56|TOP20|10.0|stop15,u56,TOP20,10.0,stop15,stop,0.75,0.85,0.5552220069755206,0.6291543795129547,0.0739323725374341,False,DD,0.05
u56|TOP20|10.0|stop25,u56,TOP20,10.0,stop25,stop,0.75,0.8,0.5596719301549088,0.5969387359943344,0.0372668058394256,False,DD,0.05
u56|TOP20|10.0|ddctl-8/.5/recover,u56,TOP20,10.0,ddctl-8/.5/recover,dd,0.95,1.2,0.590255512803356,0.6930215699600173,0.1027660571566613,False,DD,0.05
u56|TOP20|10.0|ddctl-8/.5/high,u56,TOP20,10.0,ddctl-8/.5/high,dd,1.15,1.2,0.6328525955984003,0.6556873717763093,0.0228347761779089,False,H2+DD,0.05
u56|TOP20|10.0|ebud-0.10,u56,TOP20,10.0,ebud-0.10,bud,0.7,0.95,0.5195924160518124,0.6917768926147939,0.1721844765629815,False,DD,0.05
u56|TOP20|10.0|ebud-0.20,u56,TOP20,10.0,ebud-0.20,bud,0.7,0.9,0.5230372012044875,0.6718768253073124,0.1488396241028249,False,DD,0.05
