panel,book,cadence,conv,estimator,cost_bps,n,base4b,base4a,med_OOS_Sharpe,med_OOS_CAGR,med_OOS_MaxDD,med_turn,legpass_L1_H1,legpass_L2_H2,legpass_L3_OOS,legpass_L4_DD,legpass_L5_CAGR
B136,EWELIG,M,ROT,FPORT,10.0,100,0.0,0.0,1.056923379919708,0.13102019053496727,-0.24715678270168534,6.496693864408071,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,M,ROT,FPORT,25.0,100,0.0,0.0,0.9765222866812293,0.11982621097926005,-0.24822419311670363,6.496693864408071,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,M,ROT,FPORT,50.0,100,0.0,0.0,0.8426745308215133,0.10140822885353284,-0.2500000399726124,6.496693864408071,0.97,0.0,0.0,0.0,0.0
B136,EWELIG,M,ROTP,CANON,0.0,100,0.0,0.0,1.0824153122176656,0.13555667295459128,-0.2526249398988663,6.563496462642862,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,M,ROTP,CANON,5.0,100,0.0,0.0,1.0551081189389935,0.13172045535509214,-0.2529929180946521,6.563496462642862,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,M,ROTP,CANON,10.0,100,0.0,0.0,1.0277238355350462,0.12791590660867103,-0.25336089629043823,6.563496462642862,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,M,ROTP,CANON,25.0,100,0.0,0.0,0.9452948502545186,0.11659630556457268,-0.25446483087779614,6.563496462642862,1.0,0.83,0.95,0.0,0.98
B136,EWELIG,M,ROTP,CANON,50.0,100,0.0,0.0,0.8086449469753717,0.09795558002106886,-0.2563301550590925,6.563496462642862,0.48,0.04,0.08,0.0,0.09
B136,EWELIG,M,ROTP,FPORT,0.0,100,0.0,0.0,1.1055096147195687,0.1379942611514896,-0.24705535549332175,6.497722112266576,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,M,ROTP,FPORT,5.0,100,0.0,0.0,1.0786901399040612,0.13423167581499296,-0.24741029402116016,6.497722112266576,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,M,ROTP,FPORT,10.0,100,0.0,0.0,1.0518239277317067,0.13048146026696006,-0.24776507483266125,6.497722112266576,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,M,ROTP,FPORT,25.0,100,0.0,0.0,0.9714872622650508,0.11930462864720559,-0.24882847162768051,6.497722112266576,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,M,ROTP,FPORT,50.0,100,0.0,0.0,0.8381843244944323,0.10091435106332602,-0.25059765143512935,6.497722112266576,0.98,0.0,0.0,0.0,0.0
B136,EWELIG,Q,ROT,CANON,0.0,100,0.0,0.0,1.103328961042412,0.1402660711914051,-0.24409118056361967,2.473835537399025,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,Q,ROT,CANON,5.0,100,0.0,0.0,1.0929995513960304,0.13881276560569855,-0.24409118056361956,2.473835537399025,1.0,0.99,1.0,0.0,1.0
B136,EWELIG,Q,ROT,CANON,10.0,100,0.0,0.0,1.0827106295292963,0.13736070710067683,-0.24409118056361956,2.473835537399025,1.0,0.99,1.0,0.0,1.0
B136,EWELIG,Q,ROT,CANON,25.0,100,0.0,0.0,1.051755991688831,0.13301200738640961,-0.24409118056361945,2.473835537399025,1.0,0.97,0.99,0.0,1.0
B136,EWELIG,Q,ROT,CANON,50.0,100,0.0,0.0,1.0002701596084336,0.12576411249444408,-0.24409118056361956,2.473835537399025,1.0,0.92,0.95,0.0,0.98
B136,EWELIG,Q,ROT,FPORT,0.0,100,0.0,0.0,1.1087404132746883,0.13740244064704155,-0.24529293815362418,2.399839189403101,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,Q,ROT,FPORT,5.0,100,0.0,0.0,1.0989084248522905,0.13603344964692132,-0.24541816008547185,2.399839189403101,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,Q,ROT,FPORT,10.0,100,0.0,0.0,1.0890760776128865,0.13466609739811364,-0.24554336235947127,2.399839189403101,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,Q,ROT,FPORT,25.0,100,0.0,0.0,1.059576925689223,0.13057385366086371,-0.24591885126350288,2.399839189403101,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,Q,ROT,FPORT,50.0,100,0.0,0.0,1.0104759881676586,0.12377965186856221,-0.24654427321834366,2.399839189403101,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,Q,ROTP,CANON,0.0,100,0.0,0.0,1.111505399412758,0.1391317909831089,-0.24427936485256824,2.4694588743822874,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,Q,ROTP,CANON,5.0,100,0.0,0.0,1.1015549325502176,0.13767718546902086,-0.2442793648525683,2.4694588743822874,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,Q,ROTP,CANON,10.0,100,0.0,0.0,1.0914120742382671,0.13622383528088544,-0.24427936485256835,2.4694588743822874,1.0,0.99,1.0,0.0,1.0
B136,EWELIG,Q,ROTP,CANON,25.0,100,0.0,0.0,1.0603239887375424,0.1318713098848565,-0.24427936485256807,2.4694588743822874,1.0,0.99,0.99,0.0,1.0
B136,EWELIG,Q,ROTP,CANON,50.0,100,0.0,0.0,1.0074030778913374,0.12464214408494412,-0.24427936485256807,2.4694588743822874,1.0,0.9,0.96,0.0,0.99
B136,EWELIG,Q,ROTP,FPORT,0.0,100,0.0,0.0,1.108629756742727,0.1372889729967991,-0.24505083715561643,2.4005474356186935,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,Q,ROTP,FPORT,5.0,100,0.0,0.0,1.0988213373788078,0.13591849302208348,-0.24517567487829978,2.4005474356186935,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,Q,ROTP,FPORT,10.0,100,0.0,0.0,1.0890125659554455,0.13454965552760856,-0.24530049306732127,2.4005474356186935,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,Q,ROTP,FPORT,25.0,100,0.0,0.0,1.059584181387826,0.1304529783593943,-0.24567483046126276,2.4005474356186935,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,Q,ROTP,FPORT,50.0,100,0.0,0.0,1.0105302252403296,0.12365785041319122,-0.24629833571378712,2.4005474356186935,1.0,1.0,1.0,0.0,1.0
B136,TOP20,M,ROT,CANON,0.0,100,0.17,0.0,1.013005963375382,0.1170385886448686,-0.21548560871946,14.250431096847393,0.99,0.84,0.89,0.19,0.81
B136,TOP20,M,ROT,CANON,5.0,100,0.09,0.0,0.950902514891051,0.10893239493231144,-0.21595520091114634,14.250431096847393,0.95,0.62,0.76,0.15,0.6
B136,TOP20,M,ROT,CANON,10.0,100,0.07,0.0,0.8884894378213624,0.10088012951882785,-0.21642479310283252,14.250431096847393,0.85,0.45,0.57,0.15,0.34
B136,TOP20,M,ROT,CANON,25.0,100,0.0,0.0,0.6996742494572639,0.0770436496994713,-0.21833761978571586,14.250431096847393,0.13,0.01,0.01,0.13,0.01
B136,TOP20,M,ROT,CANON,50.0,100,0.0,0.0,0.3836250484125156,0.038717169509139726,-0.23108706226351383,14.250431096847393,0.0,0.0,0.0,0.05,0.0
B136,TOP20,M,ROT,FPORT,0.0,100,0.04,0.0,1.0599114759805968,0.11479927434140957,-0.2105688483304824,14.27440481851573,1.0,1.0,1.0,0.04,1.0
B136,TOP20,M,ROT,FPORT,5.0,100,0.01,0.0,0.9930447873523458,0.10678881904124504,-0.21103634113672143,14.27440481851573,1.0,1.0,1.0,0.03,0.6
B136,TOP20,M,ROT,FPORT,10.0,100,0.0,0.0,0.9260845928214521,0.09883566239659392,-0.2115058113348408,14.27440481851573,1.0,0.54,1.0,0.03,0.0
B136,TOP20,M,ROT,FPORT,25.0,100,0.0,0.0,0.7251715813639947,0.0753145296192882,-0.21291262589829163,14.27440481851573,0.0,0.0,0.0,0.01,0.0
B136,TOP20,M,ROT,FPORT,50.0,100,0.0,0.0,0.3910806527946934,0.03719670267438768,-0.2154920073731429,14.27440481851573,0.0,0.0,0.0,0.01,0.0
B136,TOP20,M,ROTP,CANON,0.0,100,0.16,0.0,1.028761586732112,0.11835495117177974,-0.2163383551128898,14.222795967179527,1.0,0.88,0.99,0.19,0.82
B136,TOP20,M,ROTP,CANON,5.0,100,0.1,0.0,0.9665466752634961,0.11032278157293529,-0.21682088681079176,14.222795967179527,0.98,0.71,0.82,0.18,0.62
B136,TOP20,M,ROTP,CANON,10.0,100,0.06,0.0,0.904439161503153,0.10234347732643023,-0.21730336584031062,14.222795967179527,0.88,0.51,0.61,0.18,0.41
B136,TOP20,M,ROTP,CANON,25.0,100,0.0,0.0,0.7140581672748544,0.07871960269617129,-0.21893789657025153,14.222795967179527,0.09,0.05,0.08,0.16,0.01
B136,TOP20,M,ROTP,CANON,50.0,100,0.0,0.0,0.39882929603385153,0.04037460142158733,-0.23011814239005085,14.222795967179527,0.0,0.0,0.0,0.05,0.0
B136,TOP20,M,ROTP,FPORT,0.0,100,0.02,0.0,1.0578117722587388,0.11493494733150578,-0.20930541094999755,14.273102358025326,1.0,1.0,1.0,0.02,1.0
B136,TOP20,M,ROTP,FPORT,5.0,100,0.02,0.0,0.991244938632395,0.1069293495253858,-0.20976634126253174,14.273102358025326,1.0,1.0,1.0,0.02,0.61
B136,TOP20,M,ROTP,FPORT,10.0,100,0.0,0.0,0.924758165537227,0.09898097425585495,-0.21022701558878382,14.273102358025326,1.0,0.48,0.98,0.01,0.0
B136,TOP20,M,ROTP,FPORT,25.0,100,0.0,0.0,0.7249463252833017,0.07544975329299641,-0.211607504000826,14.273102358025326,0.0,0.0,0.0,0.0,0.0
B136,TOP20,M,ROTP,FPORT,50.0,100,0.0,0.0,0.39234123525054676,0.03732660384824338,-0.21414022815450506,14.273102358025326,0.0,0.0,0.0,0.0,0.0
B136,TOP20,Q,ROT,CANON,0.0,100,0.01,0.0,0.9097727003927922,0.10449932703925435,-0.243900865965823,4.814457494703996,1.0,0.44,0.64,0.01,0.46
B136,TOP20,Q,ROT,CANON,5.0,100,0.01,0.0,0.8889160088776458,0.10179513664871054,-0.2439008659658231,4.814457494703996,1.0,0.34,0.54,0.01,0.39
B136,TOP20,Q,ROT,CANON,10.0,100,0.0,0.0,0.868281615131643,0.09909589618995329,-0.24390086596582322,4.814457494703996,0.99,0.29,0.46,0.01,0.29
B136,TOP20,Q,ROT,CANON,25.0,100,0.0,0.0,0.8058614740657353,0.09102781409730298,-0.24442455331698043,4.814457494703996,0.93,0.08,0.18,0.01,0.08
B136,TOP20,Q,ROT,CANON,50.0,100,0.0,0.0,0.7005124852595461,0.07778457456731169,-0.2444245533169805,4.814457494703996,0.6,0.02,0.03,0.01,0.02
B136,TOP20,Q,ROT,FPORT,0.0,100,0.0,0.0,1.0634800662424417,0.12034735617565806,-0.23056376409295992,4.906404029796716,1.0,1.0,1.0,0.0,1.0
B136,TOP20,Q,ROT,FPORT,5.0,100,0.0,0.0,1.0414232445170337,0.11756864551016089,-0.2307270555142455,4.906404029796716,1.0,1.0,1.0,0.0,1.0
B136,TOP20,Q,ROT,FPORT,10.0,100,0.0,0.0,1.0194011481619771,0.11479679688741884,-0.23089031384785752,4.906404029796716,1.0,1.0,1.0,0.0,1.0
B136,TOP20,Q,ROT,FPORT,25.0,100,0.0,0.0,0.9534724243106578,0.10652587866184204,-0.2313760643222516,4.906404029796716,1.0,1.0,1.0,0.0,0.59
B136,TOP20,Q,ROT,FPORT,50.0,100,0.0,0.0,0.8432118623216464,0.09288146272936382,-0.23217877609161724,4.906404029796716,1.0,0.0,0.0,0.0,0.0
B136,TOP20,Q,ROTP,CANON,0.0,100,0.03,0.0,0.9125580435449022,0.10485397782369377,-0.24250501317073914,4.806607222197025,1.0,0.43,0.7,0.07,0.41
B136,TOP20,Q,ROTP,CANON,5.0,100,0.03,0.0,0.8914975089376169,0.10216130760512765,-0.24250501317073925,4.806607222197025,0.99,0.33,0.6,0.07,0.32
B136,TOP20,Q,ROTP,CANON,10.0,100,0.03,0.0,0.8707182172066013,0.09948225597845317,-0.24250501317073925,4.806607222197025,0.99,0.24,0.48,0.07,0.28
B136,TOP20,Q,ROTP,CANON,25.0,100,0.02,0.0,0.807590018338737,0.09152620446997661,-0.24250501317073925,4.806607222197025,0.95,0.12,0.23,0.07,0.12
B136,TOP20,Q,ROTP,CANON,50.0,100,0.0,0.0,0.7007830432272426,0.07834991176998496,-0.24250501317073941,4.806607222197025,0.57,0.01,0.02,0.06,0.0
B136,TOP20,Q,ROTP,FPORT,0.0,100,0.0,0.0,1.0642715030273877,0.12062599290082843,-0.23114905467064828,4.907244399820015,1.0,1.0,1.0,0.0,1.0
B136,TOP20,Q,ROTP,FPORT,5.0,100,0.0,0.0,1.042253457610327,0.11783764190337864,-0.23130951868396576,4.907244399820015,1.0,1.0,1.0,0.0,1.0
B136,TOP20,Q,ROTP,FPORT,10.0,100,0.0,0.0,1.0202349316155992,0.11506047630814509,-0.23146995072040505,4.907244399820015,1.0,1.0,1.0,0.0,1.0
B136,TOP20,Q,ROTP,FPORT,25.0,100,0.0,0.0,0.9540309504697606,0.10677013076258168,-0.23195105502917074,4.907244399820015,1.0,1.0,1.0,0.0,0.64
B136,TOP20,Q,ROTP,FPORT,50.0,100,0.0,0.0,0.8435568867303751,0.0931050936488782,-0.23275225657270399,4.907244399820015,1.0,0.0,0.0,0.0,0.0
U56,BAND03,M,ROT,CANON,0.0,200,0.0,0.0,1.1918618029819918,0.09324433301573642,-0.16417193293812637,3.323191897939105,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROT,CANON,5.0,200,0.0,0.0,1.1706197467223225,0.09142362516759517,-0.1642969060181248,3.323191897939105,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROT,CANON,10.0,200,0.0,0.0,1.1493244814826884,0.08959313993295193,-0.16442187909812334,3.323191897939105,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROT,CANON,25.0,200,0.0,0.0,1.0847422947240624,0.08422524198326287,-0.1647967983381189,3.323191897939105,1.0,0.995,1.0,1.0,0.0
U56,BAND03,M,ROT,CANON,50.0,200,0.0,0.0,0.9767581541268238,0.0753563222505691,-0.16544322496581032,3.323191897939105,0.71,0.92,0.99,1.0,0.0
U56,BAND03,M,ROT,FPORT,0.0,200,0.0,0.0,1.1713898490545132,0.09159521274805926,-0.171205656049784,3.3350488256455337,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROT,FPORT,5.0,200,0.0,0.0,1.1500545100615653,0.08979306961703737,-0.171360851561145,3.3350488256455337,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROT,FPORT,10.0,200,0.0,0.0,1.1287182639068059,0.08799388744457848,-0.17151615994599767,3.3350488256455337,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROT,FPORT,25.0,200,0.0,0.0,1.0646525292355118,0.08261961835232323,-0.1719819195933162,3.3350488256455337,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROT,FPORT,50.0,200,0.0,0.0,0.9581087797948713,0.07370838388585665,-0.172756080976111,3.3350488256455337,0.99,1.0,1.0,1.0,0.0
U56,BAND03,M,ROTP,CANON,0.0,200,0.0,0.0,1.186330045512308,0.09306268972942155,-0.1647314485834716,3.323126285715789,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROTP,CANON,5.0,200,0.0,0.0,1.1648143401313935,0.09125699952122035,-0.16484461682216894,3.323126285715789,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROTP,CANON,10.0,200,0.0,0.0,1.1432960481291756,0.0894540227179903,-0.16495778506086595,3.323126285715789,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROTP,CANON,25.0,200,0.0,0.0,1.0791458230114588,0.08401015366045539,-0.16529728977695834,3.323126285715789,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROTP,CANON,50.0,200,0.0,0.0,0.9728158187774846,0.07506956359738248,-0.16586313097044475,3.323126285715789,0.665,0.895,0.985,1.0,0.0
U56,BAND03,M,ROTP,FPORT,0.0,200,0.0,0.0,1.1702666964874862,0.09147731720602503,-0.1713651794051223,3.3355342029771755,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROTP,FPORT,5.0,200,0.0,0.0,1.148962432917245,0.08967918969288335,-0.17151455585401465,3.3355342029771755,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROTP,FPORT,10.0,200,0.0,0.0,1.1276611514156571,0.08788401031371795,-0.1716637603416855,3.3355342029771755,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROTP,FPORT,25.0,200,0.0,0.0,1.063737563242639,0.08251611291328909,-0.17211714847757398,3.3355342029771755,1.0,1.0,1.0,1.0,0.0
U56,BAND03,M,ROTP,FPORT,50.0,200,0.0,0.0,0.9570687847875308,0.0736305449458905,-0.17288039838827263,3.3355342029771755,0.99,1.0,1.0,1.0,0.0
U56,BAND03,Q,ROT,CANON,0.0,200,0.0,0.0,1.037364216075762,0.08790279841703419,-0.19891462758317874,1.2614042241796737,1.0,1.0,1.0,0.76,0.0
U56,BAND03,Q,ROT,CANON,5.0,200,0.0,0.0,1.030045318524337,0.08722836173492077,-0.19891462758317868,1.2614042241796737,1.0,1.0,1.0,0.76,0.0
U56,BAND03,Q,ROT,CANON,10.0,200,0.0,0.0,1.022710931849225,0.08655069660072756,-0.19891462758317863,1.2614042241796737,1.0,1.0,1.0,0.76,0.0
U56,BAND03,Q,ROT,CANON,25.0,200,0.0,0.0,1.0007175711901648,0.08452082435637498,-0.19891462758317857,1.2614042241796737,0.995,1.0,1.0,0.76,0.0
U56,BAND03,Q,ROT,CANON,50.0,200,0.0,0.0,0.963707365609695,0.08111773236240438,-0.19891462758317857,1.2614042241796737,0.965,0.915,1.0,0.76,0.0
U56,BAND03,Q,ROT,FPORT,0.0,200,0.0,0.0,1.126348858875264,0.09425417526184265,-0.19021568392662158,1.2567479713393497,1.0,1.0,1.0,1.0,0.0
U56,BAND03,Q,ROT,FPORT,5.0,200,0.0,0.0,1.1188589879833313,0.0935759138078125,-0.1902730804388169,1.2567479713393497,1.0,1.0,1.0,1.0,0.0
U56,BAND03,Q,ROT,FPORT,10.0,200,0.0,0.0,1.1113690426789562,0.0928980708154572,-0.19033047307734585,1.2567479713393497,1.0,1.0,1.0,1.0,0.0
U56,BAND03,Q,ROT,FPORT,25.0,200,0.0,0.0,1.0889237907475158,0.0908632184155872,-0.1905026277534156,1.2567479713393497,1.0,1.0,1.0,1.0,0.0
U56,BAND03,Q,ROT,FPORT,50.0,200,0.0,0.0,1.0515451765052644,0.08748012164094865,-0.19078947476338154,1.2567479713393497,1.0,1.0,1.0,1.0,0.0
U56,BAND03,Q,ROTP,CANON,0.0,200,0.0,0.0,1.0433862351669567,0.08842384900826716,-0.19894606966166545,1.2612913081347812,1.0,1.0,1.0,0.745,0.0
U56,BAND03,Q,ROTP,CANON,5.0,200,0.0,0.0,1.0360784402061929,0.08774615956732568,-0.19894606966166561,1.2612913081347812,1.0,1.0,1.0,0.745,0.0
U56,BAND03,Q,ROTP,CANON,10.0,200,0.0,0.0,1.0287471880620291,0.08706412274561004,-0.19894606966166556,1.2612913081347812,1.0,1.0,1.0,0.745,0.0
