panel,n,bps,set,f1,pick5,f5,S0,S1,S5,SM,SC,d1,d5,d51,S0_CAGR,S1_CAGR,S5_CAGR,SC_CAGR,S0_DD,S1_DD,S5_DD,SC_DD,S0_4b,S1_4b,S5_4b,SC_4b,S0_4a,S1_4a,S5_4a,v1_Sharpe,v1_CAGR,v1_DD,spy_Sharpe,spy_CAGR,spy_DD
u56,20,10.0,TLT+DBC+UUP,0.5,IEF+LQD+UNG,0.5,1.1676752607259366,1.2116706897980847,0.8937024147410073,0.9916857065955342,1.16642233114057,0.04399542907214804,-0.2739728459849293,-0.31796827505707737,0.16638958865609754,0.10387498783332605,0.08262585253215704,0.08248726512682203,-0.22210408719864594,-0.13008352191083417,-0.151981689950468,-0.11584555314226741,DD,CAGR,"H2,CAGR",CAGR,DD,-,DD,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,20,10.0,TLT+GLD+DBC,0.2,IEF+LQD+UNG,0.5,1.1676752607259366,1.1934832792588608,0.8937024147410073,1.1220482238513558,1.167248333816834,0.025808018532924137,-0.2739728459849293,-0.29978086451785346,0.16638958865609754,0.14770512919306622,0.08262585253215704,0.13271027129651625,-0.22210408719864594,-0.18829270109983676,-0.151981689950468,-0.18071925404636513,DD,-,"H2,CAGR",-,DD,DD,DD,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,20,10.0,TLT+GLD+SHY,0.5,IEF+LQD+UNG,0.5,1.1676752607259366,1.053273401580832,0.8937024147410073,1.0187986375899907,1.16642233114057,-0.11440185914510459,-0.2739728459849293,-0.15957098683982474,0.16638958865609754,0.08535834469959713,0.08262585253215704,0.08248726512682203,-0.22210408719864594,-0.15743041600902608,-0.151981689950468,-0.11584555314226741,DD,"H2,CAGR","H2,CAGR",CAGR,DD,DD,DD,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,20,25.0,TLT+GLD+DBC+UUP,0.2,IEF+LQD+SLV+UNG,0.5,1.0721876011978528,1.088047203900846,0.7460782842030097,0.9995409713885653,1.0714311836578059,0.015859602702993136,-0.32610931699484313,-0.34196891969783627,0.15087237124064035,0.12959466110422024,0.06912377631341737,0.12060212941513027,-0.22340270136729112,-0.18711276186315529,-0.18753931696506276,-0.18181264934080055,DD,-,"H2,OOS,CAGR",-,DD,DD,DD,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,20,25.0,TLT+GLD+UUP,0.5,IEF+LQD+UNG,0.5,1.0721876011978528,1.0931997743121236,0.7452613755747307,0.8384670637824634,1.0698847732727683,0.021012173114270727,-0.3269262256231221,-0.34793839873739285,0.15087237124064035,0.08988091438644807,0.06769872935172838,0.07518992190062268,-0.22340270136729112,-0.12369268846002535,-0.1688968460048491,-0.11658658822817614,DD,CAGR,"H2,OOS,CAGR",CAGR,DD,-,DD,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,20,25.0,GLD+DBC+UUP,0.1,IEF+LQD+TLT,0.5,1.0721876011978528,1.0811350843691776,0.7580480177248123,1.0332619009450223,1.0718420459802611,0.008947483171324766,-0.3141395834730405,-0.32308706664436526,0.15087237124064035,0.14109374023170917,0.0676264498758945,0.13574398587653014,-0.22340270136729112,-0.2089593234678523,-0.1799916262911786,-0.20279376859967735,DD,DD,"H2,OOS,CAGR",DD,DD,DD,DD,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,20,25.0,SPY+EFA+EEM+TLT+GLD+DBC,0.1,IEF+LQD+SLV+TIP+UNG+UUP,0.5,1.0721876011978528,1.0570932725971647,0.8942815892458886,1.0393163025828696,1.0718420459802611,-0.015094328600688156,-0.1779060119519642,-0.16281168335127605,0.15087237124064035,0.14150631171120498,0.07304710227722833,0.13574398587653014,-0.22340270136729112,-0.21540771269139747,-0.13432237013293125,-0.20279376859967735,DD,DD,"H2,CAGR",DD,DD,DD,-,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,20,25.0,SPY+TLT+GLD,0.5,IEF+LQD+UNG,0.5,1.0721876011978528,1.035959406159315,0.7452613755747307,0.8812682347173163,1.0698847732727683,-0.036228195038537914,-0.3269262256231221,-0.2906980305845842,0.15087237124064035,0.10315449729131121,0.06769872935172838,0.07518992190062268,-0.22340270136729112,-0.17492668477565987,-0.1688968460048491,-0.11658658822817614,DD,CAGR,"H2,OOS,CAGR",CAGR,DD,DD,DD,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,20,25.0,TLT+DBC+UUP,0.2,IEF+LQD+UNG,0.5,1.0721876011978528,1.073868992413168,0.7452613755747307,1.01021299335731,1.0714311836578059,0.0016813912153150756,-0.3269262256231221,-0.3286076168384372,0.15087237124064035,0.1277543668149994,0.06769872935172838,0.12060212941513027,-0.22340270136729112,-0.1879417651916928,-0.1688968460048491,-0.18181264934080055,DD,-,"H2,OOS,CAGR",-,DD,DD,DD,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,20,25.0,TLT+GLD+DBC,0.2,IEF+LQD+UNG,0.5,1.0721876011978528,1.0829279712290247,0.7452613755747307,1.011683502983153,1.0714311836578059,0.010740370031171897,-0.3269262256231221,-0.337666595654294,0.15087237124064035,0.1323780931954106,0.06769872935172838,0.12060212941513027,-0.22340270136729112,-0.18949290883093883,-0.1688968460048491,-0.18181264934080055,DD,-,"H2,OOS,CAGR",-,DD,DD,DD,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,20,25.0,TLT+GLD+SHY,0.1,IEF+LQD+UNG,0.5,1.0721876011978528,1.0458034834976018,0.7452613755747307,1.041324732416921,1.0718420459802611,-0.026384117700251064,-0.3269262256231221,-0.30054210792287106,0.15087237124064035,0.13333674084680736,0.06769872935172838,0.13574398587653014,-0.22340270136729112,-0.19860205622606286,-0.1688968460048491,-0.20279376859967735,DD,-,"H2,OOS,CAGR",DD,DD,DD,DD,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,10.0,TLT+GLD+DBC+UUP,0.5,IEF+LQD+SLV+UNG,0.5,1.1503321563698075,1.3055075095161115,0.8677102205030194,0.9219870576646191,1.1500919958101459,0.15517535314630404,-0.2826219358667881,-0.4377972890130921,0.14209368225074392,0.0970085423780187,0.07388268566451495,0.07054696990909615,-0.21562651640970665,-0.12403836136417046,-0.15814829409544406,-0.11212321957132942,DD,CAGR,"H2,OOS,CAGR",CAGR,DD,-,DD,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,10.0,TLT+GLD+UUP,0.5,IEF+LQD+UNG,0.5,1.1503321563698075,1.2886752214394135,0.8668410773916188,0.936581299673118,1.1500919958101459,0.13834306506960603,-0.2834910789781887,-0.42183414404779473,0.14209368225074392,0.09139207751501166,0.07206257725810428,0.07054696990909615,-0.21562651640970665,-0.11589426236936284,-0.14800271423021727,-0.11212321957132942,DD,CAGR,"H2,OOS,CAGR",CAGR,DD,-,DD,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,10.0,GLD+DBC+UUP,0.2,IEF+LQD+TLT,0.5,1.1503321563698075,1.2277916766911794,0.8767841936403561,1.0942352018557933,1.1503084873975469,0.07745952032137193,-0.27354796272945137,-0.3510074830508233,0.14209368225074392,0.12837173833154236,0.07152267045767458,0.11338983075252917,-0.21562651640970665,-0.17968322410991178,-0.17391854047127198,-0.1752370937580583,DD,-,"H2,OOS,CAGR",-,DD,DD,DD,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,10.0,SPY+EFA+EEM+TLT+GLD+DBC,0.1,IEF+LQD+SLV+TIP+UNG+UUP,0.5,1.1503321563698075,1.1512411319560865,1.0363876499262794,1.1353973600262333,1.1503338465885984,0.0009089755862790039,-0.11394450644352805,-0.11485348202980705,0.14209368225074392,0.1365479838100232,0.07552318560752824,0.12773083197701718,-0.21562651640970665,-0.20432412634656716,-0.12823504625781235,-0.1955984762861841,DD,DD,CAGR,-,DD,DD,-,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,10.0,SPY+TLT+GLD,0.5,IEF+LQD+UUP,0.5,1.1503321563698075,1.1576538908223546,1.0900106266472247,0.992150541526115,1.1500919958101459,0.007321734452547135,-0.060321529722582756,-0.06764326417512989,0.14209368225074392,0.10703902161216261,0.07668274276881304,0.07054696990909615,-0.21562651640970665,-0.15960438293368628,-0.11503200603056174,-0.11212321957132942,DD,CAGR,CAGR,CAGR,DD,DD,-,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,10.0,TLT+DBC+UUP,0.5,IEF+LQD+UNG,0.5,1.1503321563698075,1.2352990720974506,0.8668410773916188,0.9608613300125296,1.1500919958101459,0.08496691572764314,-0.2834910789781887,-0.36845799470583185,0.14209368225074392,0.09056069110168297,0.07206257725810428,0.07054696990909615,-0.21562651640970665,-0.12319293475760051,-0.14800271423021727,-0.11212321957132942,DD,CAGR,"H2,OOS,CAGR",CAGR,DD,-,DD,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,10.0,TLT+GLD+DBC,0.2,IEF+LQD+UUP,0.5,1.1503321563698075,1.2005546811967533,1.0900106266472247,1.1095275503754984,1.1503084873975469,0.05022252482694589,-0.060321529722582756,-0.11054405454952865,0.14209368225074392,0.12937945499405168,0.07668274276881304,0.11338983075252917,-0.21562651640970665,-0.17725590700038463,-0.11503200603056174,-0.1752370937580583,DD,-,CAGR,-,DD,DD,-,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,10.0,TLT+GLD+SHY,0.5,IEF+LQD+UUP,0.5,1.1503321563698075,1.0289066622315977,1.0900106266472247,0.9941501219952704,1.1500919958101459,-0.1214254941382098,-0.060321529722582756,0.06110396441562704,0.14209368225074392,0.0751736447263398,0.07668274276881304,0.07054696990909615,-0.21562651640970665,-0.1579333222922633,-0.11503200603056174,-0.11212321957132942,DD,"H2,CAGR",CAGR,CAGR,DD,DD,-,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,25.0,TLT+GLD+DBC+UUP,0.5,IEF+LQD+SLV+UNG,0.5,1.0934765013560466,1.187245488005965,0.7501063176518662,0.8161626363440633,1.0922308180001756,0.0937689866499185,-0.3433701837041804,-0.4371391703540989,0.13418662012755034,0.08761658163887498,0.06305359910473607,0.06677496577298792,-0.21649504883309356,-0.12508935793212406,-0.1668676482411252,-0.11263521758842232,DD,CAGR,"H2,OOS,CAGR",CAGR,DD,-,DD,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,25.0,TLT+GLD+UUP,0.5,IEF+LQD+UNG,0.5,1.0934765013560466,1.1665847684486457,0.7489388251258929,0.8331408347154967,1.0922308180001756,0.0731082670925991,-0.34453767623015363,-0.41764594332275273,0.13418662012755034,0.0821636446284304,0.06148457587856804,0.06677496577298792,-0.21649504883309356,-0.11691222527423573,-0.15459672664894109,-0.11263521758842232,DD,CAGR,"H2,OOS,CAGR",CAGR,DD,-,DD,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,25.0,GLD+DBC+UUP,0.2,IEF+LQD+TLT,0.5,1.0934765013560466,1.1553678764055222,0.7539089121138256,1.0210793716775497,1.0931296057764583,0.061891375049475617,-0.33956758924222097,-0.4014589642916966,0.13418662012755034,0.12001781682350554,0.06073379930501077,0.10718791429947205,-0.21649504883309356,-0.18079610112462097,-0.18228792128946947,-0.17597818551861044,DD,-,"H2,OOS,CAGR",CAGR,DD,DD,DD,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,25.0,SPY+EFA+EEM+TLT+GLD+DBC,0.1,IEF+LQD+SLV+TIP+UNG+UUP,0.5,1.0934765013560466,1.0902369245542811,0.9138457206095858,1.0714658436371807,1.0933319547976734,-0.0032395768017654536,-0.17963078074646077,-0.17639120394469532,0.13418662012755034,0.12844336989197735,0.06603001296019051,0.12068582115024173,-0.21649504883309356,-0.20522841991891994,-0.12925765046820303,-0.19640538459991463,DD,DD,"H2,CAGR",-,DD,DD,-,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,25.0,SPY+TLT+GLD,0.5,IEF+LQD+UUP,0.5,1.0934765013560466,1.0664879166382428,0.9635942522794316,0.8855895411069299,1.0922308180001756,-0.026988584717803743,-0.12988224907661494,-0.1028936643588112,0.13418662012755034,0.09784903756159657,0.06725057381367883,0.06677496577298792,-0.21649504883309356,-0.1693721363523233,-0.11607185296557831,-0.11263521758842232,DD,CAGR,CAGR,CAGR,DD,DD,-,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,25.0,TLT+DBC+UUP,0.2,IEF+LQD+UNG,0.5,1.0934765013560466,1.1165335449242872,0.7489388251258929,1.0348665880955887,1.0931296057764583,0.023057043568240676,-0.34453767623015363,-0.3675947197983943,0.13418662012755034,0.11478684373472214,0.06148457587856804,0.10718791429947205,-0.21649504883309356,-0.17623915930584166,-0.15459672664894109,-0.17597818551861044,DD,-,"H2,OOS,CAGR",CAGR,DD,DD,DD,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,25.0,TLT+GLD+DBC,0.2,IEF+LQD+UUP,0.5,1.0934765013560466,1.1262270910788814,0.9635942522794316,1.036773885262743,1.0931296057764583,0.032750589722834844,-0.12988224907661494,-0.16263283879944979,0.13418662012755034,0.12050276410690541,0.06725057381367883,0.10718791429947205,-0.21649504883309356,-0.177961184971985,-0.11607185296557831,-0.17597818551861044,DD,-,CAGR,CAGR,DD,DD,-,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,40,25.0,TLT+GLD+SHY,0.5,IEF+LQD+UUP,0.5,1.0934765013560466,0.92694681676161,0.9635942522794316,0.8861334427238082,1.0922308180001756,-0.16652968459443662,-0.12988224907661494,0.03664743551782168,0.13418662012755034,0.06723584884585909,0.06725057381367883,0.06677496577298792,-0.21649504883309356,-0.16510692858855436,-0.11607185296557831,-0.11263521758842232,DD,"H2,CAGR",CAGR,CAGR,DD,DD,-,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.8820107671822842,0.15450717694493266,-0.33717235283398284
