book,family,parent,cad,phase,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,IS_Sharpe,Sharpe,CAGR,MaxDD,H1,H2,turnover,fail4a,fail4b
SMALL439,SMALL,SMALL,2W,0,0.5784234462723639,0.09047091797752294,-0.27270159186759413,0.4978266017179058,0.549032884124979,0.08194874408823005,-0.27270159186759435,0.6752144350757507,0.4469540487688705,14.435473037074674,H1,"H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,2W,1,0.4454791941029438,0.06610407545137664,-0.3337738216535061,0.5665218607435305,0.4866990400034244,0.07117584707220304,-0.33377382165350655,0.6771447789156438,0.33520310668672776,14.435113850746182,"H1,H2","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,6W,0,0.4059905153747035,0.05969191590663092,-0.3949571667566285,0.7609303193189481,0.5274966702627722,0.08022495197780555,-0.3949571667566296,0.8251626909324141,0.29438705754115346,7.77085536766646,"H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,6W,1,0.25248687237362255,0.029971782775319866,-0.35880647446740455,0.6065261050397265,0.3757740831173925,0.05207407959518617,-0.35880647446740443,0.755801942222189,0.06791219446312478,7.855195242817708,H2,"H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,6W,2,0.38542896871028076,0.05456122652585438,-0.42392340912938586,0.5405658992209282,0.44037416929794737,0.06318211674813612,-0.4239234091293864,0.6860404972069053,0.23596988677671749,7.865774177121334,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,6W,3,0.38908039283772533,0.05659466818683434,-0.3638078801570762,0.6326810189214398,0.4726647731470291,0.07027187225286635,-0.3638078801570769,0.6857664235558673,0.30681129947805885,7.820912453670647,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,6W,4,0.566463678743869,0.09080325375655862,-0.3365431944431815,0.6093099261362274,0.5800848406415521,0.08958982271753357,-0.3365431944431805,0.667748775868316,0.5142604301282817,7.803629696761074,H1,"H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,6W,5,0.5228011248260893,0.08169955031794318,-0.35513826429343864,0.7482292032222754,0.6010435235337692,0.09347391354975665,-0.35513826429343776,0.8101883680581938,0.43315305145410143,7.941740128854629,-,"H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,8W,0,0.35046191695955276,0.04892890753441148,-0.4152543499742908,0.7346185972399607,0.4829599414936991,0.07209487947674886,-0.41525434997429045,0.8256621742753983,0.20888251213674985,6.394585912165419,"H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,8W,1,0.379365023854293,0.054969917926937395,-0.3904109372423802,0.7431471625452282,0.5037785220699663,0.07650846080785145,-0.3904109372423813,0.8283181877872362,0.2517291441761941,6.538264073559714,"H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,8W,2,0.49873558410317137,0.0785959249006909,-0.3769354519080097,0.48263654171185016,0.49179007218209075,0.07382244397560966,-0.37693545190800914,0.5900133731492163,0.4207241472906136,6.547639915541335,"H1,DD","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,8W,3,0.3421886954567341,0.04735994821563505,-0.354640760522015,0.473200705347743,0.3867969061246581,0.05406860650152656,-0.35464076052201554,0.5565521630740066,0.25255305899490865,6.570193896840009,"H1,H2","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,8W,4,0.5123300025511116,0.08029760488749393,-0.2614952163374805,0.5070861738412564,0.5093953252691796,0.07654876231582985,-0.2614952163374795,0.5401874379834914,0.48884581721551956,6.5914883355249065,H1,"H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,8W,5,0.43749720467467806,0.06634927424691517,-0.3603709060334611,0.5225517522862201,0.4664262106837216,0.06952593193586254,-0.3603709060334622,0.6699355332894396,0.3033474784793021,6.746959763835898,"H1,H2","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,8W,6,0.38360440140067487,0.05518699931868687,-0.38933137339933865,0.6680855606426531,0.48347464255845046,0.07232812351150009,-0.38933137339934,0.7700622341712439,0.2505973707886669,6.603577095666393,"H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,8W,7,0.4121493526206642,0.060360219051313724,-0.3928901614166487,0.741837992552191,0.5280417158612768,0.0802318721400952,-0.39289016141664823,0.8231796985615389,0.2867975388163361,6.535549202642986,"H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,10W,0,0.33152351381611894,0.04556324874452011,-0.440376747141478,0.5966596433926239,0.42161263316872866,0.060830815849086006,-0.44037674714147723,0.6071594351896291,0.2808939918260473,5.557388620864076,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,10W,1,0.3696868794827235,0.05257190145132262,-0.3768486739152068,0.3931559669829349,0.37742879928799256,0.05250484223357632,-0.3768486739152075,0.45386344300935644,0.3176821096456892,5.724109532379959,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,10W,2,0.42535033216494594,0.06377703445133309,-0.3981974417371964,0.6812826527814649,0.5144356413816785,0.07861401361793963,-0.39819744173719684,0.7277112765289405,0.3422908636365114,5.598053187475955,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,10W,3,0.29674263797795714,0.03865510792852467,-0.38960512880683784,0.700425311993289,0.43720295190564334,0.063962012436239,-0.3896051288068384,0.8058249449886736,0.13857030983653482,5.696542684109625,"H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,10W,4,0.39302080402348594,0.05708252427589233,-0.3760795639934613,0.6881387599982545,0.49606269556227195,0.07467338704894622,-0.37607956399346254,0.7614079440563281,0.2832427148581302,5.687801490774977,"H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,10W,5,0.47084505897502504,0.072115252894839,-0.3208131597257946,0.7986881840859523,0.5843725305142257,0.09092331924952846,-0.3208131597257946,0.7568143773339705,0.44980506780402935,5.6608886964518055,-,"H1,H2,OOS,DD,CAGR"
