n,q,rate_H1,rate_H2,rate_OOS,rate_DD,rate_CAGR,z_H1,z_H2,z_OOS,z_DD,z_CAGR,rate_4b,rate_4a
10,0.0,0.9166666666666666,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.75,0.5392734001047421,-0.2309945960510772,0.024067123564498923,-0.12609203660612733,0.6588111176046081,0.08333333333333333,0.0
10,0.05,1.0,0.3333333333333333,0.75,0.16666666666666666,1.0,0.7144066885406638,-0.12220000066598255,0.12074900485000238,-0.25915113398781453,0.9337295097696393,0.08333333333333333,0.0
10,0.1,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.9166666666666666,0.5105716323204912,-0.4974303802083116,-0.16362557449603934,-0.31463593879547136,0.5376129958547313,0.0,0.0
10,0.15,0.8333333333333334,0.5,0.5833333333333334,0.5,0.8333333333333334,0.5352121249451726,-0.2024210324701606,-0.013543014827281303,-0.10223362803168481,0.7007778726737751,0.25,0.0
10,0.2,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.5833333333333334,0.06407176697262656,-0.665837231574833,-0.5236392942022643,-0.27514132501022676,0.17524920022016455,0.08333333333333333,0.0
10,0.25,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.33388029603701264,-0.5787360385949966,-0.4115445453511614,-0.5343954907687758,0.3623443970268227,0.0,0.0
10,0.3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.07172508060348773,-0.5812047190841063,-0.3878814819092139,-0.25623425668283495,0.2077412343282169,0.08333333333333333,0.0
10,0.35,0.5833333333333334,0.0,0.16666666666666666,0.25,0.6666666666666666,0.2335666438277195,-0.6909540749853333,-0.44345725451963586,-0.16504312889450543,0.19097348454849639,0.0,0.0
10,0.4,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,-0.21080837976870376,-0.9309446838609281,-0.7608544784595385,-0.6081203142739353,-0.18005852301399464,0.08333333333333333,0.0
10,0.45,0.16666666666666666,0.0,0.0,0.16666666666666666,0.25,-0.47381072803692487,-0.7812072407547721,-0.6436752575301647,-0.46881511088116684,-0.21632312445323437,0.0,0.0
10,0.5,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.5,-0.39940082383691417,-0.6535335926620875,-0.46738290623531636,-0.8108822412140801,0.002930187770483811,0.0,0.0
10,0.55,0.3333333333333333,0.16666666666666666,0.25,0.0,0.4166666666666667,-0.31556336346157876,-0.9947261347031273,-0.8289266938510104,-0.6914727392356135,-0.20330930385513638,0.0,0.0
10,0.6,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,-0.4651129041129439,-1.0565486061360727,-0.861124090164666,-0.7963331682556474,-0.3709164604660668,0.08333333333333333,0.0
10,0.65,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.4166666666666667,-0.4797780776787833,-1.2803886554291084,-1.0482026100561839,-0.9027847440871856,-0.49134719255775794,0.0,0.0
10,0.7,0.0,0.08333333333333333,0.08333333333333333,0.0,0.25,-0.9759073496615012,-1.066877776830112,-1.0466902747016553,-0.8876800128033361,-0.6076698603877105,0.0,0.0
10,0.75,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.0,-0.9446513542340375,-1.6343293608595852,-1.5410324806332583,-1.2809626017875633,-0.919561374641244,0.0,0.0
10,0.8,0.0,0.0,0.0,0.0,0.08333333333333333,-1.2318619684487142,-1.6255116044002809,-1.6098300557567002,-1.0740001307873468,-1.0661534773399888,0.0,0.0
10,0.85,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,-0.9043114918956021,-1.5830595395114304,-1.3316670310839056,-1.1669417594883145,-0.8654324927221201,0.0,0.0
