panel,dial,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,best_OOS,worst_OOS,SPY,LIVE,beat_SPY,n
B136,BAND,0.08218176615034577,1.102492422568174,-0.14089065210913027,1.1387973952405153,1.0119644889246104,0.8820239235972316,1.1185082795688426,14,14
B136,CADENCE,0.07958721667248816,1.094081525962292,-0.13488359610833522,1.1451636796044993,0.8919955834468142,0.8820239235972316,1.1185082795688426,14,14
B136,GROSS,0.08369995595428673,1.1182505275805263,-0.12740557358059537,1.120433061341206,1.117411511463011,0.8820239235972316,1.1185082795688426,14,14
B136,N,0.08656793321004642,0.7854076719244689,-0.20163566022402812,0.8966232306346269,0.46668354109926097,0.8820239235972316,1.1185082795688426,4,14
B136,VOLCAP,0.061363607763182296,0.6779251187555003,-0.16964006257104253,0.7471319886235085,0.6284232725826556,0.8820239235972316,1.1185082795688426,0,14
U56,BAND,0.09014888612283076,1.1865888595471754,-0.1294177430174914,1.2768773617227605,1.122720983404662,0.872122672456382,1.2746660728287855,14,14
U56,CADENCE,0.09146441278743182,1.1732990746185956,-0.14894324836019449,1.2846599132741343,0.9749672037687711,0.872122672456382,1.2746660728287855,14,14
U56,GROSS,0.10019942784477819,1.2744384760834975,-0.1265635422869264,1.2757141719967524,1.2739575885086263,0.872122672456382,1.2746660728287855,14,14
U56,N,0.12047896597523435,1.0666454001603785,-0.18479658180713884,1.1126214498044968,0.6424153239883632,0.872122672456382,1.2746660728287855,13,14
U56,VOLCAP,0.1022472481594195,0.9528760553475213,-0.1723390391964785,1.0221106132352358,0.6611335759582961,0.872122672456382,1.2746660728287855,13,14
