panel,conv,n,underfill,saturated,duplicate_of,Sharpe,pass4b
U56,FIXED,5,0.0024479804161566705,False,,0.9779552268822402,False
U56,FIXED,10,0.025703794369645042,False,,0.9522717029850674,True
U56,FIXED,20,0.09547123623011015,False,,1.0917979074678539,True
U56,FIXED,30,0.1835985312117503,False,,1.1019238595997969,True
U56,FIXED,40,0.42472460220318237,False,,1.1052822626106913,False
U56,FIXED,60,1.0,True,,1.0964030295619998,False
U56,NORM,5,0.0024479804161566705,False,,0.948456717017825,False
U56,NORM,10,0.025703794369645042,False,,0.9619129081963081,True
U56,NORM,20,0.09547123623011015,False,,1.0682462554665675,True
U56,NORM,30,0.1835985312117503,False,,1.0553001783365341,True
U56,NORM,40,0.42472460220318237,False,,1.033298338086058,True
U56,NORM,60,1.0,True,,1.024533741780625,True
ETF36,FIXED,5,0.01346389228886169,False,,0.5104812416875409,False
ETF36,FIXED,10,0.08200734394124846,False,,0.6866582170028832,False
ETF36,FIXED,20,0.20563035495716034,False,,0.8127641433674964,False
ETF36,FIXED,30,0.7025703794369645,True,,0.7662468020786911,False
ETF36,FIXED,40,1.0,True,,0.7684558231653221,False
ETF36,FIXED,60,1.0,True,,0.7685136214708937,False
ETF36,NORM,5,0.01346389228886169,False,,0.5054211053146166,False
ETF36,NORM,10,0.08200734394124846,False,,0.6108566729678603,False
ETF36,NORM,20,0.20563035495716034,False,,0.6526788955000924,False
ETF36,NORM,30,0.7025703794369645,True,,0.5820184133089706,False
ETF36,NORM,40,1.0,True,,0.585863627182445,False
ETF36,NORM,60,1.0,True,40.0,0.585863627182445,False
ETF24,FIXED,5,0.08812729498164015,False,,0.576484230652231,False
ETF24,FIXED,10,0.15422276621787026,False,,0.6843441269702881,False
ETF24,FIXED,20,0.47613219094247244,False,,0.7574595154969961,False
ETF24,FIXED,30,1.0,True,,0.7529019103225694,False
ETF24,FIXED,40,1.0,True,,0.7528754317707678,False
ETF24,FIXED,60,1.0,True,,0.7528034650631411,False
ETF24,NORM,5,0.08812729498164015,False,,0.5956420746998936,False
ETF24,NORM,10,0.15422276621787026,False,,0.6708745323101314,False
ETF24,NORM,20,0.47613219094247244,False,,0.6879023629120898,False
ETF24,NORM,30,1.0,True,,0.6865893417816009,False
ETF24,NORM,40,1.0,True,30.0,0.6865893417816009,False
ETF24,NORM,60,1.0,True,30.0,0.6865893417816009,False
STK20,FIXED,5,0.03182374541003672,False,,1.0662931472298887,True
STK20,FIXED,10,0.15299877600979192,False,,1.298291902122335,True
STK20,FIXED,20,0.99265605875153,True,,1.3003381674869559,True
STK20,FIXED,30,1.0,True,,1.299581946467124,False
STK20,FIXED,40,1.0,True,,1.2991540330485758,False
STK20,FIXED,60,1.0,True,,1.2986959724240803,False
STK20,NORM,5,0.03182374541003672,False,,1.1290964630617832,True
STK20,NORM,10,0.15299877600979192,False,,1.3444956304875053,True
STK20,NORM,20,0.99265605875153,True,,1.3408193251682126,True
STK20,NORM,30,1.0,True,20.0,1.3408193251682126,True
STK20,NORM,40,1.0,True,20.0,1.3408193251682126,True
STK20,NORM,60,1.0,True,20.0,1.3408193251682126,True
B136,FIXED,5,0.0012239902080783353,False,,0.8425992830003888,False
B136,FIXED,10,0.006119951040391677,False,,0.8692243525295696,False
B136,FIXED,20,0.012239902080783354,False,,0.935991030753547,False
B136,FIXED,30,0.02447980416156671,False,,0.9611984914921277,False
B136,FIXED,40,0.056303549571603426,False,,0.9954532930143527,True
B136,FIXED,60,0.11260709914320685,False,,1.0086358661765682,True
B136,NORM,5,0.0012239902080783353,False,,0.8388292267442166,False
B136,NORM,10,0.006119951040391677,False,,0.8699920214635618,False
B136,NORM,20,0.012239902080783354,False,,0.92998316570857,False
B136,NORM,30,0.02447980416156671,False,,0.953305576968179,False
B136,NORM,40,0.056303549571603426,False,,0.9930541659680219,True
B136,NORM,60,0.11260709914320685,False,,1.0003362310132644,True
BSTK100,FIXED,5,0.006119951040391677,False,,0.829267679689204,False
BSTK100,FIXED,10,0.006119951040391677,False,,0.8759927098506007,False
BSTK100,FIXED,20,0.01591187270501836,False,,0.9772021760328579,False
BSTK100,FIXED,30,0.04895960832313342,False,,1.012384725052398,True
BSTK100,FIXED,40,0.08445532435740515,False,,1.034574287440427,True
BSTK100,FIXED,60,0.23133414932680538,False,,1.1078200697367384,True
BSTK100,NORM,5,0.006119951040391677,False,,0.8016805153572606,False
BSTK100,NORM,10,0.006119951040391677,False,,0.8581486134988456,False
BSTK100,NORM,20,0.01591187270501836,False,,0.9436680690152948,False
BSTK100,NORM,30,0.04895960832313342,False,,0.9833616077113877,False
BSTK100,NORM,40,0.08445532435740515,False,,1.0040519100318173,False
BSTK100,NORM,60,0.23133414932680538,False,,1.043300852165039,False
SMALL,FIXED,5,0.004895960832313341,False,,0.3171886802446594,False
SMALL,FIXED,10,0.0073439412484700125,False,,0.4778265580904352,False
SMALL,FIXED,20,0.009791921664626682,False,,0.4628646711511531,False
SMALL,FIXED,30,0.01591187270501836,False,,0.413077889756848,False
SMALL,FIXED,40,0.030599755201958383,False,,0.4167028210776765,False
SMALL,FIXED,60,0.07099143206854346,False,,0.4001090075880331,False
SMALL,NORM,5,0.004895960832313341,False,,0.32052554163254543,False
SMALL,NORM,10,0.0073439412484700125,False,,0.4773220958327365,False
SMALL,NORM,20,0.009791921664626682,False,,0.44991579434596285,False
SMALL,NORM,30,0.01591187270501836,False,,0.4014993830454783,False
SMALL,NORM,40,0.030599755201958383,False,,0.4100991370769386,False
SMALL,NORM,60,0.07099143206854346,False,,0.4190356546408278,False
