panel,rung,gross,family,arm,level,q_used,depth,cadence,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,CAGR_margin,DD_margin,p4a,p4b,fail4b,on_share,mean_mult
U56,0,,ref,RULES v2 (live),,,,-,0.08852950361247114,1.2306462622986376,-0.12029812615148339,1.2511233124662855,1.2157854547481275,1.129947080577894,0.097307362439361,1.3095985770043688,-0.12029812615148383,-0.018066811293495078,0.08200528554890618,False,False,CAGR,,1.0
U56,0,,ref,RULES v1,,,,-,0.0899230928204462,0.8948880940589614,-0.13594394240496122,0.8773917061188327,0.9148968978097718,0.7847264314088308,0.10442384778230118,0.9780477105237235,-0.135943942404961,-0.016673222085520023,0.06635946929542835,False,False,"H1,CAGR",,1.0
U56,0,,ref,SPY,,,,-,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.9566200326036914,0.834015937642442,0.8986374811215905,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.04568413495969981,-0.13486894113359305,False,False,"H1,H2,OOS,DD",,1.0
U56,0,0.75,control,NOGATE g0.75,,,0.0,-,0.11314831389325475,1.1321362346444486,-0.15769540293383966,1.1502926877747832,1.1189906484817445,1.0530336720591569,0.12264409917161023,1.194763825348269,-0.15769540293383966,0.006551998987288532,0.04460800876654991,False,True,-,,1.0
U56,0,0.75,QUANT,QUANT q0.07 d0.25 D g0.75,0.07,0.07,0.25,D,0.1119323052107355,1.1223834730784221,-0.15769540293383966,1.1502926877747832,1.1003019288819498,1.0530336720591569,0.12040665864655975,1.1773950037117074,-0.15769540293383966,0.005335990304769278,0.04460800876654991,False,True,-,0.0022527596305474207,0.9994368100923632
U56,0,0.75,ABSMATCH,ABSMATCH B'0.107 (q0.07) d0.25 D g0.75,0.07,0.07,0.25,D,0.1119323052107355,1.1223834730784221,-0.15769540293383966,1.1502926877747832,1.1003019288819498,1.0530336720591569,0.12040665864655975,1.1773950037117074,-0.15769540293383966,0.005335990304769278,0.04460800876654991,False,True,-,0.0022527596305474207,0.9994368100923632
U56,0,0.75,QUANT,QUANT q0.12 d0.25 D g0.75,0.12,0.12,0.25,D,0.11329112178666567,1.1561245155459596,-0.14564211206946764,1.1502926877747832,1.1627417978698527,1.0530336720591569,0.12290699629950796,1.2402771673961461,-0.14564211206946753,0.006694806880699455,0.056661299630921924,False,True,-,0.032439738679882854,0.9918900653300293
U56,0,0.75,ABSMATCH,ABSMATCH B'0.196 (q0.12) d0.25 D g0.75,0.12,0.12,0.25,D,0.11263419289379595,1.1437615226552442,-0.15769540293383988,1.1591375451261001,1.1323367669883708,1.0611886164544768,0.12180483094365768,1.209585648347065,-0.15769540293383955,0.006037877987829732,0.04460800876654969,False,True,-,0.029961703086280694,0.9925095742284298
U56,0,0.75,QUANT,QUANT q0.17 d0.25 D g0.75,0.17,0.17,0.25,D,0.113434347896056,1.1672392454194371,-0.14973805279277796,1.1373477585172576,1.1961724520753672,1.0386128485250958,0.12481368258208492,1.2732342319140812,-0.14973805279277774,0.006838032990089782,0.0525653589076116,False,True,-,0.052038747465645414,0.9869903131335886
U56,0,0.75,ABSMATCH,ABSMATCH B'0.250 (q0.17) d0.25 D g0.75,0.17,0.17,0.25,D,0.11144508523828911,1.14508482440085,-0.14564211206946753,1.1334019489960854,1.1576814550384564,1.0328664718167735,0.12258665782525768,1.235312659776347,-0.14564211206946776,0.004848770332322894,0.056661299630922035,False,True,-,0.04956071187204325,0.9876098220319892
