universe,sleeve,target_gross,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,CAGR_floor,DD_cap,4b
u56,S9,0.75,0.09518465138078214,1.0473126946306774,-0.1422637143400367,1.0388340622510364,1.0564140072549342,1.135143451184721,0.10659631490596622,-0.20230341170038957,False
u56,S9,0.85,0.10789448683212921,1.0474651778951696,-0.1604215870835458,1.0391532061003284,1.0564202501142004,1.1351518478336242,0.10659631490596622,-0.20230341170038957,True
u56,S9,1.0,0.12694243636319325,1.047672793489365,-0.18730143471965288,1.0396145132562746,1.0564058198914796,1.1351379119771483,0.10659631490596622,-0.20230341170038957,True
u56,S9,1.25,0.15860810556730942,1.0479584583936814,-0.2311527553479984,1.0403337272085627,1.056313584655482,1.1350388297805118,0.10659631490596622,-0.20230341170038957,False
u56,S4,0.75,0.0878891212675883,1.148625128395711,-0.1075718679148907,1.0984860976824977,1.1964846036428742,1.2359148822714772,0.10659631490596622,-0.20230341170038957,False
u56,S4,0.85,0.09972651923880549,1.1488120478701875,-0.1215176387795942,1.0987737663920005,1.196577089304626,1.23599609123869,0.10659631490596622,-0.20230341170038957,False
u56,S4,1.0,0.11752047563303591,1.149070517316317,-0.14225991402961424,1.099186292865067,1.1966911402647353,1.2360932450412454,0.10659631490596622,-0.20230341170038957,True
u56,S4,1.25,0.147257703135367,1.1494453753160432,-0.17636261745871318,1.0998314396303028,1.1968126320003272,1.2361857218486336,0.10659631490596622,-0.20230341170038957,True
broad,S9,0.75,0.09848879684316647,0.9843715065299515,-0.15249055210618578,1.0832113016897547,0.8916124932610123,0.9800174173354694,0.10659833650201626,-0.20229571984435804,False
broad,S9,0.85,0.11156900861682462,0.984776607334985,-0.17187245137012774,1.0838968706781391,0.8918023676296485,0.9802099627719797,0.10659833650201626,-0.20229571984435804,True
broad,S9,1.0,0.13113519827217424,0.9853628880438419,-0.2005286602514459,1.0849055987261005,0.8920683980306767,0.9804762284803087,0.10659833650201626,-0.20229571984435804,True
broad,S9,1.25,0.16355551366224264,0.986274361323492,-0.24718122793683783,1.08653044172206,0.8924496050936191,0.9808445828963231,0.10659833650201626,-0.20229571984435804,False
broad,S4,0.75,0.09117382859090206,1.0620350558897242,-0.11821146074367683,1.1716853397018592,0.9600864773655912,1.0195641177314827,0.10659833650201626,-0.20229571984435804,False
broad,S4,0.85,0.10339745649818877,1.0624716507196097,-0.13347505662607762,1.172280207559607,0.9604098755827363,1.0198978571452288,0.10659833650201626,-0.20229571984435804,False
broad,S4,1.0,0.12174349486659075,1.0631058327844392,-0.15615055258009802,1.1731568822814156,0.9608723931706532,1.0203746481932119,0.10659833650201626,-0.20229571984435804,True
broad,S4,1.25,0.15232232816759672,1.0641116628459262,-0.19335638125013466,1.1745805005445475,0.9615876397596016,1.0211097639571804,0.10659833650201626,-0.20229571984435804,True
