panel,cost,n_IS_clear,pick,IS_Sharpe,IS_dd_pass,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD,spy_MaxDD,pass4a,pass4b,ddleg_pick,ddleg_OOS_Sharpe,ddleg_OOS_MaxDD,pick_ddok,ddok_OOS_Sharpe,ddok_OOS_MaxDD,ddok_OOS_CAGR
B136,0.0,17,lookback=126,1.3476871210316588,False,0.1801084778291655,1.1134825881089379,-0.2171561378410113,0.08210528304142972,1.1481353293632495,-0.12211398589281575,-0.3371595330739301,False,False,lookback=126,1.1134825881089379,-0.2171561378410113,,,,
B136,10.0,8,lookback=126,1.2534221908231469,False,0.16436418234618722,1.0299698503343362,-0.21788762314996846,0.07983337481604336,1.1185082795688426,-0.1224079386020801,-0.3371595330739301,False,False,lookback=126,1.0299698503343362,-0.21788762314996846,,,,
B136,25.0,7,band=0.1,1.1266544696865337,False,0.0821184324058164,1.0819164028040174,-0.14596685715103497,0.07643420182382155,1.0740236940215924,-0.12284879701089024,-0.3371595330739301,False,False,band=0.1,1.0819164028040174,-0.14596685715103497,,,,
SMALL439,0.0,37,n=20,0.9985236065020938,False,0.06740025087313972,0.5462529232871025,-0.2939286918652225,0.041475395516541,0.6085605273490259,-0.143074232303107,-0.3371725677562025,False,False,n=20,0.5462529232871025,-0.2939286918652225,volcap=0.25,0.31287130096980537,-0.27849996669420807,0.027750721350461083
SMALL439,10.0,29,n=20,0.8024796867225911,False,0.04078480155048014,0.36119908462614286,-0.3204283747990928,0.038484818390415176,0.5680478274897117,-0.14684660563541296,-0.3371725677562025,False,False,n=20,0.36119908462614286,-0.3204283747990928,cadence=M,0.6206906617517342,-0.16749728893162108,0.04375802430473219
SMALL439,25.0,17,cadence=M,0.7031370060960755,True,0.041050059574967435,0.585405355698531,-0.17096558741631251,0.03401470572468157,0.5072384595676979,-0.1524744887975954,-0.3371725677562025,False,False,cadence=M,0.585405355698531,-0.17096558741631251,cadence=M,0.585405355698531,-0.17096558741631251,0.041050059574967435
U56,0.0,4,nns=3,1.4765975112977594,False,0.3064300521467358,1.1039443281407322,-0.3448374326337724,0.09643460446429919,1.299203156776206,-0.12029815488357964,-0.3371725677562024,False,False,nns=3,1.1039443281407322,-0.3448374326337724,,,,
U56,10.0,4,nns=3,1.389931614775862,False,0.28229136356320916,1.0370484002528801,-0.34495020802748444,0.09447597045404743,1.2746660728287855,-0.12054945176473153,-0.3371725677562024,False,False,nns=3,1.0370484002528801,-0.34495020802748444,,,,
U56,25.0,1,cadence=M,1.0802483832657515,False,0.09343992449975658,1.198374098396158,-0.14407157910725021,0.09154436408796252,1.2378212747972102,-0.12092633917052875,-0.3371725677562024,False,False,nns=3,0.9363084384319108,-0.36548446997497364,,,,
