panel,family,form,dial,gross,Sharpe,H1,H2,CAGR,MaxDD,OOS_Sharpe,beats_base_halves,dd_ok_base,beats_spy_halves,oos_beats_spy,dd_ok_spy,cagr_ok_spy,pass4a,pass4b
U56,MA,DG,100.0,0.5,1.0417874921157,1.0896899719698356,0.9952892046387517,0.04573887959826184,-0.06465558059999255,1.0876210557920363,False,True,True,True,True,False,False,False
U56,MA,DG,150.0,0.5,1.1652157640300749,1.2296618907584311,1.1068218486977208,0.0529178907554082,-0.07665732163667838,1.194761404126325,False,True,True,True,True,False,False,False
U56,MA,DG,200.0,0.5,1.169251913024949,1.1855663677686925,1.157115691786341,0.05440965176893231,-0.08096497746483411,1.2598486840228291,False,True,True,True,True,False,False,False
U56,MA,DG,250.0,0.5,1.1826901224567876,1.1916729035731735,1.178794512527528,0.05599736366411401,-0.0784348987122977,1.281256824114104,False,True,True,True,True,False,False,False
U56,MA,DG,100.0,0.75,1.042215062850795,1.0907937404651016,0.9950649850836385,0.06866026630684852,-0.09614248846931406,1.087448323313957,False,True,True,True,True,False,False,False
U56,MA,DG,150.0,0.75,1.16537049836386,1.2306496399694429,1.1062453415754603,0.07962360777083344,-0.1138018480981614,1.1942908519415627,False,True,True,True,True,False,False,False
U56,MA,DG,200.0,0.75,1.1692475633783586,1.1861925989210094,1.1565728836758975,0.08187299221941369,-0.12011678946550997,1.2593786361905988,False,True,True,True,True,False,False,False
U56,MA,DG,250.0,0.75,1.182688530485444,1.1920956925626411,1.1784452829342331,0.08428769088081656,-0.11651234998998872,1.2809688985337224,False,True,True,True,True,False,False,False
U56,MA,DG,100.0,1.0,1.0425279431638879,1.0917907653798706,0.9947189497785841,0.09157756693873442,-0.12707610943984982,1.0871515200887416,False,False,True,True,True,False,False,False
U56,MA,DG,150.0,1.0,1.1654016936002602,1.2315220809069807,1.1055401380384777,0.10645156119347221,-0.1501609799834145,1.1936872803750775,False,False,True,True,True,True,False,True
U56,MA,DG,200.0,1.0,1.169109435744023,1.1866911788639514,1.15589276145773,0.10946213581931885,-0.15838544119726217,1.2587657248897015,False,False,True,True,True,True,False,True
U56,MA,DG,250.0,1.0,1.182547586838423,1.192380876334813,1.1779568536491494,0.11272359716834135,-0.15382670757413075,1.2805361515141538,False,False,True,True,True,True,False,True
U56,VOL,DG,0.35,0.5,1.1531919499212795,1.1856100543985466,1.1207421438783878,0.05678759031676894,-0.07434373286027285,1.239962765183477,False,True,True,True,True,False,False,False
U56,VOL,DG,0.45,0.5,1.1306022382211085,1.1449010735826648,1.117533549257596,0.06725244281156639,-0.1027451142640855,1.2163956788676702,False,True,True,True,True,False,False,False
U56,VOL,DG,0.6,0.5,1.1318587249443945,1.1587762331486227,1.1078174062844341,0.07687064669126142,-0.11430819535798076,1.1843000494536455,False,True,True,True,True,False,False,False
U56,VOL,DG,0.9,0.5,1.0982075567380092,1.1796816151157565,1.0276163492362962,0.08202217029209313,-0.13934882672538018,1.1028452126956514,False,False,True,True,True,False,False,False
U56,VOL,DG,0.35,0.75,1.1529975564687724,1.1860841740994972,1.1198819225006886,0.0854135966955325,-0.11026017243247765,1.2391623226849757,False,True,True,True,True,False,False,False
U56,VOL,DG,0.45,0.75,1.1304826532058605,1.1455786901261507,1.1166910281651914,0.10117341702358762,-0.1519168593319885,1.215468092593749,False,False,True,True,True,False,False,False
U56,VOL,DG,0.6,0.75,1.1322151852099525,1.159989603019791,1.1074440342431284,0.11573586747784104,-0.16883949412656596,1.1838042556266253,False,False,True,True,True,True,False,True
U56,VOL,DG,0.9,0.75,1.0988693871411799,1.1812674357659303,1.0276421454323745,0.12340791445350097,-0.20378624128628864,1.1026980562881532,False,False,True,True,False,True,False,False
U56,VOL,DG,0.35,1.0,1.1526418026790157,1.1864137061727302,1.1188438584781648,0.1141361856918075,-0.14537534379721806,1.2381812940753758,False,False,True,True,True,True,False,True
U56,VOL,DG,0.45,1.0,1.130165244100835,1.1460810863555209,1.1156339701114502,0.13519651755391293,-0.19963424841306288,1.2143160373398698,False,False,True,True,True,True,False,True
U56,VOL,DG,0.6,1.0,1.1323363540474483,1.1610012238381544,1.1068135768383036,0.15475626892688954,-0.2216341798357807,1.1830412916028903,False,False,True,True,False,True,False,False
U56,VOL,DG,0.9,1.0,1.0992752987173882,1.1826294314878805,1.0274050265134569,0.16487217290376455,-0.2648716755215643,1.1022738325772345,False,False,True,True,False,True,False,False
U56,BAND,DG,0.0,0.5,1.169251913024949,1.1855663677686925,1.157115691786341,0.05440965176893231,-0.08096497746483411,1.2598486840228291,False,True,True,True,True,False,False,False
U56,BAND,DG,0.03,0.5,1.2037660239448476,1.230199195268222,1.1834501599657083,0.057403262310617986,-0.08117569024040006,1.2822447604837504,False,True,True,True,True,False,False,False
U56,BAND,DG,0.06,0.5,1.141610854173505,1.1872622231887255,1.105266710791617,0.055381767978803786,-0.09083109787283195,1.2093835336601222,False,True,True,True,True,False,False,False
U56,BAND,DG,0.1,0.5,1.176265262777363,1.2502320092596793,1.1107642457047104,0.058417886002724684,-0.08316040581656436,1.2015393586728589,False,True,True,True,True,False,False,False
U56,BAND,DG,0.0,0.75,1.1692475633783586,1.1861925989210094,1.1565728836758975,0.08187299221941369,-0.12011678946550997,1.2593786361905988,False,True,True,True,True,False,False,False
U56,BAND,DG,0.03,0.75,1.2037308291391253,1.2308642464341355,1.1828431239271429,0.08644750633071019,-0.12054947359101975,1.2816876607860581,False,True,True,True,True,False,False,False
U56,BAND,DG,0.06,0.75,1.1414969926175582,1.188041018107311,1.104466732078939,0.08331128613867711,-0.13472540556334156,1.208592792625335,False,False,True,True,True,False,False,False
U56,BAND,DG,0.1,0.75,1.176236096271927,1.2508687817645865,1.1102163791869404,0.08795749971832456,-0.12347902693377844,1.2010100121397815,False,False,True,True,True,False,False,False
U56,BAND,DG,0.0,1.0,1.169109435744023,1.1866911788639514,1.15589276145773,0.10946213581931885,-0.15838544119726217,1.2587657248897015,False,False,True,True,True,True,False,True
U56,BAND,DG,0.03,1.0,1.2035536763611097,1.2313933820683174,1.1820923225070594,0.11567128721007824,-0.15910993717728794,1.280980913061307,False,False,True,True,True,True,False,True
U56,BAND,DG,0.06,1.0,1.1412371209695085,1.1886854240967315,1.1035188938623863,0.11134850942617014,-0.17760030447694908,1.2076441877180657,False,False,True,True,True,True,False,True
U56,BAND,DG,0.1,1.0,1.1760656022636276,1.2513622646300462,1.1095360279239277,0.11766454930257497,-0.162953275079455,1.2003402515212802,False,False,True,True,True,True,False,True
U56,BREADTH,DG,0.1,0.5,1.1869287901794723,1.1341818527095449,1.242778038897149,0.08101245135814916,-0.12186281853314296,1.3269460562093394,False,False,True,True,True,False,False,False
U56,BREADTH,DG,0.2,0.5,1.2571677211862045,1.1836011257680945,1.35999439003139,0.0790916572151561,-0.08520386486051823,1.4587716123113645,False,True,True,True,True,False,False,False
U56,BREADTH,DG,0.35,0.5,1.0673364290077845,1.014960678248331,1.165962924430868,0.061679035783677394,-0.10410253209993425,1.2777996681527843,False,True,True,True,True,False,False,False
U56,BREADTH,DG,0.5,0.5,0.8715860933724741,0.8185754988282168,0.9683706646625434,0.04384830674047113,-0.08792681257666868,1.1024854640691102,False,True,False,True,True,False,False,False
U56,BREADTH,DG,0.1,0.75,1.1870711271881558,1.1358524674617803,1.2411500355006027,0.12216572109462986,-0.1798659121798022,1.3251993829666795,False,False,True,True,True,True,False,True
U56,BREADTH,DG,0.2,0.75,1.257686913365292,1.1855598444151565,1.3587408043225198,0.11939843343220291,-0.12568104798771695,1.4576323588200237,False,False,True,True,True,True,False,True
U56,BREADTH,DG,0.35,0.75,1.0681958840186818,1.0171859495343525,1.1649729450825983,0.092665847748445,-0.15373533327816336,1.2769363040080337,False,False,True,True,True,False,False,False
U56,BREADTH,DG,0.5,0.75,0.872313958258273,0.8206630183741495,0.9671748620365755,0.06552631115142771,-0.12968243141754088,1.101400689173248,False,False,False,True,True,False,False,False
