famset,armsctl,menus,files,pooled_dS,t,ci_lo,ci_hi,quotable,neg_files,k_fam,spread_free,p_free,spread_blocked,p_blocked,informative_rows,log2arms_slope,fam_means
FULL5,NONE,6956,73,-0.01622867038622565,-3.071459886446856,-0.02748195224768847,-0.007161019938160677,True,36,5,0.04813995682982225,4.999750012499375e-05,0.026402911383148188,0.0008499575021248938,2625,,other=-0.0064; n=-0.0316; trim=-0.0537; gross=-0.0056; cadence=-0.0075
FULL5,Q4,6956,73,-0.01622867038622565,-3.071459886446856,-0.02748195224768847,-0.007161019938160677,True,36,5,0.04813995682982225,4.999750012499375e-05,0.028001963976949727,0.0005499725013749313,2340,,other=-0.0064; n=-0.0316; trim=-0.0537; gross=-0.0056; cadence=-0.0075
FULL5,FIXED4,6956,73,-0.01622867038622565,-3.071459886446856,-0.02748195224768847,-0.007161019938160677,True,36,5,0.04813995682982225,4.999750012499375e-05,0.02517403417782163,0.0014999250037498126,2010,,other=-0.0064; n=-0.0316; trim=-0.0537; gross=-0.0056; cadence=-0.0075
FULL5,LOG,6956,73,-0.01622867038622565,-3.071459886446856,-0.02748195224768847,-0.007161019938160677,True,36,5,0.038495873929191286,4.999750012499375e-05,0.031224665090761432,9.99950002499875e-05,2625,-0.007352680966688199,other=+0.0055; n=-0.0190; trim=-0.0330; gross=+0.0043; cadence=+0.0007
POOLED3,NONE,6956,73,-0.01622867038622565,-3.071459886446856,-0.02748195224768847,-0.007161019938160677,True,36,3,0.028249223376865938,4.999750012499375e-05,0.007156844193221861,4.999750012499375e-05,2625,,OTHER=-0.0064; SIZE=-0.0341; MONO=-0.0059
POOLED3,Q4,6956,73,-0.01622867038622565,-3.071459886446856,-0.02748195224768847,-0.007161019938160677,True,36,3,0.028249223376865938,4.999750012499375e-05,0.005808427738369463,0.00119994000299985,2340,,OTHER=-0.0064; SIZE=-0.0341; MONO=-0.0059
POOLED3,FIXED4,6956,73,-0.01622867038622565,-3.071459886446856,-0.02748195224768847,-0.007161019938160677,True,36,3,0.028249223376865938,4.999750012499375e-05,0.0005328218989637697,0.8290585470726464,2010,,OTHER=-0.0064; SIZE=-0.0341; MONO=-0.0059
POOLED3,LOG,6956,73,-0.01622867038622565,-3.071459886446856,-0.02748195224768847,-0.007161019938160677,True,36,3,0.02614332143263793,4.999750012499375e-05,0.009381317444651247,4.999750012499375e-05,2625,-0.007352680966688199,OTHER=+0.0055; SIZE=-0.0206; MONO=+0.0037
BINARY,NONE,6956,73,-0.01622867038622565,-3.071459886446856,-0.02748195224768847,-0.007161019938160677,True,36,2,0.024097986138390363,4.999750012499375e-05,0.009852132770525887,4.999750012499375e-05,1250,,rest=-0.0075; n=-0.0316
BINARY,Q4,6956,73,-0.01622867038622565,-3.071459886446856,-0.02748195224768847,-0.007161019938160677,True,36,2,0.024097986138390363,4.999750012499375e-05,0.007975176259340128,4.999750012499375e-05,1061,,rest=-0.0075; n=-0.0316
BINARY,FIXED4,6956,73,-0.01622867038622565,-3.071459886446856,-0.02748195224768847,-0.007161019938160677,True,36,2,0.024097986138390363,4.999750012499375e-05,0.003020270143001531,0.00034998250087495624,827,,rest=-0.0075; n=-0.0316
BINARY,LOG,6956,73,-0.01622867038622565,-3.071459886446856,-0.02748195224768847,-0.007161019938160677,True,36,2,0.022965321417200337,4.999750012499375e-05,0.011386651698295464,4.999750012499375e-05,1250,-0.007352680966688199,rest=+0.0039; n=-0.0190
