rule,hold,n,w_share,c_share,conc_med,share_gt1,null_conc_med,null_share_gt1,conc_full,conc_is,conc_oos,tax_pp
R_GATE,5,24,0.0,0.0,1.047262378665602,0.5,,,3.167542722823362,3.5162039969788914,3.077306864562006,0.0
R_GATE,21,24,0.2970222360655541,0.29478533144992886,0.9071295614293846,0.3888888888888889,,,2.1636622992209595,2.4090762148843083,1.602254721839938,1.514489525705226
R_GATE,63,24,0.3511504432014795,0.32500042958927566,1.013124517062332,0.5555555555555556,,,1.9463745097027925,1.778555874185441,1.9942122284154298,4.807804870762777
R_GATE,126,24,0.3165639378975358,0.33764432475992034,0.9426299695536119,0.42105263157894735,,,1.6207455014993308,1.8481019471363223,1.4210710958760504,0.6872834086682156
R_TOP2N,5,24,0.0,0.0,1.025370097133681,0.5,1.1138753429633985,0.5,3.3253084195154887,3.2783003010037506,3.34891967539757,0.0
R_TOP2N,21,24,0.2970222360655541,0.29478533144992886,0.9152330659247052,0.3888888888888889,1.0521463545366212,0.5833333333333334,1.8631727848117565,1.9874583525684437,1.6105924382112713,1.514489525705226
R_TOP2N,63,24,0.39703927290703167,0.3401570864416097,1.0162961713772587,0.6111111111111112,0.983387078041443,0.4489795918367347,1.6251936640161975,1.4189141593532804,1.541025925114541,4.807804870762777
R_TOP2N,126,24,0.43464735890825057,0.39788142157451556,0.9256073208502754,0.3333333333333333,0.9655485561183483,0.375,1.3158326763758312,1.2494976385254544,1.3119273171480283,0.6872834086682156
R_TOPN,5,24,0.0,0.0,1.1357991480573237,0.6363636363636364,1.1581835653649608,0.5625,1.5586589738945165,1.5741080165346508,1.532607132120038,0.0
R_TOPN,21,24,0.34071678051106213,0.30584017821015463,0.9465402532092271,0.3888888888888889,1.0201265367502854,0.5833333333333334,1.2336594245502144,1.2673260929569876,1.0345994674654566,1.514489525705226
R_TOPN,63,24,0.4912054077227175,0.48801803959444856,1.0264998463474522,0.5555555555555556,0.9885843462571918,0.4489795918367347,1.250065713468088,1.061629860025317,1.247957267301178,4.807804870762777
R_TOPN,126,24,0.5366853305058626,0.5452744087953909,0.9575526504105137,0.375,0.9729738435317479,0.390625,1.0834127615711338,1.0489819698408693,1.0673506530576287,0.6872834086682156
