file,date,cell,arm,panel,rung,n_arms,IS_Sharpe,OOS_Sharpe,IS_MaxDD,OOS_MaxDD,IS_CAGR,OOS_CAGR
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|5|0|True|-|False,control,n/a,5,9,1.0378683681880745,1.209064599224608,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|5|0|True|-|False,D15%/k0.00/high,n/a,5,9,1.0378683681880745,1.209064599224608,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|5|0|True|-|False,D15%/k0.25/high,n/a,5,9,1.0378683681880745,1.209064599224608,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|5|0|True|-|False,D15%/k0.50/high,n/a,5,9,1.0378683681880745,1.209064599224608,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|5|0|True|-|False,D15%/k0.75/high,n/a,5,9,1.0378683681880745,1.209064599224608,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|5|0|True|-|False,D15%/k0.00/recover,n/a,5,9,1.0378683681880745,1.209064599224608,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|5|0|True|-|False,D15%/k0.25/recover,n/a,5,9,1.0378683681880745,1.209064599224608,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|5|0|True|-|False,D15%/k0.50/recover,n/a,5,9,1.0378683681880745,1.209064599224608,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|5|0|True|-|False,D15%/k0.75/recover,n/a,5,9,1.0378683681880745,1.209064599224608,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|5|2|True|-|False,D12%/k0.50/high,n/a,5,4,1.0378683681880745,1.048908366138596,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|5|2|True|-|False,D12%/k0.75/high,n/a,5,4,1.0378683681880745,1.1591842627750228,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|5|2|True|-|False,D12%/k0.50/recover,n/a,5,4,1.0378683681880745,1.11560876187543,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|5|2|True|-|False,D12%/k0.75/recover,n/a,5,4,1.0378683681880745,1.1713629556481515,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|10|0|True|-|False,control,n/a,10,9,0.9928957406191272,1.169657001611733,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|10|0|True|-|False,D15%/k0.00/high,n/a,10,9,0.9928957406191272,1.169657001611733,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|10|0|True|-|False,D15%/k0.25/high,n/a,10,9,0.9928957406191272,1.169657001611733,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|10|0|True|-|False,D15%/k0.50/high,n/a,10,9,0.9928957406191272,1.169657001611733,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|10|0|True|-|False,D15%/k0.75/high,n/a,10,9,0.9928957406191272,1.169657001611733,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|10|0|True|-|False,D15%/k0.00/recover,n/a,10,9,0.9928957406191272,1.169657001611733,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|10|0|True|-|False,D15%/k0.25/recover,n/a,10,9,0.9928957406191272,1.169657001611733,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|10|0|True|-|False,D15%/k0.50/recover,n/a,10,9,0.9928957406191272,1.169657001611733,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|10|0|True|-|False,D15%/k0.75/recover,n/a,10,9,0.9928957406191272,1.169657001611733,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|10|2|True|-|False,D12%/k0.50/high,n/a,10,4,0.9928957406191272,1.0040640891124066,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|10|2|True|-|False,D12%/k0.75/high,n/a,10,4,0.9928957406191272,1.1193237961642977,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|10|2|True|-|False,D12%/k0.50/recover,n/a,10,4,0.9928957406191272,1.0757890883385397,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|10|2|True|-|False,D12%/k0.75/recover,n/a,10,4,0.9928957406191272,1.1319519909809548,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|25|1|False|H1,H2,OOS,CAGR|False",D15%/k0.00/high,n/a,25,13,0.857716367414093,0.4303220781918056,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|25|1|False|H1,H2,OOS,CAGR|False",D15%/k0.25/high,n/a,25,13,0.857716367414093,0.7958610656978665,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|25|1|False|H1,H2,OOS,CAGR|False",D15%/k0.00/recover,n/a,25,13,0.857716367414093,0.4303220781918056,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|25|7|False|H1,H2,OOS,CAGR|True",D6%/k0.25/high,n/a,25,4,0.3401468516206156,0.4757309195814553,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|25|7|False|H1,H2,OOS,CAGR|True",D8%/k0.50/high,n/a,25,4,0.6575920816432128,0.8777516899424155,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|25|7|False|H1,H2,OOS,CAGR|True",D8%/k0.25/recover,n/a,25,4,0.4845842838876618,0.5219231180328369,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|CAND20|25|7|False|H1,H2,OOS,CAGR|True",D10%/k0.50/recover,n/a,25,4,0.7248653840223989,0.8262125868530825,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|5|0|True|-|False,control,n/a,5,9,1.0113527012513717,1.1555508176025435,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|5|0|True|-|False,D15%/k0.00/high,n/a,5,9,1.0113527012513717,1.1555508176025435,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|5|0|True|-|False,D15%/k0.25/high,n/a,5,9,1.0113527012513717,1.1555508176025435,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|5|0|True|-|False,D15%/k0.50/high,n/a,5,9,1.0113527012513717,1.1555508176025435,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|5|0|True|-|False,D15%/k0.75/high,n/a,5,9,1.0113527012513717,1.1555508176025435,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|5|0|True|-|False,D15%/k0.00/recover,n/a,5,9,1.0113527012513717,1.1555508176025435,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|5|0|True|-|False,D15%/k0.25/recover,n/a,5,9,1.0113527012513717,1.1555508176025435,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|5|0|True|-|False,D15%/k0.50/recover,n/a,5,9,1.0113527012513717,1.1555508176025435,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|5|0|True|-|False,D15%/k0.75/recover,n/a,5,9,1.0113527012513717,1.1555508176025435,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|5|2|False|CAGR|False,D12%/k0.50/high,n/a,5,4,1.0113527012513717,0.955674510143717,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|5|2|False|CAGR|False,D12%/k0.75/high,n/a,5,4,1.0113527012513717,1.09857515886806,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|5|2|False|CAGR|False,D12%/k0.50/recover,n/a,5,4,1.0113527012513717,1.0423567091525514,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|5|2|False|CAGR|False,D12%/k0.75/recover,n/a,5,4,1.0113527012513717,1.1263079355404282,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|10|1|False|CAGR|False,D15%/k0.50/high,n/a,10,4,0.9696248694958356,0.99691709366289,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|10|1|False|CAGR|False,D15%/k0.75/high,n/a,10,4,0.9696248694958356,1.0871146153262157,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|10|1|False|CAGR|False,D15%/k0.50/recover,n/a,10,4,0.9696248694958356,1.053635176853554,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|10|1|False|CAGR|False,D15%/k0.75/recover,n/a,10,4,0.9696248694958356,1.1015061096767989,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|10|1|False|H2,OOS,CAGR|False",D12%/k0.00/high,n/a,10,5,0.9696248694958356,0.3724016557210047,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|10|1|False|H2,OOS,CAGR|False",D15%/k0.00/high,n/a,10,5,0.9696248694958356,0.6241537101983313,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|10|1|False|H2,OOS,CAGR|False",D15%/k0.25/high,n/a,10,5,0.9696248694958356,0.7970767835004651,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|10|1|False|H2,OOS,CAGR|False",D12%/k0.00/recover,n/a,10,5,0.9696248694958356,0.3724016557210047,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|10|1|False|H2,OOS,CAGR|False",D15%/k0.00/recover,n/a,10,5,0.9696248694958356,0.6241537101983313,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|25|1|False|H1,H2,OOS,CAGR|False",D15%/k0.00/high,n/a,25,14,0.8442489400047569,0.5474266260383691,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|25|1|False|H1,H2,OOS,CAGR|False",D15%/k0.25/high,n/a,25,14,0.8442489400047569,0.7036640941295084,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|25|1|False|H1,H2,OOS,CAGR|False",D15%/k0.50/high,n/a,25,14,0.8442489400047569,0.8757924070375717,,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,"2026-09-04_drawdown-control_C.grid.csv::universe.json(56)|EWall|25|1|False|H1,H2,OOS,CAGR|False",D15%/k0.00/recover,n/a,25,14,0.8442489400047569,0.5474266260383691,,,,
