channel,claim_set,d,d_td,label,n,pass4a_o,pass4a_n,flip4a,decay4a,birth4a,decay4a_rate,flip4a_rate,pass4a_v1_o,pass4a_v1_n,flip4a_v1,decay4a_v1,birth4a_v1,decay4a_v1_rate,flip4a_v1_rate,pass4b_o,pass4b_n,flip4b,decay4b,birth4b,decay4b_rate,flip4b_rate,pair,note
B,ALL,0,1,clean,848,57,57,2,1,1,0.017543859649122806,0.0023584905660377358,333,333,0,0,0,0.0,0.0,125,125,0,0,0,0.0,0.0,2026-09-03_fb20817->2026-09-03_0ede228,clean
B,BAND,0,1,clean,160,39,38,1,1,0,0.02564102564102564,0.00625,110,110,0,0,0,0.0,0.0,23,23,0,0,0,0.0,0.0,2026-09-03_fb20817->2026-09-03_0ede228,clean
B,CAND,0,1,clean,640,14,14,0,0,0,0.0,0.0,207,207,0,0,0,0.0,0.0,96,96,0,0,0,0.0,0.0,2026-09-03_fb20817->2026-09-03_0ede228,clean
B,FLAT,0,1,clean,48,4,5,1,0,1,0.0,0.020833333333333332,16,16,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-03_fb20817->2026-09-03_0ede228,clean
B,ALL,1,-1361,INDEX-BREAK,848,57,0,57,57,0,1.0,0.06721698113207547,333,342,59,25,34,0.07507507507507508,0.0695754716981132,125,154,81,26,55,0.208,0.09551886792452831,2026-09-03_fb20817->2026-09-04_c006b43,INDEX-BREAK
B,BAND,1,-1361,INDEX-BREAK,160,39,0,39,39,0,1.0,0.24375,110,97,13,13,0,0.11818181818181818,0.08125,23,30,15,4,11,0.17391304347826086,0.09375,2026-09-03_fb20817->2026-09-04_c006b43,INDEX-BREAK
B,CAND,1,-1361,INDEX-BREAK,640,14,0,14,14,0,1.0,0.021875,207,227,44,12,32,0.057971014492753624,0.06875,96,118,62,20,42,0.20833333333333334,0.096875,2026-09-03_fb20817->2026-09-04_c006b43,INDEX-BREAK
B,FLAT,1,-1361,INDEX-BREAK,48,4,0,4,4,0,1.0,0.08333333333333333,16,18,2,0,2,0.0,0.041666666666666664,6,6,4,2,2,0.3333333333333333,0.08333333333333333,2026-09-03_fb20817->2026-09-04_c006b43,INDEX-BREAK
B,ALL,1,-1360,INDEX-BREAK,848,57,0,57,57,0,1.0,0.06721698113207547,333,340,57,25,32,0.07507507507507508,0.06721698113207547,125,155,80,25,55,0.2,0.09433962264150944,2026-09-03_fb20817->2026-09-04_50585c8,INDEX-BREAK
B,BAND,1,-1360,INDEX-BREAK,160,39,0,39,39,0,1.0,0.24375,110,97,13,13,0,0.11818181818181818,0.08125,23,30,15,4,11,0.17391304347826086,0.09375,2026-09-03_fb20817->2026-09-04_50585c8,INDEX-BREAK
B,CAND,1,-1360,INDEX-BREAK,640,14,0,14,14,0,1.0,0.021875,207,225,42,12,30,0.057971014492753624,0.065625,96,119,61,19,42,0.19791666666666666,0.0953125,2026-09-03_fb20817->2026-09-04_50585c8,INDEX-BREAK
B,FLAT,1,-1360,INDEX-BREAK,48,4,0,4,4,0,1.0,0.08333333333333333,16,18,2,0,2,0.0,0.041666666666666664,6,6,4,2,2,0.3333333333333333,0.08333333333333333,2026-09-03_fb20817->2026-09-04_50585c8,INDEX-BREAK
B,ALL,4,-1360,INDEX-BREAK,848,57,0,57,57,0,1.0,0.06721698113207547,333,342,59,25,34,0.07507507507507508,0.0695754716981132,125,155,80,25,55,0.2,0.09433962264150944,2026-09-03_fb20817->2026-09-07_f138ee9,INDEX-BREAK
B,BAND,4,-1360,INDEX-BREAK,160,39,0,39,39,0,1.0,0.24375,110,97,13,13,0,0.11818181818181818,0.08125,23,30,15,4,11,0.17391304347826086,0.09375,2026-09-03_fb20817->2026-09-07_f138ee9,INDEX-BREAK
B,CAND,4,-1360,INDEX-BREAK,640,14,0,14,14,0,1.0,0.021875,207,227,44,12,32,0.057971014492753624,0.06875,96,119,61,19,42,0.19791666666666666,0.0953125,2026-09-03_fb20817->2026-09-07_f138ee9,INDEX-BREAK
B,FLAT,4,-1360,INDEX-BREAK,48,4,0,4,4,0,1.0,0.08333333333333333,16,18,2,0,2,0.0,0.041666666666666664,6,6,4,2,2,0.3333333333333333,0.08333333333333333,2026-09-03_fb20817->2026-09-07_f138ee9,INDEX-BREAK
B,ALL,5,-1359,INDEX-BREAK,848,57,0,57,57,0,1.0,0.06721698113207547,333,340,57,25,32,0.07507507507507508,0.06721698113207547,125,155,80,25,55,0.2,0.09433962264150944,2026-09-03_fb20817->2026-09-08_9ee888f,INDEX-BREAK
B,BAND,5,-1359,INDEX-BREAK,160,39,0,39,39,0,1.0,0.24375,110,97,13,13,0,0.11818181818181818,0.08125,23,30,15,4,11,0.17391304347826086,0.09375,2026-09-03_fb20817->2026-09-08_9ee888f,INDEX-BREAK
B,CAND,5,-1359,INDEX-BREAK,640,14,0,14,14,0,1.0,0.021875,207,225,42,12,30,0.057971014492753624,0.065625,96,119,61,19,42,0.19791666666666666,0.0953125,2026-09-03_fb20817->2026-09-08_9ee888f,INDEX-BREAK
B,FLAT,5,-1359,INDEX-BREAK,48,4,0,4,4,0,1.0,0.08333333333333333,16,18,2,0,2,0.0,0.041666666666666664,6,6,4,2,2,0.3333333333333333,0.08333333333333333,2026-09-03_fb20817->2026-09-08_9ee888f,INDEX-BREAK
B,ALL,6,-1358,INDEX-BREAK,848,57,0,57,57,0,1.0,0.06721698113207547,333,342,59,25,34,0.07507507507507508,0.0695754716981132,125,156,81,25,56,0.2,0.09551886792452831,2026-09-03_fb20817->2026-09-09_7a93b07,INDEX-BREAK
B,BAND,6,-1358,INDEX-BREAK,160,39,0,39,39,0,1.0,0.24375,110,97,13,13,0,0.11818181818181818,0.08125,23,30,15,4,11,0.17391304347826086,0.09375,2026-09-03_fb20817->2026-09-09_7a93b07,INDEX-BREAK
B,CAND,6,-1358,INDEX-BREAK,640,14,0,14,14,0,1.0,0.021875,207,227,44,12,32,0.057971014492753624,0.06875,96,120,62,19,43,0.19791666666666666,0.096875,2026-09-03_fb20817->2026-09-09_7a93b07,INDEX-BREAK
B,FLAT,6,-1358,INDEX-BREAK,48,4,0,4,4,0,1.0,0.08333333333333333,16,18,2,0,2,0.0,0.041666666666666664,6,6,4,2,2,0.3333333333333333,0.08333333333333333,2026-09-03_fb20817->2026-09-09_7a93b07,INDEX-BREAK
B,ALL,7,-1357,INDEX-BREAK,848,57,0,57,57,0,1.0,0.06721698113207547,333,342,59,25,34,0.07507507507507508,0.0695754716981132,125,157,80,24,56,0.192,0.09433962264150944,2026-09-03_fb20817->2026-09-10_60e8c36,INDEX-BREAK
B,BAND,7,-1357,INDEX-BREAK,160,39,0,39,39,0,1.0,0.24375,110,97,13,13,0,0.11818181818181818,0.08125,23,30,15,4,11,0.17391304347826086,0.09375,2026-09-03_fb20817->2026-09-10_60e8c36,INDEX-BREAK
B,CAND,7,-1357,INDEX-BREAK,640,14,0,14,14,0,1.0,0.021875,207,227,44,12,32,0.057971014492753624,0.06875,96,121,61,18,43,0.1875,0.0953125,2026-09-03_fb20817->2026-09-10_60e8c36,INDEX-BREAK
B,FLAT,7,-1357,INDEX-BREAK,48,4,0,4,4,0,1.0,0.08333333333333333,16,18,2,0,2,0.0,0.041666666666666664,6,6,4,2,2,0.3333333333333333,0.08333333333333333,2026-09-03_fb20817->2026-09-10_60e8c36,INDEX-BREAK
B,ALL,1,-1362,INDEX-BREAK,848,57,0,57,57,0,1.0,0.06721698113207547,333,342,59,25,34,0.07507507507507508,0.0695754716981132,125,154,81,26,55,0.208,0.09551886792452831,2026-09-03_0ede228->2026-09-04_c006b43,INDEX-BREAK
B,BAND,1,-1362,INDEX-BREAK,160,38,0,38,38,0,1.0,0.2375,110,97,13,13,0,0.11818181818181818,0.08125,23,30,15,4,11,0.17391304347826086,0.09375,2026-09-03_0ede228->2026-09-04_c006b43,INDEX-BREAK
B,CAND,1,-1362,INDEX-BREAK,640,14,0,14,14,0,1.0,0.021875,207,227,44,12,32,0.057971014492753624,0.06875,96,118,62,20,42,0.20833333333333334,0.096875,2026-09-03_0ede228->2026-09-04_c006b43,INDEX-BREAK
B,FLAT,1,-1362,INDEX-BREAK,48,5,0,5,5,0,1.0,0.10416666666666667,16,18,2,0,2,0.0,0.041666666666666664,6,6,4,2,2,0.3333333333333333,0.08333333333333333,2026-09-03_0ede228->2026-09-04_c006b43,INDEX-BREAK
B,ALL,1,-1361,INDEX-BREAK,848,57,0,57,57,0,1.0,0.06721698113207547,333,340,57,25,32,0.07507507507507508,0.06721698113207547,125,155,80,25,55,0.2,0.09433962264150944,2026-09-03_0ede228->2026-09-04_50585c8,INDEX-BREAK
B,BAND,1,-1361,INDEX-BREAK,160,38,0,38,38,0,1.0,0.2375,110,97,13,13,0,0.11818181818181818,0.08125,23,30,15,4,11,0.17391304347826086,0.09375,2026-09-03_0ede228->2026-09-04_50585c8,INDEX-BREAK
B,CAND,1,-1361,INDEX-BREAK,640,14,0,14,14,0,1.0,0.021875,207,225,42,12,30,0.057971014492753624,0.065625,96,119,61,19,42,0.19791666666666666,0.0953125,2026-09-03_0ede228->2026-09-04_50585c8,INDEX-BREAK
B,FLAT,1,-1361,INDEX-BREAK,48,5,0,5,5,0,1.0,0.10416666666666667,16,18,2,0,2,0.0,0.041666666666666664,6,6,4,2,2,0.3333333333333333,0.08333333333333333,2026-09-03_0ede228->2026-09-04_50585c8,INDEX-BREAK
B,ALL,4,-1361,INDEX-BREAK,848,57,0,57,57,0,1.0,0.06721698113207547,333,342,59,25,34,0.07507507507507508,0.0695754716981132,125,155,80,25,55,0.2,0.09433962264150944,2026-09-03_0ede228->2026-09-07_f138ee9,INDEX-BREAK
B,BAND,4,-1361,INDEX-BREAK,160,38,0,38,38,0,1.0,0.2375,110,97,13,13,0,0.11818181818181818,0.08125,23,30,15,4,11,0.17391304347826086,0.09375,2026-09-03_0ede228->2026-09-07_f138ee9,INDEX-BREAK
B,CAND,4,-1361,INDEX-BREAK,640,14,0,14,14,0,1.0,0.021875,207,227,44,12,32,0.057971014492753624,0.06875,96,119,61,19,42,0.19791666666666666,0.0953125,2026-09-03_0ede228->2026-09-07_f138ee9,INDEX-BREAK
B,FLAT,4,-1361,INDEX-BREAK,48,5,0,5,5,0,1.0,0.10416666666666667,16,18,2,0,2,0.0,0.041666666666666664,6,6,4,2,2,0.3333333333333333,0.08333333333333333,2026-09-03_0ede228->2026-09-07_f138ee9,INDEX-BREAK
B,ALL,5,-1360,INDEX-BREAK,848,57,0,57,57,0,1.0,0.06721698113207547,333,340,57,25,32,0.07507507507507508,0.06721698113207547,125,155,80,25,55,0.2,0.09433962264150944,2026-09-03_0ede228->2026-09-08_9ee888f,INDEX-BREAK
B,BAND,5,-1360,INDEX-BREAK,160,38,0,38,38,0,1.0,0.2375,110,97,13,13,0,0.11818181818181818,0.08125,23,30,15,4,11,0.17391304347826086,0.09375,2026-09-03_0ede228->2026-09-08_9ee888f,INDEX-BREAK
B,CAND,5,-1360,INDEX-BREAK,640,14,0,14,14,0,1.0,0.021875,207,225,42,12,30,0.057971014492753624,0.065625,96,119,61,19,42,0.19791666666666666,0.0953125,2026-09-03_0ede228->2026-09-08_9ee888f,INDEX-BREAK
B,FLAT,5,-1360,INDEX-BREAK,48,5,0,5,5,0,1.0,0.10416666666666667,16,18,2,0,2,0.0,0.041666666666666664,6,6,4,2,2,0.3333333333333333,0.08333333333333333,2026-09-03_0ede228->2026-09-08_9ee888f,INDEX-BREAK
B,ALL,6,-1359,INDEX-BREAK,848,57,0,57,57,0,1.0,0.06721698113207547,333,342,59,25,34,0.07507507507507508,0.0695754716981132,125,156,81,25,56,0.2,0.09551886792452831,2026-09-03_0ede228->2026-09-09_7a93b07,INDEX-BREAK
B,BAND,6,-1359,INDEX-BREAK,160,38,0,38,38,0,1.0,0.2375,110,97,13,13,0,0.11818181818181818,0.08125,23,30,15,4,11,0.17391304347826086,0.09375,2026-09-03_0ede228->2026-09-09_7a93b07,INDEX-BREAK
B,CAND,6,-1359,INDEX-BREAK,640,14,0,14,14,0,1.0,0.021875,207,227,44,12,32,0.057971014492753624,0.06875,96,120,62,19,43,0.19791666666666666,0.096875,2026-09-03_0ede228->2026-09-09_7a93b07,INDEX-BREAK
B,FLAT,6,-1359,INDEX-BREAK,48,5,0,5,5,0,1.0,0.10416666666666667,16,18,2,0,2,0.0,0.041666666666666664,6,6,4,2,2,0.3333333333333333,0.08333333333333333,2026-09-03_0ede228->2026-09-09_7a93b07,INDEX-BREAK
B,ALL,7,-1358,INDEX-BREAK,848,57,0,57,57,0,1.0,0.06721698113207547,333,342,59,25,34,0.07507507507507508,0.0695754716981132,125,157,80,24,56,0.192,0.09433962264150944,2026-09-03_0ede228->2026-09-10_60e8c36,INDEX-BREAK
B,BAND,7,-1358,INDEX-BREAK,160,38,0,38,38,0,1.0,0.2375,110,97,13,13,0,0.11818181818181818,0.08125,23,30,15,4,11,0.17391304347826086,0.09375,2026-09-03_0ede228->2026-09-10_60e8c36,INDEX-BREAK
B,CAND,7,-1358,INDEX-BREAK,640,14,0,14,14,0,1.0,0.021875,207,227,44,12,32,0.057971014492753624,0.06875,96,121,61,18,43,0.1875,0.0953125,2026-09-03_0ede228->2026-09-10_60e8c36,INDEX-BREAK
B,FLAT,7,-1358,INDEX-BREAK,48,5,0,5,5,0,1.0,0.10416666666666667,16,18,2,0,2,0.0,0.041666666666666664,6,6,4,2,2,0.3333333333333333,0.08333333333333333,2026-09-03_0ede228->2026-09-10_60e8c36,INDEX-BREAK
B,ALL,0,1,clean,848,0,0,0,0,0,,0.0,342,340,2,2,0,0.005847953216374269,0.0023584905660377358,154,155,1,0,1,0.0,0.0011792452830188679,2026-09-04_c006b43->2026-09-04_50585c8,clean
B,BAND,0,1,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-04_c006b43->2026-09-04_50585c8,clean
B,CAND,0,1,clean,640,0,0,0,0,0,,0.0,227,225,2,2,0,0.00881057268722467,0.003125,118,119,1,0,1,0.0,0.0015625,2026-09-04_c006b43->2026-09-04_50585c8,clean
B,FLAT,0,1,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-04_c006b43->2026-09-04_50585c8,clean
B,ALL,3,1,clean,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,154,155,1,0,1,0.0,0.0011792452830188679,2026-09-04_c006b43->2026-09-07_f138ee9,clean
B,BAND,3,1,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-04_c006b43->2026-09-07_f138ee9,clean
B,CAND,3,1,clean,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,118,119,1,0,1,0.0,0.0015625,2026-09-04_c006b43->2026-09-07_f138ee9,clean
B,FLAT,3,1,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-04_c006b43->2026-09-07_f138ee9,clean
B,ALL,4,2,clean,848,0,0,0,0,0,,0.0,342,340,2,2,0,0.005847953216374269,0.0023584905660377358,154,155,1,0,1,0.0,0.0011792452830188679,2026-09-04_c006b43->2026-09-08_9ee888f,clean
B,BAND,4,2,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-04_c006b43->2026-09-08_9ee888f,clean
B,CAND,4,2,clean,640,0,0,0,0,0,,0.0,227,225,2,2,0,0.00881057268722467,0.003125,118,119,1,0,1,0.0,0.0015625,2026-09-04_c006b43->2026-09-08_9ee888f,clean
B,FLAT,4,2,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-04_c006b43->2026-09-08_9ee888f,clean
B,ALL,5,3,clean,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,154,156,2,0,2,0.0,0.0023584905660377358,2026-09-04_c006b43->2026-09-09_7a93b07,clean
B,BAND,5,3,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-04_c006b43->2026-09-09_7a93b07,clean
B,CAND,5,3,clean,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,118,120,2,0,2,0.0,0.003125,2026-09-04_c006b43->2026-09-09_7a93b07,clean
B,FLAT,5,3,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-04_c006b43->2026-09-09_7a93b07,clean
B,ALL,6,4,clean,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,154,157,3,0,3,0.0,0.003537735849056604,2026-09-04_c006b43->2026-09-10_60e8c36,clean
B,BAND,6,4,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-04_c006b43->2026-09-10_60e8c36,clean
B,CAND,6,4,clean,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,118,121,3,0,3,0.0,0.0046875,2026-09-04_c006b43->2026-09-10_60e8c36,clean
B,FLAT,6,4,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-04_c006b43->2026-09-10_60e8c36,clean
B,ALL,3,0,clean,848,0,0,0,0,0,,0.0,340,342,2,0,2,0.0,0.0023584905660377358,155,155,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-07_f138ee9,clean
B,BAND,3,0,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-07_f138ee9,clean
B,CAND,3,0,clean,640,0,0,0,0,0,,0.0,225,227,2,0,2,0.0,0.003125,119,119,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-07_f138ee9,clean
B,FLAT,3,0,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-07_f138ee9,clean
B,ALL,4,1,clean,848,0,0,0,0,0,,0.0,340,340,0,0,0,0.0,0.0,155,155,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-08_9ee888f,clean
B,BAND,4,1,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-08_9ee888f,clean
B,CAND,4,1,clean,640,0,0,0,0,0,,0.0,225,225,0,0,0,0.0,0.0,119,119,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-08_9ee888f,clean
B,FLAT,4,1,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-08_9ee888f,clean
B,ALL,5,2,clean,848,0,0,0,0,0,,0.0,340,342,2,0,2,0.0,0.0023584905660377358,155,156,1,0,1,0.0,0.0011792452830188679,2026-09-04_50585c8->2026-09-09_7a93b07,clean
B,BAND,5,2,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-09_7a93b07,clean
B,CAND,5,2,clean,640,0,0,0,0,0,,0.0,225,227,2,0,2,0.0,0.003125,119,120,1,0,1,0.0,0.0015625,2026-09-04_50585c8->2026-09-09_7a93b07,clean
B,FLAT,5,2,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-09_7a93b07,clean
B,ALL,6,3,clean,848,0,0,0,0,0,,0.0,340,342,2,0,2,0.0,0.0023584905660377358,155,157,2,0,2,0.0,0.0023584905660377358,2026-09-04_50585c8->2026-09-10_60e8c36,clean
B,BAND,6,3,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-10_60e8c36,clean
B,CAND,6,3,clean,640,0,0,0,0,0,,0.0,225,227,2,0,2,0.0,0.003125,119,121,2,0,2,0.0,0.003125,2026-09-04_50585c8->2026-09-10_60e8c36,clean
B,FLAT,6,3,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-10_60e8c36,clean
B,ALL,1,1,clean,848,0,0,0,0,0,,0.0,342,340,2,2,0,0.005847953216374269,0.0023584905660377358,155,155,0,0,0,0.0,0.0,2026-09-07_f138ee9->2026-09-08_9ee888f,clean
B,BAND,1,1,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-07_f138ee9->2026-09-08_9ee888f,clean
B,CAND,1,1,clean,640,0,0,0,0,0,,0.0,227,225,2,2,0,0.00881057268722467,0.003125,119,119,0,0,0,0.0,0.0,2026-09-07_f138ee9->2026-09-08_9ee888f,clean
B,FLAT,1,1,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-07_f138ee9->2026-09-08_9ee888f,clean
B,ALL,2,2,clean,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,155,156,1,0,1,0.0,0.0011792452830188679,2026-09-07_f138ee9->2026-09-09_7a93b07,clean
B,BAND,2,2,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-07_f138ee9->2026-09-09_7a93b07,clean
B,CAND,2,2,clean,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,119,120,1,0,1,0.0,0.0015625,2026-09-07_f138ee9->2026-09-09_7a93b07,clean
B,FLAT,2,2,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-07_f138ee9->2026-09-09_7a93b07,clean
B,ALL,3,3,clean,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,155,157,2,0,2,0.0,0.0023584905660377358,2026-09-07_f138ee9->2026-09-10_60e8c36,clean
B,BAND,3,3,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-07_f138ee9->2026-09-10_60e8c36,clean
B,CAND,3,3,clean,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,119,121,2,0,2,0.0,0.003125,2026-09-07_f138ee9->2026-09-10_60e8c36,clean
B,FLAT,3,3,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-07_f138ee9->2026-09-10_60e8c36,clean
B,ALL,1,1,clean,848,0,0,0,0,0,,0.0,340,342,2,0,2,0.0,0.0023584905660377358,155,156,1,0,1,0.0,0.0011792452830188679,2026-09-08_9ee888f->2026-09-09_7a93b07,clean
B,BAND,1,1,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-08_9ee888f->2026-09-09_7a93b07,clean
B,CAND,1,1,clean,640,0,0,0,0,0,,0.0,225,227,2,0,2,0.0,0.003125,119,120,1,0,1,0.0,0.0015625,2026-09-08_9ee888f->2026-09-09_7a93b07,clean
