panel,family,cost,n_arms,ctl,H_IS_mean,H_IS_ctl,H_IS1_mean,H_IS1_ctl,H_OOS_mean,H_OOS_ctl,H0_mean,H0_ctl,p_mean,p_ctl,net_H_mean,net_H_ctl,H0_mean_L5,H0_mean_L21,H0_mean_L63,p_mean_L5,p_mean_L21,p_mean_L63,pick_IS,pick_IS1,ctl_OOS,pick_OOS,pick_IS1_OOS,pick_IS1_IS2,ctl_IS2,oracle_OOS,pool_OOS,sel_gain,pick_OOS_CAGR,pick_OOS_MaxDD,ctl_OOS_CAGR,ctl_OOS_MaxDD,v2_OOS,v1_OOS,spy_OOS,spy_OOS_CAGR,spy_OOS_MaxDD
u56,GROSS,0.0,7,g=0.750,0.0004722749548151661,0.0003132289372711483,0.0005128996809229402,0.000683024552941891,0.0012061852945597362,0.0016036325339603419,0.0015237165351763744,0.00147983419841764,0.526,0.344,-0.0003175312406166382,0.00012379833554270196,0.001532225227805684,0.0015237165351763744,0.001440530142718753,0.544,0.526,0.502,g=1.000,g=0.250,1.3096108938377815,1.308768883956488,1.3112145263717419,0.918246895404325,0.9215582817280356,1.3112145263717419,1.3100083410771821,-0.0008420098812935706,0.13045866997693523,-0.15878999494443702,0.09730828776460765,-0.12029817082125305,1.3096108938377817,0.9780460789116631,0.8820109845896832,0.15450717694493354,-0.33717289200673795
u56,GROSS,10.0,7,g=0.750,0.0008196373952504832,0.00047182934878087224,7.234237510456154e-05,4.088298206861296e-05,0.000754807879585595,0.0009807186211543417,0.0013760501989841048,0.0013048085873549437,0.694,0.556,-0.0006212423193985097,-0.000324089966200602,0.0015801917670328334,0.0013760501989841048,0.001457292954800521,0.734,0.694,0.72,g=1.000,g=0.500,1.285084661948574,1.2843753698428795,1.2856441364445577,0.8912632134672205,0.8931826238437086,1.2860653805697284,1.2853105726901428,-0.0007092921056945922,0.1277802093489815,-0.15910992922046197,0.09534815248934558,-0.12054946768671182,1.2850846619485738,0.7470621251510196,0.8820109845896832,0.15450717694493354,-0.33717289200673795
u56,GROSS,25.0,7,g=0.750,0.0013414739532553455,0.0007100053935531481,0.00040787298259448157,7.336458680073932e-05,0.00020753277057550257,0.0001756249048694425,0.001459485973782541,0.0014086330183355677,0.928,0.922,-0.0012519532032070385,-0.0012330081134661252,0.0014557116724176313,0.001459485973782541,0.0014363346130478337,0.91,0.928,0.914,g=1.000,g=0.875,1.2482558034007076,1.2477460410371628,1.2480466134492516,0.8516697835834646,0.850605795080072,1.248431428305577,1.2482238955350016,-0.0005097623635448301,0.12377402254866632,-0.15958973197389015,0.09241429872042128,-0.12092635506895355,1.2482558034007076,0.3991985325090755,0.8820109845896832,0.15450717694493354,-0.33717289200673795
u56,WIDTH,0.0,6,n=ALL,0.16690434399239362,0.24307163218516004,0.0727633465000066,0.07479868016649727,0.08213015180367988,0.0022630501380065393,0.10306924636537491,0.10476326098304325,0.53,0.822,-0.02093909456169503,-0.10250021084503672,0.09948101690652553,0.10306924636537491,0.10245000137555846,0.488,0.53,0.53,n=5,n=5,1.3096108938377815,1.107516886287138,1.107516886287138,1.4660443217004429,0.9215582817280356,1.311873943975788,1.2297437921721082,-0.20209400755064344,0.24877594648725032,-0.2844276373389646,0.09730828776460765,-0.12029817082125305,1.3096108938377817,0.9780460789116631,0.8820109845896832,0.15450717694493354,-0.33717289200673795
u56,WIDTH,10.0,6,n=ALL,0.13715890265100805,0.17989773080524363,0.042604650852101855,0.009697524373391886,0.10710780020050836,0.0020317075464861833,0.10394510011828331,0.0992177384013604,0.388,0.762,0.0031627000822250506,-0.09718603085487422,0.10382722575905441,0.10394510011828331,0.10405571748216573,0.376,0.388,0.372,n=5,n=80,1.285084661948574,1.0388253940781769,1.2871163694950603,0.9030385473469412,0.8931826238437086,1.2871163694950603,1.180008569294552,-0.2462592678703972,0.22973637051888374,-0.2845418618920754,0.09534815248934558,-0.12054946768671182,1.2850846619485738,0.7470621251510196,0.8820109845896832,0.15450717694493354,-0.33717289200673795
u56,WIDTH,25.0,6,n=ALL,0.09230887470492743,0.08470444883233119,0.0945812996949047,0.009031459743085835,0.14468775036171255,0.0016835263463605976,0.10451667499295911,0.10502517403401317,0.212,0.834,0.040171075368753445,-0.10334164768765257,0.10072800670428378,0.10451667499295911,0.10029574202605292,0.192,0.212,0.206,n=5,n=80,1.2482558034007076,0.9355151004220859,1.2499393297470682,0.8599360701942625,0.850605795080072,1.2499393297470682,1.1052515793853557,-0.3127407029786218,0.20170390633878177,-0.28471317351518066,0.09241429872042128,-0.12092635506895355,1.2482558034007076,0.3991985325090755,0.8820109845896832,0.15450717694493354,-0.33717289200673795
u56,CADENCE,0.0,4,freq=W,0.031162015810159094,0.0,0.06147244310949973,0.0,0.1109928579045103,0.021649867192183647,0.07798128313141443,0.08650971333937135,0.25,0.668,0.03301157477309587,-0.0648598461471877,0.07645191774333115,0.07798128313141443,0.08406571729909937,0.196,0.25,0.266,freq=W,freq=W,1.3096108938377815,1.3096108938377815,1.3096108938377815,0.9215582817280356,0.9215582817280356,1.3312607610299652,1.2202679031254549,0.0,0.09730828776460765,-0.12029817082125305,0.09730828776460765,-0.12029817082125305,1.3096108938377817,0.9780460789116631,0.8820109845896832,0.15450717694493354,-0.33717289200673795
u56,CADENCE,10.0,4,freq=W,0.02894887296488924,0.0011923874837009851,0.058270909600055765,0.0,0.09700789458505099,0.010718899216790145,0.08238053196162398,0.09392255359231715,0.3,0.784,0.01462736262342701,-0.083203654375527,0.07959290805110311,0.08238053196162398,0.08752647035802204,0.292,0.3,0.322,freq=M,freq=W,1.285084661948574,1.2327516249262327,1.285084661948574,0.8931826238437086,0.8931826238437086,1.2958035611653642,1.1987956665803132,-0.05233303702234138,0.09638746588312741,-0.14381694370256604,0.09534815248934558,-0.12054946768671182,1.2850846619485738,0.7470621251510196,0.8820109845896832,0.15450717694493354,-0.33717289200673795
u56,CADENCE,25.0,4,freq=W,0.037215717495253875,0.014559369030535896,0.053474469228574684,0.0,0.08171284852844041,0.0,0.08117684806739897,0.09030814831779915,0.404,1.0,0.000536000461041436,-0.09030814831779915,0.07904622536724627,0.08117684806739897,0.0860522272327194,0.386,0.404,0.386,freq=M,freq=W,1.2482558034007076,1.2085031652491554,1.2482558034007076,0.850605795080072,0.850605795080072,1.2482558034007076,1.1665429548722672,-0.03975263815155228,0.09433394329274192,-0.14407159449638018,0.09241429872042128,-0.12092635506895355,1.2482558034007076,0.3991985325090755,0.8820109845896832,0.15450717694493354,-0.33717289200673795
u56,GATE,0.0,6,gate=band3,0.047493968924448904,0.0,0.06848777139986306,0.0,0.07259386209165752,0.0,0.10863232019839138,0.10525702466713355,0.726,1.0,-0.03603845810673385,-0.10525702466713355,0.11806502406278628,0.10863232019839138,0.09380471455015621,0.784,0.726,0.606,gate=band3,gate=band3,1.3096108938377815,1.3096108938377815,1.3096108938377815,0.9215582817280356,0.9215582817280356,1.3096108938377815,1.237017031746124,0.0,0.09730828776460765,-0.12029817082125305,0.09730828776460765,-0.12029817082125305,1.3096108938377817,0.9780460789116631,0.8820109845896832,0.15450717694493354,-0.33717289200673795
