rule,mode,cost,window,anchor,OOS_mean_Sharpe,n
M_NONE,T_NONE,10.0,3,A_REC,0.9617656553398415,30
M_NONE,T_BAND,10.0,3,A_REC,0.8859429739217898,30
M_NONE,T_CHARGE,10.0,3,A_REC,1.0019741431587181,30
M_SUBSAMPLE,T_NONE,10.0,3,A_REC,0.9942292128116634,30
M_SUBSAMPLE,T_BAND,10.0,3,A_REC,0.869279023186476,30
M_SUBSAMPLE,T_CHARGE,10.0,3,A_REC,1.0015855517399777,30
M_PAIRWISE,T_NONE,10.0,3,A_REC,0.9942292128116634,30
M_PAIRWISE,T_BAND,10.0,3,A_REC,0.869279023186476,30
M_PAIRWISE,T_CHARGE,10.0,3,A_REC,1.0015855517399777,30
M_D2,T_NONE,10.0,3,A_REC,0.9942292128116634,30
M_D2,T_BAND,10.0,3,A_REC,0.869279023186476,30
M_D2,T_CHARGE,10.0,3,A_REC,1.0015855517399777,30
C_ANCHOR,T_NONE,10.0,3,A_REC,1.0130984295627585,30
C_ANCHOR,T_BAND,10.0,3,A_REC,1.0130984295627585,30
C_ANCHOR,T_CHARGE,10.0,3,A_REC,1.0130984295627585,30
C_RANDOM,T_NONE,10.0,3,A_REC,1.011341044868725,30
C_RANDOM,T_BAND,10.0,3,A_REC,0.9528553222177109,30
C_RANDOM,T_CHARGE,10.0,3,A_REC,0.9995474257511227,30
C_BEST_IS,T_NONE,10.0,3,A_REC,1.0294213187765873,30
C_BEST_IS,T_BAND,10.0,3,A_REC,0.8834922728509119,30
C_BEST_IS,T_CHARGE,10.0,3,A_REC,1.0335767635024316,30
