panel,vint,char,flavour,level,seed,BW,n_from_B,n_from_S,cvol,tpers,momac
LIVE~tpers~POOL~L0.970205~5~bw0.500,LIVE,tpers,POOL,0.970205,5,0.5,7,29,0.4413651369063974,0.9693791333442461,0.8671765851669101
LIVE~tpers~POOL~L0.973476~0~bw0.500,LIVE,tpers,POOL,0.973476,0,0.5,8,28,0.4675192244234847,0.9714300646905757,0.860142404374023
LIVE~tpers~POOL~L0.973476~1~bw0.500,LIVE,tpers,POOL,0.973476,1,0.5,11,25,0.44454916798084,0.9706868592263265,0.8477707975912855
LIVE~tpers~POOL~L0.973476~2~bw0.500,LIVE,tpers,POOL,0.973476,2,0.5,5,31,0.48650634613054716,0.9705799591164789,0.8548726222763655
LIVE~tpers~POOL~L0.973476~3~bw0.500,LIVE,tpers,POOL,0.973476,3,0.5,11,25,0.46828223982927786,0.9711094749560433,0.8379462744554608
LIVE~tpers~POOL~L0.973476~4~bw0.500,LIVE,tpers,POOL,0.973476,4,0.5,7,29,0.48497628125982106,0.9703941445225522,0.8620454683983426
LIVE~tpers~POOL~L0.973476~5~bw0.500,LIVE,tpers,POOL,0.973476,5,0.5,9,27,0.4513388979944305,0.9706224791143274,0.8393245996043858
LIVE~tpers~POOL~L0.977630~0~bw0.500,LIVE,tpers,POOL,0.97763,0,0.5,6,30,0.5214791239174527,0.9725059649744774,0.8574600721549568
LIVE~tpers~POOL~L0.977630~1~bw0.500,LIVE,tpers,POOL,0.97763,1,0.5,7,29,0.4954127068706152,0.9740442969010604,0.867699602042862
LIVE~tpers~POOL~L0.977630~2~bw0.500,LIVE,tpers,POOL,0.97763,2,0.5,6,30,0.4547505669978525,0.9739464071207381,0.8637971736243661
LIVE~tpers~POOL~L0.977630~3~bw0.500,LIVE,tpers,POOL,0.97763,3,0.5,12,24,0.43225209608239495,0.9744296948294908,0.8686696203180451
LIVE~tpers~POOL~L0.977630~4~bw0.500,LIVE,tpers,POOL,0.97763,4,0.5,8,28,0.48399275009431225,0.9723906231202469,0.8450143306908574
LIVE~tpers~POOL~L0.977630~5~bw0.500,LIVE,tpers,POOL,0.97763,5,0.5,11,25,0.4659444479012863,0.9733583522768736,0.8675435315899962
LIVE~tpers~BONLY~L0.959940~0~bw0.500,LIVE,tpers,BONLY,0.95994,0,0.5,36,0,0.2598875415187706,0.9635775461926662,0.8513472844243775
LIVE~tpers~BONLY~L0.959940~1~bw0.500,LIVE,tpers,BONLY,0.95994,1,0.5,36,0,0.25124120238135567,0.9633405000939863,0.8462786575208647
LIVE~tpers~BONLY~L0.959940~2~bw0.500,LIVE,tpers,BONLY,0.95994,2,0.5,36,0,0.22256892476377152,0.962714905691871,0.8372448215759627
LIVE~tpers~BONLY~L0.959940~3~bw0.500,LIVE,tpers,BONLY,0.95994,3,0.5,36,0,0.25982139140514277,0.9623375210025782,0.8507093396412959
LIVE~tpers~BONLY~L0.959940~4~bw0.500,LIVE,tpers,BONLY,0.95994,4,0.5,36,0,0.273253682239594,0.9641537332825192,0.850910863438908
LIVE~tpers~BONLY~L0.959940~5~bw0.500,LIVE,tpers,BONLY,0.95994,5,0.5,36,0,0.25404254994516545,0.9632225029716803,0.8293039941512962
LIVE~tpers~BONLY~L0.962694~0~bw0.500,LIVE,tpers,BONLY,0.962694,0,0.5,36,0,0.26794650924488395,0.9649891503922551,0.8583948180073332
LIVE~tpers~BONLY~L0.962694~1~bw0.500,LIVE,tpers,BONLY,0.962694,1,0.5,36,0,0.2754252599804428,0.9658532677310784,0.8460518847662359
LIVE~tpers~BONLY~L0.962694~2~bw0.500,LIVE,tpers,BONLY,0.962694,2,0.5,36,0,0.24951170427206704,0.965567128338246,0.8444320133084428
LIVE~tpers~BONLY~L0.962694~3~bw0.500,LIVE,tpers,BONLY,0.962694,3,0.5,36,0,0.2719954448717722,0.9661490292494371,0.8508152708654876
LIVE~tpers~BONLY~L0.962694~4~bw0.500,LIVE,tpers,BONLY,0.962694,4,0.5,36,0,0.26319384651569444,0.9646632606302439,0.8435652484247177
LIVE~tpers~BONLY~L0.962694~5~bw0.500,LIVE,tpers,BONLY,0.962694,5,0.5,36,0,0.2738506721471683,0.9665408110845876,0.8367022412488967
LIVE~tpers~BONLY~L0.965448~0~bw0.500,LIVE,tpers,BONLY,0.965448,0,0.5,36,0,0.25235395188264315,0.9668299020237172,0.8521037988367376
LIVE~tpers~BONLY~L0.965448~1~bw0.500,LIVE,tpers,BONLY,0.965448,1,0.5,36,0,0.26893780710435033,0.967404692640804,0.8446896845622623
LIVE~tpers~BONLY~L0.965448~2~bw0.500,LIVE,tpers,BONLY,0.965448,2,0.5,36,0,0.26720116011175493,0.9671899927077088,0.8534679381815329
LIVE~tpers~BONLY~L0.965448~3~bw0.500,LIVE,tpers,BONLY,0.965448,3,0.5,36,0,0.27176854300937286,0.9673581508053597,0.846983316261757
LIVE~tpers~BONLY~L0.965448~4~bw0.500,LIVE,tpers,BONLY,0.965448,4,0.5,36,0,0.26106881734519155,0.9656803831280195,0.8404469872588496
LIVE~tpers~BONLY~L0.965448~5~bw0.500,LIVE,tpers,BONLY,0.965448,5,0.5,36,0,0.2550071823265952,0.967159450609943,0.8361191982428713
LIVE~tpers~BONLY~L0.967702~0~bw0.500,LIVE,tpers,BONLY,0.967702,0,0.5,36,0,0.2703806112965059,0.9675557356991482,0.8445417466453131
LIVE~tpers~BONLY~L0.967702~1~bw0.500,LIVE,tpers,BONLY,0.967702,1,0.5,36,0,0.2439120718700766,0.96760369666152,0.8452187375721132
LIVE~tpers~BONLY~L0.967702~2~bw0.500,LIVE,tpers,BONLY,0.967702,2,0.5,36,0,0.27248640464963664,0.9672621720640042,0.8483042885014908
LIVE~tpers~BONLY~L0.967702~3~bw0.500,LIVE,tpers,BONLY,0.967702,3,0.5,36,0,0.2579408033961566,0.9674709518516388,0.8454222139374323
LIVE~tpers~BONLY~L0.967702~4~bw0.500,LIVE,tpers,BONLY,0.967702,4,0.5,36,0,0.2699579873953967,0.9700350246947169,0.8496451749265461
LIVE~tpers~BONLY~L0.967702~5~bw0.500,LIVE,tpers,BONLY,0.967702,5,0.5,36,0,0.25606726078630737,0.9673677182440328,0.8545643712681597
LIVE~tpers~BONLY~L0.970205~0~bw0.500,LIVE,tpers,BONLY,0.970205,0,0.5,36,0,0.2651591185593557,0.9686254527681873,0.8513208501553425
LIVE~tpers~BONLY~L0.970205~1~bw0.500,LIVE,tpers,BONLY,0.970205,1,0.5,36,0,0.2670285918297561,0.9702666788241443,0.8427500439704666
LIVE~tpers~BONLY~L0.970205~2~bw0.500,LIVE,tpers,BONLY,0.970205,2,0.5,36,0,0.2705357142510914,0.9693764545989176,0.834716691465356
LIVE~tpers~BONLY~L0.970205~3~bw0.500,LIVE,tpers,BONLY,0.970205,3,0.5,36,0,0.3065830495710573,0.968959345703611,0.862158728979654
LIVE~tpers~BONLY~L0.970205~4~bw0.500,LIVE,tpers,BONLY,0.970205,4,0.5,36,0,0.2629398017146535,0.9689821689254945,0.8443124431016341
LIVE~tpers~BONLY~L0.970205~5~bw0.500,LIVE,tpers,BONLY,0.970205,5,0.5,36,0,0.2698838243294297,0.969948845617226,0.8593964208073269
LIVE~tpers~BONLY~L0.973476~0~bw0.500,LIVE,tpers,BONLY,0.973476,0,0.5,36,0,0.2637731479220421,0.97125354814906,0.8464400357098094
LIVE~tpers~BONLY~L0.973476~1~bw0.500,LIVE,tpers,BONLY,0.973476,1,0.5,36,0,0.2861798573504548,0.9718295278191318,0.8548082793233944
LIVE~tpers~BONLY~L0.973476~2~bw0.500,LIVE,tpers,BONLY,0.973476,2,0.5,36,0,0.28564133505037353,0.9714190679182947,0.8533758131866899
LIVE~tpers~BONLY~L0.973476~3~bw0.500,LIVE,tpers,BONLY,0.973476,3,0.5,36,0,0.2828219255128885,0.971547307748112,0.8407774595177941
LIVE~tpers~BONLY~L0.973476~4~bw0.500,LIVE,tpers,BONLY,0.973476,4,0.5,36,0,0.27779574217904124,0.9719420211362032,0.858472173503426
LIVE~tpers~BONLY~L0.973476~5~bw0.500,LIVE,tpers,BONLY,0.973476,5,0.5,36,0,0.30255672626467117,0.9721739186535694,0.8551051874885022
LIVE~tpers~SONLY~L0.951059~0~bw0.500,LIVE,tpers,SONLY,0.951059,0,0.5,0,36,0.4692870094197265,0.9567553050690818,0.8309774819515007
LIVE~tpers~SONLY~L0.951059~1~bw0.500,LIVE,tpers,SONLY,0.951059,1,0.5,0,36,0.43598529136420894,0.953637052021331,0.815672196842115
LIVE~tpers~SONLY~L0.951059~2~bw0.500,LIVE,tpers,SONLY,0.951059,2,0.5,0,36,0.4571555285121039,0.9543489303637727,0.8081828482152972
LIVE~tpers~SONLY~L0.951059~3~bw0.500,LIVE,tpers,SONLY,0.951059,3,0.5,0,36,0.4669234778505655,0.9538728302222803,0.8188301464837687
LIVE~tpers~SONLY~L0.951059~4~bw0.500,LIVE,tpers,SONLY,0.951059,4,0.5,0,36,0.41341854021471725,0.9564892262587085,0.8412385832040413
LIVE~tpers~SONLY~L0.951059~5~bw0.500,LIVE,tpers,SONLY,0.951059,5,0.5,0,36,0.48785589475560465,0.9537374205318707,0.8280462690892005
LIVE~tpers~SONLY~L0.955783~0~bw0.500,LIVE,tpers,SONLY,0.955783,0,0.5,0,36,0.4785700909807164,0.9576710738506977,0.8286748978175565
LIVE~tpers~SONLY~L0.955783~1~bw0.500,LIVE,tpers,SONLY,0.955783,1,0.5,0,36,0.5072240151959354,0.9593467179142178,0.8368069369530443
LIVE~tpers~SONLY~L0.955783~2~bw0.500,LIVE,tpers,SONLY,0.955783,2,0.5,0,36,0.5227761531208981,0.9582673358959826,0.8448973071560518
LIVE~tpers~SONLY~L0.955783~3~bw0.500,LIVE,tpers,SONLY,0.955783,3,0.5,0,36,0.4808690274287914,0.9585713432601646,0.8378304075276418
LIVE~tpers~SONLY~L0.955783~4~bw0.500,LIVE,tpers,SONLY,0.955783,4,0.5,0,36,0.5105840617396522,0.9587164759461749,0.825805629540117
LIVE~tpers~SONLY~L0.955783~5~bw0.500,LIVE,tpers,SONLY,0.955783,5,0.5,0,36,0.47132342205648864,0.9574123012770835,0.825803696723643
LIVE~tpers~SONLY~L0.959940~0~bw0.500,LIVE,tpers,SONLY,0.95994,0,0.5,0,36,0.48889020587228593,0.9619890205877907,0.8268095312518067
LIVE~tpers~SONLY~L0.959940~1~bw0.500,LIVE,tpers,SONLY,0.95994,1,0.5,0,36,0.46268839512285737,0.9615034554255717,0.839590019102542
LIVE~tpers~SONLY~L0.959940~2~bw0.500,LIVE,tpers,SONLY,0.95994,2,0.5,0,36,0.5269916517568877,0.9618035994328894,0.8529810734347671
LIVE~tpers~SONLY~L0.959940~3~bw0.500,LIVE,tpers,SONLY,0.95994,3,0.5,0,36,0.4609962287020852,0.9622243022884063,0.8451713527374135
LIVE~tpers~SONLY~L0.959940~4~bw0.500,LIVE,tpers,SONLY,0.95994,4,0.5,0,36,0.46565537509149973,0.9614483573211486,0.8319557441993155
LIVE~tpers~SONLY~L0.959940~5~bw0.500,LIVE,tpers,SONLY,0.95994,5,0.5,0,36,0.4593018737751945,0.9623903589669288,0.8347992883216014
LIVE~tpers~SONLY~L0.962694~0~bw0.500,LIVE,tpers,SONLY,0.962694,0,0.5,0,36,0.45524097349368847,0.963610884777035,0.8525262749719056
LIVE~tpers~SONLY~L0.962694~1~bw0.500,LIVE,tpers,SONLY,0.962694,1,0.5,0,36,0.4921360348561362,0.9643220376767042,0.8480751456030494
LIVE~tpers~SONLY~L0.962694~2~bw0.500,LIVE,tpers,SONLY,0.962694,2,0.5,0,36,0.45664957867072903,0.9639206276596697,0.8462353984568604
LIVE~tpers~SONLY~L0.962694~3~bw0.500,LIVE,tpers,SONLY,0.962694,3,0.5,0,36,0.4304609974961456,0.9626059452790202,0.8251136356671007
LIVE~tpers~SONLY~L0.962694~4~bw0.500,LIVE,tpers,SONLY,0.962694,4,0.5,0,36,0.4959120441967441,0.963293879103403,0.8112537314655688
LIVE~tpers~SONLY~L0.962694~5~bw0.500,LIVE,tpers,SONLY,0.962694,5,0.5,0,36,0.5067202484738509,0.9640855418480605,0.8472927448601377
LIVE~tpers~SONLY~L0.965448~0~bw0.500,LIVE,tpers,SONLY,0.965448,0,0.5,0,36,0.5451776225779968,0.9650211119147742,0.8398003016784676
LIVE~tpers~SONLY~L0.965448~1~bw0.500,LIVE,tpers,SONLY,0.965448,1,0.5,0,36,0.5645954938869165,0.9651532476069994,0.8536263495658177
LIVE~tpers~SONLY~L0.965448~2~bw0.500,LIVE,tpers,SONLY,0.965448,2,0.5,0,36,0.46172594397268596,0.964603784414266,0.87057283460529
LIVE~tpers~SONLY~L0.965448~3~bw0.500,LIVE,tpers,SONLY,0.965448,3,0.5,0,36,0.4808037253890164,0.9655686816011664,0.8658852585164181
LIVE~tpers~SONLY~L0.965448~4~bw0.500,LIVE,tpers,SONLY,0.965448,4,0.5,0,36,0.4720806272287466,0.9654608729724958,0.8557889228014773
LIVE~tpers~SONLY~L0.965448~5~bw0.500,LIVE,tpers,SONLY,0.965448,5,0.5,0,36,0.49548247002975665,0.965500981434509,0.8510887802756694
LIVE~tpers~SONLY~L0.967702~0~bw0.500,LIVE,tpers,SONLY,0.967702,0,0.5,0,36,0.48704013990894446,0.96717896989649,0.8632133729172184
LIVE~tpers~SONLY~L0.967702~1~bw0.500,LIVE,tpers,SONLY,0.967702,1,0.5,0,36,0.5190919283347104,0.968633198676396,0.8375980760751993
LIVE~tpers~SONLY~L0.967702~2~bw0.500,LIVE,tpers,SONLY,0.967702,2,0.5,0,36,0.5341911151422436,0.9658189721762258,0.8640722763638882
LIVE~tpers~SONLY~L0.967702~3~bw0.500,LIVE,tpers,SONLY,0.967702,3,0.5,0,36,0.5358759601319221,0.9677760180938457,0.8494217859616556
LIVE~tpers~SONLY~L0.967702~4~bw0.500,LIVE,tpers,SONLY,0.967702,4,0.5,0,36,0.46074207117853155,0.9665508942323,0.8562502011450731
LIVE~tpers~SONLY~L0.967702~5~bw0.500,LIVE,tpers,SONLY,0.967702,5,0.5,0,36,0.4889544248332527,0.9652087461430678,0.8329307164306228
LIVE~tpers~SONLY~L0.970205~0~bw0.500,LIVE,tpers,SONLY,0.970205,0,0.5,0,36,0.4906892416745833,0.9682895980224144,0.8489881477683743
LIVE~tpers~SONLY~L0.970205~1~bw0.500,LIVE,tpers,SONLY,0.970205,1,0.5,0,36,0.49262744303491396,0.9700652643942538,0.8638943027915026
LIVE~tpers~SONLY~L0.970205~2~bw0.500,LIVE,tpers,SONLY,0.970205,2,0.5,0,36,0.4704774132797947,0.9690081443787406,0.8726729200592727
LIVE~tpers~SONLY~L0.970205~3~bw0.500,LIVE,tpers,SONLY,0.970205,3,0.5,0,36,0.5041269201063456,0.9680824059038089,0.8575448590422705
LIVE~tpers~SONLY~L0.970205~4~bw0.500,LIVE,tpers,SONLY,0.970205,4,0.5,0,36,0.5361535693609835,0.9688420789753844,0.8537369759816683
LIVE~tpers~SONLY~L0.970205~5~bw0.500,LIVE,tpers,SONLY,0.970205,5,0.5,0,36,0.5324785903551269,0.9710307208649289,0.860462816372895
LIVE~tpers~SONLY~L0.973476~0~bw0.500,LIVE,tpers,SONLY,0.973476,0,0.5,0,36,0.5181660738880443,0.9709357336495237,0.8742741760676882
LIVE~tpers~SONLY~L0.973476~1~bw0.500,LIVE,tpers,SONLY,0.973476,1,0.5,0,36,0.5207908114060635,0.9698227419919063,0.8727442369108992
LIVE~tpers~SONLY~L0.973476~2~bw0.500,LIVE,tpers,SONLY,0.973476,2,0.5,0,36,0.5134832750050321,0.971080713314469,0.8547332539686958
LIVE~tpers~SONLY~L0.973476~3~bw0.500,LIVE,tpers,SONLY,0.973476,3,0.5,0,36,0.48750232376682945,0.9698494192913955,0.8571924657975124
LIVE~tpers~SONLY~L0.973476~4~bw0.500,LIVE,tpers,SONLY,0.973476,4,0.5,0,36,0.5048010848760737,0.9702528798919615,0.8463431820597322
LIVE~tpers~SONLY~L0.973476~5~bw0.500,LIVE,tpers,SONLY,0.973476,5,0.5,0,36,0.535340204041821,0.9701647162697999,0.8597644524684924
LIVE~tpers~SONLY~L0.977630~0~bw0.500,LIVE,tpers,SONLY,0.97763,0,0.5,0,36,0.5464693582573045,0.9731529903422733,0.838830102598346
LIVE~tpers~SONLY~L0.977630~1~bw0.500,LIVE,tpers,SONLY,0.97763,1,0.5,0,36,0.5555587128040872,0.9731297975809388,0.8507170149353913
LIVE~tpers~SONLY~L0.977630~2~bw0.500,LIVE,tpers,SONLY,0.97763,2,0.5,0,36,0.6201172282927088,0.9734436950456973,0.832242421823536
LIVE~tpers~SONLY~L0.977630~3~bw0.500,LIVE,tpers,SONLY,0.97763,3,0.5,0,36,0.5434179350160816,0.9741824750082801,0.8560777055626336
LIVE~tpers~SONLY~L0.977630~4~bw0.500,LIVE,tpers,SONLY,0.97763,4,0.5,0,36,0.5789801995412274,0.9752381665323355,0.878187990115506
LIVE~tpers~SONLY~L0.977630~5~bw0.500,LIVE,tpers,SONLY,0.97763,5,0.5,0,36,0.5220324153694275,0.973371237233626,0.877396618019961
LIVE~momac~POOL~L0.763087~0~bw0.250,LIVE,momac,POOL,0.763087,0,0.25,1,35,0.5263576441774304,0.9559819340945285,0.7592315761303741
LIVE~momac~POOL~L0.763087~1~bw0.250,LIVE,momac,POOL,0.763087,1,0.25,2,34,0.5124116364487662,0.9583177042366849,0.7601950059215634
LIVE~momac~POOL~L0.763087~2~bw0.250,LIVE,momac,POOL,0.763087,2,0.25,2,34,0.5240074991309145,0.9592342190167058,0.7625700645309303
LIVE~momac~POOL~L0.763087~3~bw0.250,LIVE,momac,POOL,0.763087,3,0.25,2,34,0.5366327727564137,0.9589025453380251,0.7539723708472486
LIVE~momac~POOL~L0.763087~4~bw0.250,LIVE,momac,POOL,0.763087,4,0.25,6,30,0.48164619541678927,0.9615353771842542,0.7598633543349775
LIVE~momac~POOL~L0.763087~5~bw0.250,LIVE,momac,POOL,0.763087,5,0.25,2,34,0.5230367356389247,0.9595234877746542,0.7556728194939927
LIVE~momac~POOL~L0.801960~0~bw0.250,LIVE,momac,POOL,0.80196,0,0.25,4,32,0.49122263265288396,0.9594563837625265,0.781547830869059
LIVE~momac~POOL~L0.801960~1~bw0.250,LIVE,momac,POOL,0.80196,1,0.25,8,28,0.42989181502455903,0.961426022846471,0.7839625853583203
LIVE~momac~POOL~L0.801960~2~bw0.250,LIVE,momac,POOL,0.80196,2,0.25,4,32,0.44016959944726025,0.9610081855421766,0.7865959843076156
LIVE~momac~POOL~L0.801960~3~bw0.250,LIVE,momac,POOL,0.80196,3,0.25,9,27,0.45046330124353745,0.9668929349707948,0.7958259319908776
LIVE~momac~POOL~L0.801960~4~bw0.250,LIVE,momac,POOL,0.80196,4,0.25,7,29,0.47948826582076,0.9666102940145149,0.7954253034735109
LIVE~momac~POOL~L0.801960~5~bw0.250,LIVE,momac,POOL,0.80196,5,0.25,3,33,0.4630259271247527,0.9600460390208533,0.7896123291452655
LIVE~momac~POOL~L0.822673~0~bw0.250,LIVE,momac,POOL,0.822673,0,0.25,5,31,0.47185809195969397,0.9633381407054364,0.8133007865671448
LIVE~momac~POOL~L0.822673~1~bw0.250,LIVE,momac,POOL,0.822673,1,0.25,5,31,0.4488032990269752,0.9636252988169269,0.8063185980848818
LIVE~momac~POOL~L0.822673~2~bw0.250,LIVE,momac,POOL,0.822673,2,0.25,3,33,0.47831048675415544,0.9595752694363989,0.817410809417347
LIVE~momac~POOL~L0.822673~3~bw0.250,LIVE,momac,POOL,0.822673,3,0.25,4,32,0.4485631900559091,0.9615197838241846,0.7923599811625375
LIVE~momac~POOL~L0.822673~4~bw0.250,LIVE,momac,POOL,0.822673,4,0.25,7,29,0.4873082382461795,0.962512460213902,0.8038361050867876
LIVE~momac~POOL~L0.822673~5~bw0.250,LIVE,momac,POOL,0.822673,5,0.25,1,35,0.4783102527416509,0.9656155045162615,0.8013707726979832
LIVE~momac~POOL~L0.834123~0~bw0.250,LIVE,momac,POOL,0.834123,0,0.25,7,29,0.4716769073321422,0.9636759382249769,0.8217412615112596
LIVE~momac~POOL~L0.834123~1~bw0.250,LIVE,momac,POOL,0.834123,1,0.25,7,29,0.4564478104710411,0.9607487218873758,0.8257402439343992
LIVE~momac~POOL~L0.834123~2~bw0.250,LIVE,momac,POOL,0.834123,2,0.25,4,32,0.4960823575885005,0.9567591980536849,0.8224649508551684
LIVE~momac~POOL~L0.834123~3~bw0.250,LIVE,momac,POOL,0.834123,3,0.25,4,32,0.4688569509369216,0.9613618823133562,0.8346860518516422
LIVE~momac~POOL~L0.834123~4~bw0.250,LIVE,momac,POOL,0.834123,4,0.25,5,31,0.4809642548546544,0.9638386079845895,0.8184437540557359
LIVE~momac~POOL~L0.834123~5~bw0.250,LIVE,momac,POOL,0.834123,5,0.25,4,32,0.5071565498661283,0.9609007964674725,0.8194392279578241
LIVE~momac~POOL~L0.843302~0~bw0.250,LIVE,momac,POOL,0.843302,0,0.25,3,33,0.5188242568142107,0.9604652905405602,0.8300317344529433
LIVE~momac~POOL~L0.843302~1~bw0.250,LIVE,momac,POOL,0.843302,1,0.25,9,27,0.4095799504173877,0.9619464425103728,0.8274123816592039
LIVE~momac~POOL~L0.843302~2~bw0.250,LIVE,momac,POOL,0.843302,2,0.25,5,31,0.4416405889155835,0.9598214997163272,0.8328646707812664
LIVE~momac~POOL~L0.843302~3~bw0.250,LIVE,momac,POOL,0.843302,3,0.25,6,30,0.5012250448330134,0.9590259931933546,0.82441618022974
LIVE~momac~POOL~L0.843302~4~bw0.250,LIVE,momac,POOL,0.843302,4,0.25,6,30,0.4669867575291274,0.9636812270184986,0.8341116509017226
LIVE~momac~POOL~L0.843302~5~bw0.250,LIVE,momac,POOL,0.843302,5,0.25,7,29,0.48130771911592135,0.9620344002344096,0.8314427023241833
LIVE~momac~POOL~L0.848981~0~bw0.250,LIVE,momac,POOL,0.848981,0,0.25,9,27,0.4274468430118825,0.9661816473387282,0.8387158058526081
LIVE~momac~POOL~L0.848981~1~bw0.250,LIVE,momac,POOL,0.848981,1,0.25,2,34,0.5175683959062334,0.9609384196097602,0.8423820351212998
LIVE~momac~POOL~L0.848981~2~bw0.250,LIVE,momac,POOL,0.848981,2,0.25,3,33,0.427935608459509,0.9638543697261187,0.8200572263440995
LIVE~momac~POOL~L0.848981~3~bw0.250,LIVE,momac,POOL,0.848981,3,0.25,5,31,0.487466672714735,0.9643193925198317,0.8422997062829224
LIVE~momac~POOL~L0.848981~4~bw0.250,LIVE,momac,POOL,0.848981,4,0.25,8,28,0.4077447490738242,0.9601574467987282,0.8349916641463464
LIVE~momac~POOL~L0.848981~5~bw0.250,LIVE,momac,POOL,0.848981,5,0.25,5,31,0.45180092312009434,0.9619109056809627,0.8267918244481877
LIVE~momac~POOL~L0.857208~0~bw0.250,LIVE,momac,POOL,0.857208,0,0.25,10,26,0.42878516704276204,0.9665707998989927,0.8388016249122967
LIVE~momac~POOL~L0.857208~1~bw0.250,LIVE,momac,POOL,0.857208,1,0.25,7,29,0.4266516529740043,0.9628719272811271,0.835778322817983
LIVE~momac~POOL~L0.857208~2~bw0.250,LIVE,momac,POOL,0.857208,2,0.25,8,28,0.44215053687819306,0.9630658008485435,0.841790117212581
LIVE~momac~POOL~L0.857208~3~bw0.250,LIVE,momac,POOL,0.857208,3,0.25,5,31,0.43842564826391467,0.9605613377363489,0.8342724055223982
LIVE~momac~POOL~L0.857208~4~bw0.250,LIVE,momac,POOL,0.857208,4,0.25,7,29,0.44307663787577056,0.9620385069083324,0.8563663123476498
LIVE~momac~POOL~L0.857208~5~bw0.250,LIVE,momac,POOL,0.857208,5,0.25,6,30,0.41248540004545775,0.9645363707984917,0.8460660596854302
LIVE~momac~POOL~L0.862680~0~bw0.250,LIVE,momac,POOL,0.86268,0,0.25,6,30,0.451899414899455,0.9628171756773128,0.857924780404094
LIVE~momac~POOL~L0.862680~1~bw0.250,LIVE,momac,POOL,0.86268,1,0.25,2,34,0.4550365665016131,0.9644963356583656,0.8478558724471793
LIVE~momac~POOL~L0.862680~2~bw0.250,LIVE,momac,POOL,0.86268,2,0.25,4,32,0.47971706005973996,0.9626355766662764,0.8489717477041184
LIVE~momac~POOL~L0.862680~3~bw0.250,LIVE,momac,POOL,0.86268,3,0.25,6,30,0.4212456833973861,0.9640062193327671,0.8482390293831705
LIVE~momac~POOL~L0.862680~4~bw0.250,LIVE,momac,POOL,0.86268,4,0.25,6,30,0.42571109431811255,0.9638081837370301,0.8431174735964277
LIVE~momac~POOL~L0.862680~5~bw0.250,LIVE,momac,POOL,0.86268,5,0.25,12,24,0.4222320413704321,0.9666160476400277,0.8474472033145629
LIVE~momac~POOL~L0.868780~0~bw0.250,LIVE,momac,POOL,0.86878,0,0.25,5,31,0.49941507405576097,0.9672222838100595,0.850724933913053
LIVE~momac~POOL~L0.868780~1~bw0.250,LIVE,momac,POOL,0.86878,1,0.25,6,30,0.4697437281417214,0.9656819342972587,0.8576748448937924
LIVE~momac~POOL~L0.868780~2~bw0.250,LIVE,momac,POOL,0.86878,2,0.25,9,27,0.43255543064956625,0.963555535009625,0.8514134106399466
LIVE~momac~POOL~L0.868780~3~bw0.250,LIVE,momac,POOL,0.86878,3,0.25,3,33,0.4846050692649494,0.9646728467281771,0.845018588064612
LIVE~momac~POOL~L0.868780~4~bw0.250,LIVE,momac,POOL,0.86878,4,0.25,7,29,0.45890690927498934,0.9637323491299187,0.863449704720659
LIVE~momac~POOL~L0.868780~5~bw0.250,LIVE,momac,POOL,0.86878,5,0.25,9,27,0.3711289781894356,0.9646977740035767,0.8505879571992803
LIVE~momac~POOL~L0.874387~0~bw0.250,LIVE,momac,POOL,0.874387,0,0.25,3,33,0.4605723172219649,0.963049211346291,0.862093898695016
LIVE~momac~POOL~L0.874387~1~bw0.250,LIVE,momac,POOL,0.874387,1,0.25,7,29,0.44152908299100063,0.9647716786254978,0.8525433009729546
LIVE~momac~POOL~L0.874387~2~bw0.250,LIVE,momac,POOL,0.874387,2,0.25,6,30,0.4140296789070083,0.9644005926433762,0.8576940878883957
LIVE~momac~POOL~L0.874387~3~bw0.250,LIVE,momac,POOL,0.874387,3,0.25,7,29,0.43645360851946247,0.967890513959646,0.8505074929080079
LIVE~momac~POOL~L0.874387~4~bw0.250,LIVE,momac,POOL,0.874387,4,0.25,8,28,0.4353297539994315,0.9630881669007711,0.853114436909961
LIVE~momac~POOL~L0.874387~5~bw0.250,LIVE,momac,POOL,0.874387,5,0.25,6,30,0.45309397324403605,0.9662102602950622,0.8324115771988181
LIVE~momac~POOL~L0.878383~0~bw0.250,LIVE,momac,POOL,0.878383,0,0.25,10,26,0.43762294606272373,0.964554079328834,0.8569876729174054
LIVE~momac~POOL~L0.878383~1~bw0.250,LIVE,momac,POOL,0.878383,1,0.25,9,27,0.4358115385772783,0.9655797111983184,0.8612091002563514
LIVE~momac~POOL~L0.878383~2~bw0.250,LIVE,momac,POOL,0.878383,2,0.25,4,32,0.46176370482409834,0.9662830676162145,0.8669322101150656
LIVE~momac~POOL~L0.878383~3~bw0.250,LIVE,momac,POOL,0.878383,3,0.25,11,25,0.41359301958800987,0.9653822078153274,0.8638531404874858
LIVE~momac~POOL~L0.878383~4~bw0.250,LIVE,momac,POOL,0.878383,4,0.25,7,29,0.4410974284290968,0.9629556089824525,0.8555158594095476
LIVE~momac~POOL~L0.878383~5~bw0.250,LIVE,momac,POOL,0.878383,5,0.25,7,29,0.4214310209249473,0.9639420130670451,0.8608027942941556
LIVE~momac~POOL~L0.882735~0~bw0.250,LIVE,momac,POOL,0.882735,0,0.25,9,27,0.40316588908829737,0.9651711074425557,0.8570072654653506
