stratum,panel,n,Ebar,Sharpe,oosS
Ebar-lo,B136,3,12.142245989304813,0.9002416565765837,0.9159700586224995
Ebar-lo,SMALL439,48,9.027786144578313,0.5135390704677233,0.5173442599354623
Ebar-lo,U56,15,12.682905982905984,1.1492904778112407,1.1895629564709636
Ebar-mid,B136,24,14.7548128342246,1.0511793971160819,1.0260195680830408
Ebar-mid,SMALL439,24,17.783885542168676,0.5069033530529689,0.5378861961674383
Ebar-mid,U56,18,18.251602564102562,1.094169063373717,1.1562688199486022
Ebar-hi,B136,45,30.35144385026738,1.0782571478189946,1.1015813972722412
Ebar-hi,U56,18,25.503205128205128,1.155420700666798,1.219131928716793
