bkey,pair,char,level,arm,seed,form,gross,keep4a,fail4b,keep4b,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
3761505216,BS,avol,0.262908,A,0,EWall,0.5,False,CAGR,False,0.08558671084458358,1.060836705332493,-0.18261015615998222,1.1358661436125224,1.019743746454179,1.0343035548496542,0.07574974624413722,-0.08177014747027667,0.09170688727518073,1.0787587292263316,-0.182610156159982
4006021217,BS,avol,0.262908,A,0,EWall,0.75,False,DD,False,0.12856812982524768,1.0609178747713188,-0.2646110290554927,1.1381559149042273,1.0184124155451388,1.0374404648267481,0.11397189862602453,-0.12140885562283454,0.13767811738108815,1.0772671476490594,-0.2646110290554927
637505760,BS,avol,0.262908,A,0,EWall,1.0,False,DD,False,0.17145052927512872,1.0606417606585552,-0.3407749838631796,1.1402099440361029,1.0166903545473962,1.040345743886967,0.15228481764654056,-0.16019942967592615,0.1834461464011914,1.0753684803946655,-0.3407749838631796
2665727497,BS,avol,0.262908,A,0,MA-RS,0.5,False,"H2,CAGR",False,0.0722257379565927,0.946808907001518,-0.16278625142645875,1.0978388328104811,0.8332181217381684,1.0105970364486148,0.07178315154280868,-0.08031077046356727,0.07249917003135975,0.9140420057575379,-0.16278625142645875
201434544,BS,avol,0.262908,A,0,MA-RS,0.75,False,"H2,DD",False,0.10813490575393758,0.9477525971687629,-0.23715498987197758,1.1001432187779692,0.833487674073169,1.0133599515293468,0.10788497881952686,-0.11925501545688155,0.10828928846194863,0.914128920953866,-0.23715498987197758
1529369897,BS,avol,0.262908,A,0,MA-RS,1.0,False,"H2,DD",False,0.14375445406308796,0.9486160819339339,-0.3070207531954894,1.1024237103189867,0.8336902496913224,1.0161139699867399,0.14402719195037617,-0.1573555238310942,0.14358604398268393,0.9141191287908165,-0.3070207531954894
4007734047,BS,avol,0.262908,A,1,EWall,0.5,False,CAGR,False,0.07865598783695704,0.964681902988094,-0.18503335494563278,0.923655626676212,1.010871428499506,0.8022674412679782,0.05891532160418178,-0.09777607616280615,0.09103119038936835,1.0551091760065785,-0.18503335494563244
4171567628,BS,avol,0.262908,A,1,EWall,0.75,False,DD,False,0.1177127736203023,0.9650199844775292,-0.26764201276290833,0.9251882152404849,1.0104403263491728,0.804398857611783,0.08769059713069605,-0.14489577173395574,0.1366669169531909,1.054410169138247,-0.2676420127629081
724219967,BS,avol,0.262908,A,1,EWall,1.0,False,DD,False,0.15635709199895653,0.9650315479667767,-0.34408422819143636,0.9264735388750954,1.0096462637953942,0.806279757373122,0.11585297492922542,-0.19078537036779342,0.1821034351562889,1.0533363240870535,-0.34408422819143625
2419519190,BS,avol,0.262908,A,1,MA-RS,0.5,False,"H1,CAGR",False,0.07679059766892538,1.027575556907099,-0.13816650070619962,0.8794643527377647,1.1569349724084173,0.7039567616463038,0.045156550969637665,-0.10048997269426896,0.09680418948667557,1.1991068723502556,-0.13816650070619962
442744797,BS,avol,0.262908,A,1,MA-RS,0.75,False,H1,False,0.11516994796902003,1.0275614861729172,-0.20215936922269595,0.8809654852795515,1.155750732633902,0.7057542062354812,0.06698060775556702,-0.14837533537487768,0.1460126158020303,1.198059066641106,-0.20215936922269617
1442676214,BS,avol,0.262908,A,1,MA-RS,1.0,False,"H1,DD",False,0.1533871725965006,1.0274634157831175,-0.26288049441667827,0.8824319630025244,1.1544463753853527,0.7075159650429844,0.08822091868162785,-0.1946696975624438,0.1955684716458932,1.1968878367499174,-0.2628804944166778
2471850837,BS,avol,0.262908,B,0,EWall,0.5,False,"H1,H2,OOS,DD,CAGR",False,0.05266886912629909,0.6120773978568808,-0.2050054601079695,0.853947388696918,0.4698147734183848,0.9432882604662657,0.07168530544732676,-0.10288471007774869,0.041093280316270464,0.459026593114735,-0.20500546010796905
1859194586,BS,avol,0.262908,B,0,EWall,0.75,False,"H1,H2,OOS,DD,CAGR",False,0.07692628624621722,0.6128889116950339,-0.29550506336522253,0.8566835660930322,0.4696986570361343,0.9460842377556268,0.10742623568761034,-0.15215192031443114,0.058510640113643486,0.4591363710713649,-0.2955050633652222
1453252725,BS,avol,0.262908,B,0,EWall,1.0,False,"H1,H2,OOS,DD",False,0.09957479724377505,0.6134983324942366,-0.378605801019983,0.8592399602228626,0.4694537477368523,0.9486934670515187,0.14294908363491032,-0.19992753538278873,0.07361313963150784,0.4591057239566857,-0.3786058010199833
3984766620,BS,avol,0.262908,B,0,MA-RS,0.5,False,"H1,H2,OOS,DD,CAGR",False,0.0364074300495969,0.43795550885025497,-0.22598630274402376,0.6171800115854874,0.3287607033743882,0.7161345454282372,0.0538679728057303,-0.11455786047143046,0.02576863160586118,0.30722869683990206,-0.22598630274402354
2350359307,BS,avol,0.262908,B,0,MA-RS,0.75,False,"H1,H2,OOS,DD,CAGR",False,0.052358442144160966,0.4407348508891368,-0.32482762728838943,0.6212093109380566,0.3315209447687052,0.7204206155005274,0.08001876831723842,-0.16815805619125956,0.03563048579976913,0.3099405305112126,-0.3248276272883883
675882428,BS,avol,0.262908,B,0,MA-RS,1.0,False,"H1,H2,OOS,DD,CAGR",False,0.06667468813427835,0.44352634083947795,-0.41473662949632717,0.6251961138906675,0.3344471672296494,0.7246554245472605,0.10554306508418265,-0.21938143884584083,0.04335532338210024,0.3127921967732957,-0.4147366294963274
4116580063,BS,avol,0.262908,B,1,EWall,0.5,False,"H2,OOS,CAGR",False,0.06232944519922623,0.7636180018310489,-0.19275582262923274,1.1637798588012591,0.5510352391413099,1.263092492697289,0.08436967571340093,-0.09521789699242278,0.04894178179188313,0.5595420040465401,-0.19275582262923285
1675259793,BS,avol,0.262908,B,1,EWall,0.75,False,"H2,OOS,DD,CAGR",False,0.09220668863359438,0.7641132824874899,-0.27814675725177973,1.16490426634449,0.5515584988271679,1.264533623012761,0.12754595314057382,-0.1402628896559045,0.0709366982379458,0.5599202488727706,-0.27814675725178006
815109631,BS,avol,0.262908,B,1,EWall,1.0,False,"H2,OOS,DD",False,0.1210219937874113,0.7644118111524332,-0.35675241366983146,1.1658923144594204,0.5519377561100542,1.2658423584397247,0.171289468122368,-0.1836538619178334,0.0910604506263073,0.5601419306682787,-0.35675241366983157
2341061398,BS,avol,0.262908,B,1,MA-RS,0.5,False,"H1,H2,OOS,CAGR",False,0.02589085057099494,0.3659600857349241,-0.17401105675931938,0.36829907723776234,0.3790106986317059,0.4242904087024933,0.024634903178125,-0.16531295937217982,0.026667290898543694,0.3466441334264836,-0.17401105675932105
2166145600,BS,avol,0.262908,B,1,MA-RS,0.75,False,"H1,H2,OOS,DD,CAGR",False,0.0370771666186811,0.36890841851773304,-0.2521060220520773,0.3700938275573857,0.38283679810909316,0.42650790735035515,0.03590440065566991,-0.23861086496645367,0.03780212844730113,0.34999282499597145,-0.2521060220520772
1312968758,BS,avol,0.262908,B,1,MA-RS,1.0,False,"H1,H2,OOS,DD,CAGR",False,0.04702869299816692,0.3718536390129133,-0.32456222851463323,0.371896576770407,0.38665757096200554,0.42873024781498625,0.04643769892740135,-0.3062106817543071,0.04739385687137743,0.35333968947370686,-0.3245622285146321
4276033241,BS,avol,0.342713,A,0,EWall,0.5,False,CAGR,False,0.09143551776106884,1.0374553027187265,-0.1931727088954478,1.038205969587138,1.0529597776396598,1.0207777410754628,0.08145067962246322,-0.0888689613515069,0.09764813587784182,1.050242181725932,-0.19317270889544758
