pair,K_small,K_big,sep,measure,n_families,ratio,pred_averaging,small,big
K05/K21,5,21,1,TE_pp,15,1.0533782377876313,0.4879500364742666,2.8504666140996933,2.548588077480308
K05/K21,5,21,1,dCAGR_pp,15,0.9584957298151837,0.4879500364742666,0.6230969244757745,0.664951035404318
K05/K21,5,21,2,TE_pp,15,0.9476908469763294,0.4879500364742666,3.4856714739208745,3.3697046322597695
K05/K21,5,21,2,dCAGR_pp,15,1.1012581593511246,0.4879500364742666,1.0057339028388892,0.6787110710044555
K10/K42,10,42,1,TE_pp,15,1.0849838499802054,0.4879500364742666,2.80136868417154,2.413535765326533
K10/K42,10,42,1,dCAGR_pp,15,1.2313408136409325,0.4879500364742666,0.6009819165570214,0.7142782525126004
K10/K42,10,42,2,TE_pp,15,1.0878013356937457,0.4879500364742666,3.38686092884387,3.0888303077468056
K10/K42,10,42,2,dCAGR_pp,15,1.099341168387368,0.4879500364742666,0.7146864927389593,0.7597810844215065
K10/K42,10,42,3,TE_pp,15,1.0244744460411481,0.4879500364742666,4.030962412512645,3.6037079320324397
K10/K42,10,42,3,dCAGR_pp,15,1.197535673179276,0.4879500364742666,1.0197138070459957,0.7257133535987332
K10/K42,10,42,4,TE_pp,15,0.9751178004969929,0.4879500364742666,4.273839782032207,4.007453369413072
K10/K42,10,42,4,dCAGR_pp,15,1.209609192088692,0.4879500364742666,1.0765565921501015,0.9919517552879231
K10/K42,10,42,5,TE_pp,15,0.9276114583125812,0.4879500364742666,4.483914324617187,4.450370884181812
K10/K42,10,42,5,dCAGR_pp,15,1.159792316258522,0.4879500364742666,1.0819473556986878,0.9470976798455091
K21/K63,21,63,1,TE_pp,15,1.0998965645952852,0.5773502691896257,2.548588077480308,2.375224254910882
K21/K63,21,63,1,dCAGR_pp,15,1.2249528934921683,0.5773502691896257,0.664951035404318,0.6402340474426218
K21/K63,21,63,2,TE_pp,15,1.127532257251059,0.5773502691896257,3.3697046322597695,2.988566057059122
K21/K63,21,63,2,dCAGR_pp,15,1.0152077137465547,0.5773502691896257,0.6787110710044555,0.7306544083406141
K21/K63,21,63,3,TE_pp,15,1.1324552422254783,0.5773502691896257,4.002783329286526,3.4251692072971727
K21/K63,21,63,3,dCAGR_pp,15,0.9517360789838109,0.5773502691896257,0.7487833283477787,0.8204838013002416
K21/K63,21,63,4,TE_pp,15,1.1192756224632343,0.5773502691896257,4.468536030036345,3.8704896547842322
K21/K63,21,63,4,dCAGR_pp,15,1.1737461777673972,0.5773502691896257,1.1803219171377037,1.0056023521054733
K21/K63,21,63,5,TE_pp,15,1.1369005021817835,0.5773502691896257,4.766463635923398,4.181635091814934
K21/K63,21,63,5,dCAGR_pp,15,0.9887503485080683,0.5773502691896257,0.9001154428890388,0.970332300924202
K21/K63,21,63,6,TE_pp,15,1.0985550310662466,0.5773502691896257,5.036011246216657,4.441136997855897
K21/K63,21,63,6,dCAGR_pp,15,0.9983109211073602,0.5773502691896257,1.0671015809085702,0.9827320586970121
K21/K63,21,63,7,TE_pp,15,1.0394171562361387,0.5773502691896257,5.2095049687807435,4.7570990002005535
K21/K63,21,63,7,dCAGR_pp,15,0.8996483331809185,0.5773502691896257,0.8884236023199321,1.1698284438663507
K21/K63,21,63,8,TE_pp,15,1.0375277263789393,0.5773502691896257,5.283246247062264,5.034409473570165
K21/K63,21,63,8,dCAGR_pp,15,0.8548030082955893,0.5773502691896257,0.6782719119264211,1.1267121211356876
K21/K63,21,63,9,TE_pp,15,0.9928851321082556,0.5773502691896257,5.463659582730577,5.2549125176348195
K21/K63,21,63,9,dCAGR_pp,15,0.7850697447266368,0.5773502691896257,0.9049765954622941,1.1453988339628722
K21/K63,21,63,10,TE_pp,15,0.975039864507356,0.5773502691896257,5.512004632217693,5.472189464207417
K21/K63,21,63,10,dCAGR_pp,15,0.7746868456269513,0.5773502691896257,0.9189748994771456,1.3145914289779626
