panel,source,kind,etf_share,seed,r_target,n,n_elig,r_real,k,dS,dC,rev,rev_eps0
MIX~s0.500~0,MIX,MIX,0.5,0,0.5,14,27.0,0.5185185185185185,36,0.05629780332462342,-0.005680464148373865,True,True
MIX~s0.500~0,MIX,MIX,0.5,0,0.75,20,27.0,0.7407407407407407,36,-0.004515495642308576,-0.007227085237307307,False,False
MIX~s0.500~0,MIX,MIX,0.5,0,1.0,27,27.0,1.0,36,-0.0034590248077073227,-0.002112307613656217,False,False
MIX~s0.500~1,MIX,MIX,0.5,1,0.05,1,26.0,0.038461538461538464,36,0.30376929566048594,-0.04464662527038188,True,True
MIX~s0.500~1,MIX,MIX,0.5,1,0.1,3,26.0,0.11538461538461539,36,0.21437797188670682,-0.029084736451337134,True,True
MIX~s0.500~1,MIX,MIX,0.5,1,0.2,5,26.0,0.19230769230769232,36,0.1399892523184635,-0.025891182190170392,True,True
MIX~s0.500~1,MIX,MIX,0.5,1,0.35,9,26.0,0.34615384615384615,36,-0.08629179644405449,-0.04059328500153869,False,False
MIX~s0.500~1,MIX,MIX,0.5,1,0.5,13,26.0,0.5,36,-0.03322761471832636,-0.021454721280240063,False,False
MIX~s0.500~1,MIX,MIX,0.5,1,0.75,20,26.0,0.7692307692307693,36,-0.025746128939399093,-0.009939847763020149,False,False
MIX~s0.500~1,MIX,MIX,0.5,1,1.0,26,26.0,1.0,36,-0.005534692404872699,-0.002957624389346103,False,False
MIX~s0.500~2,MIX,MIX,0.5,2,0.05,1,26.0,0.038461538461538464,36,0.08292563015476928,-0.07025191669683939,True,True
MIX~s0.500~2,MIX,MIX,0.5,2,0.1,3,26.0,0.11538461538461539,36,0.09161966610916239,-0.029260198641236412,True,True
MIX~s0.500~2,MIX,MIX,0.5,2,0.2,5,26.0,0.19230769230769232,36,0.09481242472743923,-0.01299075864331023,True,True
MIX~s0.500~2,MIX,MIX,0.5,2,0.35,9,26.0,0.34615384615384615,36,0.03736583595839227,-0.010789611519326003,True,True
MIX~s0.500~2,MIX,MIX,0.5,2,0.5,13,26.0,0.5,36,-0.004912288050423874,-0.010343699963633934,False,False
MIX~s0.500~2,MIX,MIX,0.5,2,0.75,20,26.0,0.7692307692307693,36,0.011782668979360644,-0.0027150706410110637,True,True
MIX~s0.500~2,MIX,MIX,0.5,2,1.0,26,26.0,1.0,36,-0.004246786353938603,-0.0015947574232368922,False,False
MIX~s0.500~3,MIX,MIX,0.5,3,0.05,1,27.0,0.037037037037037035,36,0.27956322332821915,-0.07780569233944723,True,True
MIX~s0.500~3,MIX,MIX,0.5,3,0.1,3,27.0,0.1111111111111111,36,0.3361471888296992,-0.010238351164421955,True,True
MIX~s0.500~3,MIX,MIX,0.5,3,0.2,5,27.0,0.18518518518518517,36,0.31396957062234576,0.004174411271463896,False,False
MIX~s0.500~3,MIX,MIX,0.5,3,0.35,9,27.0,0.3333333333333333,36,0.18056875478262024,0.00010317560651196267,False,False
MIX~s0.500~3,MIX,MIX,0.5,3,0.5,14,27.0,0.5185185185185185,36,0.0957488514329714,-0.0014983662162726397,True,True
MIX~s0.500~3,MIX,MIX,0.5,3,0.75,20,27.0,0.7407407407407407,36,0.039560721592627135,-0.0018862163304971258,True,True
MIX~s0.500~3,MIX,MIX,0.5,3,1.0,27,27.0,1.0,36,0.008553838431213712,-0.0006302885328581809,True,True
MIX~s0.500~4,MIX,MIX,0.5,4,0.05,1,26.0,0.038461538461538464,36,0.14767136051583463,-0.12833937573826493,True,True
MIX~s0.500~4,MIX,MIX,0.5,4,0.1,3,26.0,0.11538461538461539,36,0.1736209772213787,-0.04966157051376596,True,True
MIX~s0.500~4,MIX,MIX,0.5,4,0.2,5,26.0,0.19230769230769232,36,0.18821247999242852,-0.026123020971537958,True,True
MIX~s0.500~4,MIX,MIX,0.5,4,0.35,9,26.0,0.34615384615384615,36,0.09454035347918954,-0.019449519631729473,True,True
MIX~s0.500~4,MIX,MIX,0.5,4,0.5,13,26.0,0.5,36,0.07414043185701436,-0.011002794767583035,True,True
MIX~s0.500~4,MIX,MIX,0.5,4,0.75,20,26.0,0.7692307692307693,36,0.034814580713036114,-0.004229146017682872,True,True
MIX~s0.500~4,MIX,MIX,0.5,4,1.0,26,26.0,1.0,36,0.012731614736647634,-0.0012400368154479313,True,True
MIX~s0.500~5,MIX,MIX,0.5,5,0.05,1,28.0,0.03571428571428571,36,0.16315581134376855,-0.07172520484645029,True,True
MIX~s0.500~5,MIX,MIX,0.5,5,0.1,3,28.0,0.10714285714285714,36,0.08060020181096861,-0.03991298164705359,True,True
MIX~s0.500~5,MIX,MIX,0.5,5,0.2,6,28.0,0.21428571428571427,36,0.014263164397112948,-0.02800286688111364,True,True
MIX~s0.500~5,MIX,MIX,0.5,5,0.35,10,28.0,0.35714285714285715,36,0.012742511372362153,-0.016128715984739195,True,True
MIX~s0.500~5,MIX,MIX,0.5,5,0.5,14,28.0,0.5,36,0.034320539238881786,-0.006674999214992816,True,True
MIX~s0.500~5,MIX,MIX,0.5,5,0.75,21,28.0,0.75,36,0.015590963515064726,-0.0026503700285402942,True,True
MIX~s0.500~5,MIX,MIX,0.5,5,1.0,28,28.0,1.0,36,-0.004330526262035783,-0.0015739296140813153,False,False
MIX~s0.625~0,MIX,MIX,0.625,0,0.05,1,26.0,0.038461538461538464,36,0.20084826791484645,-0.0525011866488061,True,True
MIX~s0.625~0,MIX,MIX,0.625,0,0.1,3,26.0,0.11538461538461539,36,-0.08293238483148091,-0.07816311032702083,False,False
MIX~s0.625~0,MIX,MIX,0.625,0,0.2,5,26.0,0.19230769230769232,36,0.017368386887151033,-0.034485477913901885,True,True
MIX~s0.625~0,MIX,MIX,0.625,0,0.35,9,26.0,0.34615384615384615,36,0.038959708478639166,-0.013724444070394304,True,True
MIX~s0.625~0,MIX,MIX,0.625,0,0.5,13,26.0,0.5,36,0.01237612790052256,-0.009899622484866422,True,True
MIX~s0.625~0,MIX,MIX,0.625,0,0.75,20,26.0,0.7692307692307693,36,0.009433638222695162,-0.003543001553294678,True,True
MIX~s0.625~0,MIX,MIX,0.625,0,1.0,26,26.0,1.0,36,0.007399671177104605,-0.0003966362014964364,False,True
MIX~s0.625~1,MIX,MIX,0.625,1,0.05,1,27.0,0.037037037037037035,36,0.39314605510680767,-0.02164056140338566,True,True
MIX~s0.625~1,MIX,MIX,0.625,1,0.1,3,27.0,0.1111111111111111,36,0.09465139245039456,-0.056287472468773636,True,True
MIX~s0.625~1,MIX,MIX,0.625,1,0.2,5,27.0,0.18518518518518517,36,0.12960225295838923,-0.026138206928131957,True,True
MIX~s0.625~1,MIX,MIX,0.625,1,0.35,9,27.0,0.3333333333333333,36,0.11052950740408884,-0.009377667982551463,True,True
MIX~s0.625~1,MIX,MIX,0.625,1,0.5,14,27.0,0.5185185185185185,36,0.02382364028478845,-0.011247068712489261,True,True
MIX~s0.625~1,MIX,MIX,0.625,1,0.75,20,27.0,0.7407407407407407,36,0.01743591569087577,-0.0048317816583614,True,True
MIX~s0.625~1,MIX,MIX,0.625,1,1.0,27,27.0,1.0,36,0.02291622748494604,0.0007500434460125938,False,False
MIX~s0.625~2,MIX,MIX,0.625,2,0.05,1,27.0,0.037037037037037035,36,0.45364816550881215,0.008799168633655041,False,False
MIX~s0.625~2,MIX,MIX,0.625,2,0.1,3,27.0,0.1111111111111111,36,0.11487922051029331,-0.039592172459950836,True,True
MIX~s0.625~2,MIX,MIX,0.625,2,0.2,5,27.0,0.18518518518518517,36,0.180070612900477,-0.01343040034399512,True,True
MIX~s0.625~2,MIX,MIX,0.625,2,0.35,9,27.0,0.3333333333333333,36,0.12492439827304724,-0.008829746587029952,True,True
MIX~s0.625~2,MIX,MIX,0.625,2,0.5,14,27.0,0.5185185185185185,36,0.039776229546881536,-0.010271330340953178,True,True
MIX~s0.625~2,MIX,MIX,0.625,2,0.75,20,27.0,0.7407407407407407,36,0.023628372631423034,-0.005543218868541144,True,True
MIX~s0.625~2,MIX,MIX,0.625,2,1.0,27,27.0,1.0,36,0.008747090288042214,-0.0009628752040264921,True,True
MIX~s0.625~3,MIX,MIX,0.625,3,0.05,1,26.0,0.038461538461538464,36,0.45355810821301573,0.02348884733965484,False,False
MIX~s0.625~3,MIX,MIX,0.625,3,0.1,3,26.0,0.11538461538461539,36,0.29115549230505505,0.004795730067840953,False,False
MIX~s0.625~3,MIX,MIX,0.625,3,0.2,5,26.0,0.19230769230769232,36,0.1032788601242085,-0.013103428064767053,True,True
MIX~s0.625~3,MIX,MIX,0.625,3,0.35,9,26.0,0.34615384615384615,36,-0.04005555163388286,-0.019397762943635266,False,False
MIX~s0.625~3,MIX,MIX,0.625,3,0.5,13,26.0,0.5,36,-0.04775231820511605,-0.0144851815492415,False,False
MIX~s0.625~3,MIX,MIX,0.625,3,0.75,20,26.0,0.7692307692307693,36,-0.04941095076310442,-0.009399086714147575,False,False
MIX~s0.625~3,MIX,MIX,0.625,3,1.0,26,26.0,1.0,36,-0.00912555892073652,-0.0023432759236159395,False,False
MIX~s0.625~4,MIX,MIX,0.625,4,0.05,1,26.0,0.038461538461538464,36,0.43700347107640425,0.023573548189867566,False,False
MIX~s0.625~4,MIX,MIX,0.625,4,0.1,3,26.0,0.11538461538461539,36,0.12299235163244182,-0.02586098736934761,True,True
MIX~s0.625~4,MIX,MIX,0.625,4,0.2,5,26.0,0.19230769230769232,36,0.1516329659303849,-0.008656398206022375,True,True
MIX~s0.625~4,MIX,MIX,0.625,4,0.35,9,26.0,0.34615384615384615,36,-0.0021605335043336504,-0.020465108725041592,False,False
MIX~s0.625~4,MIX,MIX,0.625,4,0.5,13,26.0,0.5,36,-0.025957008229269496,-0.01605451369019595,False,False
MIX~s0.625~4,MIX,MIX,0.625,4,0.75,20,26.0,0.7692307692307693,36,-0.003834528008774707,-0.00638066729987008,False,False
MIX~s0.625~4,MIX,MIX,0.625,4,1.0,26,26.0,1.0,36,-0.017578795863556484,-0.00391695899071709,False,False
MIX~s0.625~5,MIX,MIX,0.625,5,0.05,1,27.0,0.037037037037037035,36,0.10052905136700074,-0.12796118356038622,True,True
MIX~s0.625~5,MIX,MIX,0.625,5,0.1,3,27.0,0.1111111111111111,36,0.032693024100689305,-0.07003276088778887,True,True
MIX~s0.625~5,MIX,MIX,0.625,5,0.2,5,27.0,0.18518518518518517,36,0.1198144898847221,-0.02876422995496908,True,True
MIX~s0.625~5,MIX,MIX,0.625,5,0.35,9,27.0,0.3333333333333333,36,0.026459914259057915,-0.024229236620161076,True,True
MIX~s0.625~5,MIX,MIX,0.625,5,0.5,14,27.0,0.5185185185185185,36,0.002546366646178244,-0.015103760071279337,False,True
MIX~s0.625~5,MIX,MIX,0.625,5,0.75,20,27.0,0.7407407407407407,36,0.0250336610744486,-0.0054541486503274506,True,True
MIX~s0.625~5,MIX,MIX,0.625,5,1.0,27,27.0,1.0,36,-0.00640105714656547,-0.002576544284607518,False,False
MIX~s0.750~0,MIX,MIX,0.75,0,0.05,1,27.0,0.037037037037037035,36,0.5206792520995164,0.004971406739442408,False,False
MIX~s0.750~0,MIX,MIX,0.75,0,0.1,3,27.0,0.1111111111111111,36,0.31049678787852153,-0.010793371934080254,True,True
MIX~s0.750~0,MIX,MIX,0.75,0,0.2,5,27.0,0.18518518518518517,36,0.19676153980948186,-0.013365569617819428,True,True
MIX~s0.750~0,MIX,MIX,0.75,0,0.35,9,27.0,0.3333333333333333,36,0.06359988768964941,-0.015743683971742195,True,True
MIX~s0.750~0,MIX,MIX,0.75,0,0.5,14,27.0,0.5185185185185185,36,-0.020020892484902242,-0.016215472491089455,False,False
MIX~s0.750~0,MIX,MIX,0.75,0,0.75,20,27.0,0.7407407407407407,36,0.008974955924448524,-0.006325629072559069,True,True
MIX~s0.750~0,MIX,MIX,0.75,0,1.0,27,27.0,1.0,36,0.007202463586796659,-0.0015199812861275142,True,True
MIX~s0.750~1,MIX,MIX,0.75,1,0.05,1,27.0,0.037037037037037035,36,0.5821561864518561,0.05696098239557279,False,False
MIX~s0.750~1,MIX,MIX,0.75,1,0.1,3,27.0,0.1111111111111111,36,0.4388534962260983,0.029919158184458672,False,False
MIX~s0.750~1,MIX,MIX,0.75,1,0.2,5,27.0,0.18518518518518517,36,0.24704205717369254,0.0070681939950463235,False,False
MIX~s0.750~1,MIX,MIX,0.75,1,0.35,9,27.0,0.3333333333333333,36,0.10807109126400583,-0.001938988019088983,True,True
MIX~s0.750~1,MIX,MIX,0.75,1,0.5,14,27.0,0.5185185185185185,36,-0.0014398851432338988,-0.009509456036623343,False,False
MIX~s0.750~1,MIX,MIX,0.75,1,0.75,20,27.0,0.7407407407407407,36,-0.028725722635029705,-0.008416006802679954,False,False
MIX~s0.750~1,MIX,MIX,0.75,1,1.0,27,27.0,1.0,36,0.010074165860526785,-0.00011651836552717398,False,True
MIX~s0.750~2,MIX,MIX,0.75,2,0.05,1,25.0,0.04,36,0.418972357473132,0.024806141008034688,False,False
MIX~s0.750~2,MIX,MIX,0.75,2,0.1,2,25.0,0.08,36,0.22731080755201188,-0.008742939438078468,True,True
MIX~s0.750~2,MIX,MIX,0.75,2,0.2,5,25.0,0.2,36,-0.004977922995326511,-0.02548457350584088,False,False
MIX~s0.750~2,MIX,MIX,0.75,2,0.35,9,25.0,0.36,36,-0.021911004666449907,-0.016674691701353384,False,False
MIX~s0.750~2,MIX,MIX,0.75,2,0.5,12,25.0,0.48,36,-0.04241579697580011,-0.014878049281520589,False,False
MIX~s0.750~2,MIX,MIX,0.75,2,0.75,19,25.0,0.76,36,-0.04214751895543334,-0.009192454534107108,False,False
MIX~s0.750~2,MIX,MIX,0.75,2,1.0,25,25.0,1.0,36,-0.015963739645271202,-0.0033018022685766812,False,False
MIX~s0.750~3,MIX,MIX,0.75,3,0.05,1,28.0,0.03571428571428571,36,-0.09945645448970875,-0.18170064563388433,False,False
MIX~s0.750~3,MIX,MIX,0.75,3,0.1,3,28.0,0.10714285714285714,36,0.06463634743070701,-0.06113486704178661,True,True
MIX~s0.750~3,MIX,MIX,0.75,3,0.2,6,28.0,0.21428571428571427,36,0.15999365614436334,-0.013996804460485901,True,True
MIX~s0.750~3,MIX,MIX,0.75,3,0.35,10,28.0,0.35714285714285715,36,0.04659806544100886,-0.01642848475815195,True,True
MIX~s0.750~3,MIX,MIX,0.75,3,0.5,14,28.0,0.5,36,-0.0034624244374319435,-0.014907362951304792,False,False
MIX~s0.750~3,MIX,MIX,0.75,3,0.75,21,28.0,0.75,36,-0.013451855253566736,-0.008260790428719744,False,False
MIX~s0.750~3,MIX,MIX,0.75,3,1.0,28,28.0,1.0,36,0.007822059293796868,-0.0008390760034133748,True,True
MIX~s0.750~4,MIX,MIX,0.75,4,0.05,1,27.0,0.037037037037037035,36,0.46746493493911256,0.02324611905884244,False,False
MIX~s0.750~4,MIX,MIX,0.75,4,0.1,3,27.0,0.1111111111111111,36,0.14825189088567126,-0.022648836953848006,True,True
MIX~s0.750~4,MIX,MIX,0.75,4,0.2,5,27.0,0.18518518518518517,36,0.1310192829130281,-0.013268136931722019,True,True
MIX~s0.750~4,MIX,MIX,0.75,4,0.35,9,27.0,0.3333333333333333,36,0.10151101206040647,-0.005464701635498059,True,True
MIX~s0.750~4,MIX,MIX,0.75,4,0.5,14,27.0,0.5185185185185185,36,0.008162637735407374,-0.00944849553705196,True,True
MIX~s0.750~4,MIX,MIX,0.75,4,0.75,20,27.0,0.7407407407407407,36,-0.016547350424461316,-0.007809907540789585,False,False
MIX~s0.750~4,MIX,MIX,0.75,4,1.0,27,27.0,1.0,36,-0.010209395634857232,-0.002755918796965462,False,False
MIX~s0.750~5,MIX,MIX,0.75,5,0.05,1,28.0,0.03571428571428571,36,0.5280543127778383,0.0308925042606063,False,False
MIX~s0.750~5,MIX,MIX,0.75,5,0.1,3,28.0,0.10714285714285714,36,0.2412956651957795,-0.007041656812431407,True,True
MIX~s0.750~5,MIX,MIX,0.75,5,0.2,6,28.0,0.21428571428571427,36,0.0855281439994593,-0.01484507606766372,True,True
MIX~s0.750~5,MIX,MIX,0.75,5,0.35,10,28.0,0.35714285714285715,36,0.04496105273741979,-0.010745611899843022,True,True
MIX~s0.750~5,MIX,MIX,0.75,5,0.5,14,28.0,0.5,36,-0.00932090006459052,-0.01174941478845426,False,False
MIX~s0.750~5,MIX,MIX,0.75,5,0.75,21,28.0,0.75,36,0.01884802445074729,-0.003396823141290195,True,True
MIX~s0.750~5,MIX,MIX,0.75,5,1.0,28,28.0,1.0,36,-0.001393729443406655,-0.001227810979544719,False,False
MIX~s0.875~0,MIX,MIX,0.875,0,0.05,1,27.0,0.037037037037037035,36,0.27207025226652676,-0.018307688000154698,True,True
MIX~s0.875~0,MIX,MIX,0.875,0,0.1,3,27.0,0.1111111111111111,36,0.25458114414280825,-0.004974766576810952,True,True
MIX~s0.875~0,MIX,MIX,0.875,0,0.2,5,27.0,0.18518518518518517,36,0.16103073146162983,-0.009263273019230134,True,True
MIX~s0.875~0,MIX,MIX,0.875,0,0.35,9,27.0,0.3333333333333333,36,0.1061608945437007,-0.005966778461657052,True,True
MIX~s0.875~0,MIX,MIX,0.875,0,0.5,14,27.0,0.5185185185185185,36,0.005417353630450039,-0.01087651011562385,True,True
MIX~s0.875~0,MIX,MIX,0.875,0,0.75,20,27.0,0.7407407407407407,36,-0.01127581281818002,-0.00779323477625149,False,False
MIX~s0.875~0,MIX,MIX,0.875,0,1.0,27,27.0,1.0,36,-0.012258010959715016,-0.002941099132142133,False,False
MIX~s0.875~1,MIX,MIX,0.875,1,0.05,1,27.0,0.037037037037037035,36,0.173656741504554,-0.03601643810440258,True,True
MIX~s0.875~1,MIX,MIX,0.875,1,0.1,3,27.0,0.1111111111111111,36,0.26066967358323767,0.0020368460598665372,False,False
MIX~s0.875~1,MIX,MIX,0.875,1,0.2,5,27.0,0.18518518518518517,36,0.16577320593377032,-0.0043977083422086505,True,True
MIX~s0.875~1,MIX,MIX,0.875,1,0.35,9,27.0,0.3333333333333333,36,0.03814999057232393,-0.011770597720075271,True,True
MIX~s0.875~1,MIX,MIX,0.875,1,0.5,14,27.0,0.5185185185185185,36,-0.0224893953776355,-0.012643496566964396,False,False
MIX~s0.875~1,MIX,MIX,0.875,1,0.75,20,27.0,0.7407407407407407,36,-0.025487961152699024,-0.008238446723499715,False,False
MIX~s0.875~1,MIX,MIX,0.875,1,1.0,27,27.0,1.0,36,-0.010085000371329977,-0.00268017418399058,False,False
MIX~s0.875~2,MIX,MIX,0.875,2,0.05,1,27.0,0.037037037037037035,36,0.4904739366437241,0.03962152612104175,False,False
MIX~s0.875~2,MIX,MIX,0.875,2,0.1,3,27.0,0.1111111111111111,36,0.4099250410824007,0.02771737018782794,False,False
MIX~s0.875~2,MIX,MIX,0.875,2,0.2,5,27.0,0.18518518518518517,36,0.18727530741643061,-0.00027662801037497964,False,True
MIX~s0.875~2,MIX,MIX,0.875,2,0.35,9,27.0,0.3333333333333333,36,0.04495413673114579,-0.010007542624278276,True,True
MIX~s0.875~2,MIX,MIX,0.875,2,0.5,14,27.0,0.5185185185185185,36,-0.009227118067870355,-0.010232376344402327,False,False
MIX~s0.875~2,MIX,MIX,0.875,2,0.75,20,27.0,0.7407407407407407,36,-0.011422448647332661,-0.0063687162252061835,False,False
MIX~s0.875~2,MIX,MIX,0.875,2,1.0,27,27.0,1.0,36,0.004774001115423698,-0.000799581437525454,False,True
MIX~s0.875~3,MIX,MIX,0.875,3,0.05,1,27.0,0.037037037037037035,36,0.3617250800116755,0.0009148983363393981,False,False
MIX~s0.875~3,MIX,MIX,0.875,3,0.1,3,27.0,0.1111111111111111,36,0.2598362281215952,-0.0024273247599087,True,True
MIX~s0.875~3,MIX,MIX,0.875,3,0.2,5,27.0,0.18518518518518517,36,0.2146740675512151,-0.00014415031927894617,False,True
MIX~s0.875~3,MIX,MIX,0.875,3,0.35,9,27.0,0.3333333333333333,36,0.07005512757263221,-0.009001354088416846,True,True
MIX~s0.875~3,MIX,MIX,0.875,3,0.5,14,27.0,0.5185185185185185,36,-0.019817503793053803,-0.01249376343119879,False,False
MIX~s0.875~3,MIX,MIX,0.875,3,0.75,20,27.0,0.7407407407407407,36,-0.03701245611021009,-0.0092843573126824,False,False
MIX~s0.875~3,MIX,MIX,0.875,3,1.0,27,27.0,1.0,36,0.00356511521547187,-0.0010238794809593887,False,True
MIX~s0.875~4,MIX,MIX,0.875,4,0.05,1,26.0,0.038461538461538464,36,0.6140400782661917,0.055679938227870096,False,False
MIX~s0.875~4,MIX,MIX,0.875,4,0.1,3,26.0,0.11538461538461539,36,0.44682650465666945,0.024730211878102093,False,False
MIX~s0.875~4,MIX,MIX,0.875,4,0.2,5,26.0,0.19230769230769232,36,0.22095243448827384,-0.003268361334791914,True,True
MIX~s0.875~4,MIX,MIX,0.875,4,0.35,9,26.0,0.34615384615384615,36,0.15862515236916142,-0.0009338419646149898,True,True
MIX~s0.875~4,MIX,MIX,0.875,4,0.5,13,26.0,0.5,36,-0.0014340326197408437,-0.014008534896566838,False,False
MIX~s0.875~4,MIX,MIX,0.875,4,0.75,20,26.0,0.7692307692307693,36,0.003378391769648159,-0.00618494689972704,False,True
MIX~s0.875~4,MIX,MIX,0.875,4,1.0,26,26.0,1.0,36,-0.007065380740441496,-0.0028157021956298767,False,False
MIX~s0.875~5,MIX,MIX,0.875,5,0.05,1,26.0,0.038461538461538464,36,0.1723867761218577,-0.04202314562904674,True,True
MIX~s0.875~5,MIX,MIX,0.875,5,0.1,3,26.0,0.11538461538461539,36,0.18498473819900796,-0.011790413738318017,True,True
MIX~s0.875~5,MIX,MIX,0.875,5,0.2,5,26.0,0.19230769230769232,36,0.14955816041091985,-0.006737978101051034,True,True
MIX~s0.875~5,MIX,MIX,0.875,5,0.35,9,26.0,0.34615384615384615,36,0.03737900912066405,-0.0115805314513584,True,True
MIX~s0.875~5,MIX,MIX,0.875,5,0.5,13,26.0,0.5,36,-0.042549508943819925,-0.015082467699070401,False,False
MIX~s0.875~5,MIX,MIX,0.875,5,0.75,20,26.0,0.7692307692307693,36,-0.012150602395094912,-0.006038647813370268,False,False
MIX~s0.875~5,MIX,MIX,0.875,5,1.0,26,26.0,1.0,36,0.003393901231988128,-0.0009970482548924409,False,True
