panel,arm,CAGR,Sharpe,MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
U56,SPY,0.15064126359634944,0.8814838627584561,-0.33717235283398306,0.15150873781069918,0.8685843027246067,-0.33717235283398317
U56,LIVE RULES v2,0.08596674107694668,1.1981840999204236,-0.12054948821512834,0.09415798496154681,1.2716994601576919,-0.12054948821512845
U56,ANCHOR (do nothing),0.15714672654911843,1.1479799954464627,-0.19127561830465023,0.1716196082191408,1.1759465345181017,-0.19127561830465023
B136,SPY,0.15163389387763448,0.8861754876770278,-0.3371595330739303,0.15331427255204866,0.8769078511614361,-0.3371595330739301
B136,LIVE RULES v2,0.07977883927766838,1.0993768630350007,-0.12240985403190008,0.07884939392053303,1.1061149281164175,-0.12240985403190019
B136,ANCHOR (do nothing),0.16184809643572629,1.0715348935832014,-0.20740302267849475,0.1628665539757932,1.024015074035567,-0.20740302267849475
SMALL,SPY,0.14058393631844512,0.8581841464091539,-0.33717235283398317,0.15331699963496637,0.8768940791478297,-0.33717235283398317
SMALL,LIVE RULES v2,0.0464314538569941,0.7130000257920178,-0.12176044565869748,0.044697858502255716,0.6517830891704711,-0.12176044565869848
SMALL,ANCHOR (do nothing),0.07837619925720163,0.5054582547554105,-0.3581405418032818,0.07086077006544778,0.4534302580652866,-0.3581405418032817
U56,BEST RULE-8 PICK (ALL4/T_NONE/CH_ANCHOR),0.15714672654911843,1.1479799954464627,-0.19127561830465023,0.1716196082191408,1.1759465345181017,-0.19127561830465023
