panel,book,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,dd_leg,beta_FULL,beta_SPYDD,beta_DDWIN
U56,MOM/5/0.25,0.06201279939357218,0.9979278639460879,-0.10078758658197284,1.2249552289010819,0.8207616950031507,1.2620907423675283,0.05383180032883672,0.8198451802304049,-0.10078758658197307,True,0.22535661948356522,0.2808759189988511,0.2808759189988511
U56,MOM/5/0.50,0.12442902838318726,1.0042436265756014,-0.1910823830566758,1.2292438389074998,0.8286331587182507,1.265117668320494,0.10685628303858019,0.8282107658289528,-0.1910823830566759,True,0.45311516940998625,0.5701415485610067,0.5701415485610067
U56,MOM/5/0.75,0.18696622678861918,1.0103598595156598,-0.27242453500135344,1.2333312755583332,0.8363993795187488,1.2679375817993925,0.15876677134197825,0.836455504064909,-0.27242453500135344,False,0.6836887717150606,0.8688805379992943,0.8688805379992943
U56,MOM/5/1.00,0.24931999542815997,1.0163260436280892,-0.3460670057986598,1.2372529712701477,0.8441300257062865,1.2705905376874649,0.20924400058004733,0.8446420847364144,-0.3460670057986601,False,0.9175331636532801,1.1783315412845667,1.1783315412845667
U56,MOM/10/0.25,0.05504541913808536,1.1151850945771993,-0.08383288074231265,1.1986988239769323,1.0541046466713833,1.1569715986572657,0.05717283009256846,1.090384193389061,-0.0838328807423131,True,0.20401032883779782,0.205618660702956,0.20674470762034755
U56,MOM/10/0.50,0.11098260785616465,1.1194976781931778,-0.16098636975112768,1.2036593746656845,1.0577493145203283,1.1615740043557996,0.1150435351873178,1.0943688711786905,-0.16098636975112746,True,0.40946350665457,0.41523172038028405,0.4174811976024254
U56,MOM/10/0.75,0.1676726157849351,1.123659140988341,-0.23215156185759167,1.2084680359646705,1.0612734831362605,1.166046614939156,0.17342840496733603,1.0982021106345292,-0.23215156185759167,False,0.6165765824357642,0.6292478142605343,0.6326201135799868
U56,MOM/10/1.00,0.22496108862466002,1.1276796478044875,-0.29792749355108394,1.2131453068417657,1.064681337459498,1.1704104074702952,0.23212420103189468,1.1018876034352258,-0.29792749355108394,False,0.8255825620398635,0.8481197304616157,0.8526162953237267
U56,MOM/20/0.25,0.0479201295369045,1.188193925366699,-0.06909296829938283,1.199671767628909,1.1853757805066114,1.0873466201251705,0.05388041225111495,1.2651926881787372,-0.06909296829938238,True,0.17853580508779318,0.16064475785992602,
U56,MOM/20/0.50,0.09673566141427936,1.1911298986031638,-0.1340205014097181,1.2032983644691588,1.1876574276348666,1.0910618819639077,0.10896722485238275,1.2675884284930283,-0.13402050140971788,True,0.3581735835521048,0.32459415058116775,
