panel,rung,cadence,pick_B,pick_depth,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,nogate_OOS_Sharpe,nogate_OOS_CAGR,grid_mean_OOS,best_OOS,regret,vs_nogate,spy_OOS,v2_OOS
U56,0,D,0.4,0.25,1.0637188441568952,0.12138306740132498,1.250439850953938,-0.14973805279277785,1.194763825348269,0.12264409917161023,1.281263588727449,1.3419541830159538,-0.09151433206201576,0.05567602560566898,0.8820107671822842,1.3095985770043688
U56,0,W,0.3,1.0,1.0919128619834535,0.120347662515496,1.2609369812585316,-0.15769540293383977,1.194763825348269,0.12264409917161023,1.2457728594293573,1.276681179147932,-0.015744197889400402,0.06617315591026252,0.8820107671822842,1.3095985770043688
U56,10,D,0.4,0.25,0.9705515473717776,0.11134986684174919,1.1560000373439634,-0.1512865001105601,1.111874408264675,0.11329149227062874,1.1823152224318159,1.2480774181098282,-0.0920773807658648,0.04412562907928841,0.8820107671822842,1.285072363206482
U56,10,W,0.3,1.0,1.000220590132754,0.11173849305215966,1.1784688636866412,-0.15874704847794519,1.111874408264675,0.11329149227062874,1.160977947087362,1.1898121358814493,-0.01134327219480813,0.06659445542196618,0.8820107671822842,1.285072363206482
U56,25,D,0.4,0.25,0.8304295786093343,0.09646298666242092,1.0139075227696128,-0.15360539960673292,0.9871576088117031,0.09940302871023943,1.0332534036315038,1.1063988730174674,-0.0924913502478546,0.02674991395790971,0.8820107671822842,1.2482435320727505
U56,25,W,0.3,0.5,0.863896677181937,0.09937509708145376,1.0388767178668998,-0.1603233849456921,0.9871576088117031,0.09940302871023943,1.033277318810144,1.0587128459481598,-0.019836128081260007,0.05171910905519672,0.8820107671822842,1.2482435320727505
B136,0,D,0.4,0.25,1.1100324640365073,0.11219350808455242,1.128649183341016,-0.1706098095979549,1.100499453025563,0.1152808427800831,1.1548666227840554,1.2119386299172292,-0.08328944657621329,0.02814973031545298,0.8820239235972316,1.1481353293632495
B136,0,W,0.3,0.25,1.1051764259974453,0.11402241198555818,1.1110687132589834,-0.17342689518610788,1.100499453025563,0.1152808427800831,1.123354788508194,1.1450883675408563,-0.034019654281872924,0.010569260233420419,0.8820239235972316,1.1481353293632495
B136,10,D,0.4,0.25,1.0254197891561774,0.10247665506261017,1.039187316154782,-0.17384666002523785,1.0185476662771331,0.10583657394304091,1.057069983479468,1.1051855161996285,-0.06599820004484647,0.02063964987764888,0.8820239235972316,1.1185082795688426
B136,10,W,0.3,0.25,1.0264879525408164,0.10464130763593893,1.0278435411142866,-0.17467262030427,1.0185476662771331,0.10583657394304091,1.0383174252028797,1.0589370328365255,-0.031093491722238964,0.00929587483715344,0.8820239235972316,1.1185082795688426
B136,25,D,0.4,0.25,0.8981915115083352,0.08805539876608814,0.9047669709307583,-0.1791885336899901,0.8953399181114371,0.09181456009217115,0.9099376114100247,0.9561938281804544,-0.05142685724969609,0.009427052819321213,0.8820239235972316,1.0740236940215924
B136,25,W,0.3,0.25,0.90811716317131,0.09071229264460468,0.9027003887422737,-0.17653947121242441,0.8953399181114371,0.09181456009217115,0.9103709949121845,0.9293594160749836,-0.026659027332709972,0.0073604706308365575,0.8820239235972316,1.0740236940215924
SMALL484,0,D,0.4,1.0,0.8057655981112154,0.01413715382858971,0.1958371566279753,-0.21790630827859403,0.5182892314321823,0.0664805257418084,0.3954428850294757,0.5133648048015466,-0.31752764817357126,-0.322452074804207,0.8820107671822842,0.7036231897113884
SMALL484,0,W,0.4,1.0,0.8504527541785359,0.02300995633090741,0.28522860683283385,-0.21349192605800005,0.5182892314321823,0.0664805257418084,0.3888522735407526,0.5085009242477886,-0.22327231741495474,-0.23306062459934845,0.8820107671822842,0.7036231897113884
SMALL484,10,D,0.4,1.0,0.6849215313782957,-0.0032688589764544584,0.012634347058284057,-0.27486000612730976,0.41582232669202074,0.05085614443147368,0.2568632334409168,0.39865623817463386,-0.3860218911163498,-0.4031879796337367,0.8820107671822842,0.6629120612590119
SMALL484,10,W,0.4,1.0,0.7808275598134952,0.011570052898182581,0.16792265742414866,-0.2399856784626475,0.41582232669202074,0.05085614443147368,0.2771182134588253,0.40043428297675715,-0.2325116255526085,-0.24789966926787207,0.8820107671822842,0.6629120612590119
SMALL484,25,D,0.4,1.0,0.5024845235435637,-0.028837717482828484,-0.2612424464098815,-0.3527304135735473,0.26228224290768076,0.027837416726752995,0.04930000509040603,0.2267195774442771,-0.48796202385415854,-0.5235246893175622,0.8820107671822842,0.6018008583130615
SMALL484,25,W,0.4,1.0,0.6754366301722814,-0.005362152830998945,-0.00797255267553726,-0.27912021782158036,0.26228224290768076,0.027837416726752995,0.10952765013435012,0.23839976482745853,-0.2463723175029958,-0.270254795583218,0.8820107671822842,0.6018008583130615
