panel,n,clears,clear_rate,cuts,cut_rate,cut_lo,cut_hi,dd_pass,dd_pass_rate,clear_given_dd,pass4a,pass4b,med_dd_margin
B136,249,7,0.028112449799196786,7,1.0,0.6456611570247934,1.0,45,0.18072289156626506,0.0,0,27,-0.025532143326512324
SMALL439,249,53,0.21285140562248997,44,0.8301886792452831,0.7077446317626587,0.9080015822777624,55,0.22088353413654618,0.16363636363636364,9,0,-0.022103235389156373
U56,249,0,0.0,0,,,,55,0.22088353413654618,0.0,0,49,
