cell,T,observed,N_IID,denom,seed_SE,denom_over_SE,iid_deeper
MEGA/V2BAND,4446,0.12054948821512834,0.12148586318940849,-0.0009363749742801464,0.0021313789889089957,0.4393282373302626,True
MEGA/TOP20EW,4446,0.19391483881874172,0.20565444505311525,-0.011739606234373534,0.0035788173724485197,3.280303243398432,True
MEGA/V1TOP5,4446,0.13827850268522035,0.22607687505365254,-0.08779837236843219,0.004802491718694481,18.28183732762364,True
BROAD/V2BAND,4443,0.12240985403190008,0.12898613117325872,-0.0065762771413586385,0.0020743420746973224,3.1702954018893994,True
BROAD/TOP20EW,4443,0.24004792991311286,0.2663585119686788,-0.026310582055565968,0.004726648546312731,5.566435032723326,True
BROAD/V1TOP5,4443,0.2119236647684153,0.23747153052016387,-0.025547865751748583,0.004457004769253138,5.732070543875511,True
SMALL/V2BAND,3938,0.1389155084115684,0.14534960044760442,-0.00643409203603601,0.0033517245765723484,1.9196362615856266,True
SMALL/TOP20EW,3938,0.3049132865050127,0.3846982562611856,-0.07978496975617289,0.006852424235937647,11.643320233697638,True
SMALL/V1TOP5,3938,0.2911651410850721,0.21509431912156346,0.07607082196350862,0.004418083060589022,17.21806062047344,False
