panel,gross,cap,arm,seed,mean_dec_risk,mean_m,empty_dates,max_abs_dev
U56,0.75,0.020,BAND,,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI_ALL,,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ALL,,0.671926406926407,0.671926406926407,0,2.220446049250313e-16
U56,0.75,0.020,RAND,0.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND,1.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND,2.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND,3.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND,4.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND,5.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND,6.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND,7.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND,8.0,0.671926406926407,0.671926406926407,0,2.220446049250313e-16
U56,0.75,0.020,RAND,9.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND,10.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND,11.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND,12.0,0.671926406926407,0.671926406926407,0,2.220446049250313e-16
U56,0.75,0.020,RAND,13.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND,14.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND,15.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,0.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,1.0,0.671926406926407,0.671926406926407,0,2.220446049250313e-16
U56,0.75,0.020,RAND_STICKY,2.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,3.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,4.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,5.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,6.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,7.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,8.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,9.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,10.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,11.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,12.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,13.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,14.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,RAND_STICKY,15.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,0.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,1.0,0.6719264069264069,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,2.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,3.0,0.6719264069264069,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,4.0,0.6719264069264069,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,5.0,0.6719264069264069,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,6.0,0.6719264069264069,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,7.0,0.6719264069264069,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,8.0,0.6719264069264069,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,9.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,10.0,0.6719264069264069,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,11.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,12.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,13.0,0.6719264069264069,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,14.0,0.6719264069264069,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,0.020,ANTI,15.0,0.671926406926407,0.671926406926407,0,1.1102230246251565e-16
U56,0.75,INF,BAND,,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,ANTI_ALL,,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,ALL,,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND,0.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND,1.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND,2.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND,3.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND,4.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND,5.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND,6.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND,7.0,0.75,0.75,0,2.220446049250313e-16
U56,0.75,INF,RAND,8.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND,9.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND,10.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND,11.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND,12.0,0.75,0.75,0,2.220446049250313e-16
U56,0.75,INF,RAND,13.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND,14.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND,15.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND_STICKY,0.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND_STICKY,1.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND_STICKY,2.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND_STICKY,3.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND_STICKY,4.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND_STICKY,5.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND_STICKY,6.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND_STICKY,7.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND_STICKY,8.0,0.75,0.75,0,1.1102230246251565e-16
U56,0.75,INF,RAND_STICKY,9.0,0.75,0.75,0,2.220446049250313e-16
