panel,chooser,pick_m,pick_c,IS_rank_of_PARK_m060_NOBAND,n_cells,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,live_OOS_Sharpe,live_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,keep4a_OOS,keep4b_OOS,keep4b_OOS_chg
U56,IS_Sharpe,inf,0.10,12,24,0.09075364036102673,1.1944085701375613,-0.12347909752914088,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
U56,IS_Calmar,1.00,NOBAND,9,24,0.1290701202412603,1.1146004195669168,-0.20929385991334004,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
B136,IS_Sharpe,0.45,NOBAND,2,24,0.10641811953304159,1.1398222261759612,-0.1551249454155602,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,True
B136,IS_Calmar,0.80,NOBAND,2,24,0.1222182009761481,1.0731181566352253,-0.2055270040133642,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False
SMALL,IS_Sharpe,0.45,0.10,11,24,0.012369404809499995,0.2836949043657628,-0.11759685341387616,0.544662409159277,-0.14161687822607494,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
SMALL,IS_Calmar,0.45,0.10,17,24,0.012369404809499995,0.2836949043657628,-0.11759685341387616,0.544662409159277,-0.14161687822607494,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
