m,j,H2_SEL,H2_UND,H2_BILL,H2_dS,H2_resid,H2_SEL_exact,H2_UND_exact,FULL_SEL,FULL_UND,FULL_BILL,FULL_dS,turn_per_yr,gross
5,5,0.10089217678147665,-0.04303974518940187,-0.06355571270989481,-0.005703281117820036,9.71445146547012e-17,0.14663688572052444,-0.08878445412844957,0.22139040996802828,-0.05266806153216995,-0.06430330625910939,0.10441904217674891,8.955200560103926,0.7395084755425905
5,999,0.10271034304016521,-0.04286346733907776,-0.06374466311114042,-0.0038977874100529775,1.6653345369377348e-16,0.14847726672049755,-0.08863039101940993,0.2233570294361349,-0.0525925855513033,-0.0644332007711119,0.10633124311371966,8.972495239632728,0.7395095716484699
10,1,0.08768946891030055,-0.05445405948070195,-0.04117407030807188,-0.00793866087847328,2.220446049250313e-16,0.13256482061222072,-0.0993294111826219,0.2538589409390759,-0.06141954170697403,-0.04078181091787598,0.15165758831422593,5.738020925038772,0.7393260195030645
10,2,0.07690671160902915,-0.055899313533344444,-0.047666719857369554,-0.02665932178168484,9.020562075079397e-17,0.12118275200847631,-0.1001753539327915,0.24088617725885747,-0.06078954799614269,-0.04744424495372392,0.13265238430899084,6.673294316821966,0.7396513105537714
10,3,0.0630608221618198,-0.050570376591537826,-0.049908123897744086,-0.03741767832746212,3.469446951953614e-16,0.10738368722494242,-0.09489324165466011,0.21865474558797032,-0.05767357544297468,-0.04954962564098902,0.11143154450400661,6.944489861767504,0.7397728533141877
10,5,0.06004091897850576,-0.04918169121431304,-0.05071335273856985,-0.039854124974377125,6.938893903907228e-17,0.10446336279856237,-0.09360413503436958,0.21604395732296047,-0.05645867680727653,-0.050386257941759716,0.10919902257392422,7.051452147834042,0.7397722299559369
10,999,0.06108829117328119,-0.04977907267550875,-0.05067751693465328,-0.03936829843688083,1.1102230246251565e-16,0.10547662103498309,-0.09416740253721076,0.2165320345652718,-0.05681568458292297,-0.050366095070710666,0.10935025491163819,7.0516581538936265,0.7397731713089071
15,1,0.07594488406985389,-0.05515392473306103,-0.039321296783866415,-0.018530337447073553,1.457167719820518e-16,0.12010441965481262,-0.09931346031801962,0.242469195835491,-0.061438477915317924,-0.03882276042308815,0.14220795749708492,5.465631554689662,0.7397490045361064
15,2,0.09026570643549149,-0.05790871541202094,-0.04306469257943645,-0.010707701555965898,1.8735013540549517e-16,0.13385889932853845,-0.10150190830506771,0.2398170725397123,-0.06223121623447595,-0.042716024371843374,0.13486983193339297,6.019896206772985,0.739797930226236
15,3,0.10440250054877355,-0.05417208755713706,-0.044148064096900135,0.006082348894736356,3.469446951953614e-17,0.1470729665039594,-0.09684255351232288,0.24102633584904332,-0.0594889905382172,-0.043974729447902185,0.13756261586292395,6.177966353693576,0.7399339446694668
15,5,0.11364598242367802,-0.055724544770773266,-0.0440485560011405,0.013872881651764257,6.245004513516506e-17,0.15589544600000824,-0.09797400834710342,0.24568621662015394,-0.06015823567560179,-0.044047711097749874,0.1414802698468023,6.193500636435964,0.7399689439808977
15,999,0.11354706679496712,-0.05562843865622275,-0.044110836121534644,0.013807792017209719,1.5265566588595902e-16,0.15580827819637724,-0.09788965005763273,0.2456432128802081,-0.0601001640700899,-0.04408110971810155,0.14146193909201665,6.197762583472295,0.739968861342892
20,1,0.10720058597705584,-0.054603601338476415,-0.0372565455335131,0.015340439105066328,4.163336342344337e-17,0.15271423805006848,-0.10011725341148901,0.251869717492217,-0.06270042942499884,-0.03671855838912137,0.1524507296780968,5.177524575792123,0.7397847167216006
20,2,0.09085801951231168,-0.05997550901090799,-0.03998462571070396,-0.009102115209300266,3.469446951953614e-17,0.13623830222109592,-0.1053557917196922,0.22738876442575687,-0.06409774814761948,-0.03950010829922281,0.12379090797891457,5.58043296341608,0.739953833755287
20,3,0.1028532178268185,-0.058316831569014536,-0.04025363583252725,0.004282750425276705,4.163336342344337e-17,0.14791207139882048,-0.10337568514101649,0.24643524195749392,-0.06164933512263988,-0.039764980068425625,0.14502092676642842,5.601597564607497,0.7399989482170927
20,5,0.1013568678925123,-0.05849491037906794,-0.04049709189123564,0.0023648656222087228,2.0816681711721685e-16,0.1450430015804437,-0.10218104406699913,0.24463629721437424,-0.06184954073824761,-0.03997785499298691,0.14280890148313974,5.633594883474413,0.7400842545174816
20,999,0.1013568678925123,-0.05849491037906794,-0.04049709189123564,0.0023648656222087228,2.0816681711721685e-16,0.1450430015804437,-0.10218104406699913,0.24318714046821516,-0.061912525474075546,-0.04003422421805742,0.1412403907760822,5.641969562661362,0.7400845636697734
30,1,0.07968135995437031,-0.05240453335024049,-0.033891048608393586,-0.006614222004263759,6.245004513516506e-17,0.12528311733141376,-0.09800629072728387,0.2385268950013465,-0.05861727800629562,-0.033416906514338304,0.14649271048071255,4.690409173111357,0.7400319259329164
30,2,0.08537811126424272,-0.059656819804670344,-0.035428282928717046,-0.009706991469144666,1.1796119636642288e-16,0.12979837142050898,-0.10407707996093649,0.236793022887503,-0.06341996196942964,-0.034879804131750944,0.1384932567863224,4.924353160166683,0.7400588549456614
30,3,0.1129098688979826,-0.05783297534944184,-0.03543361244036505,0.019643281108175703,1.8041124150158794e-16,0.15727759911404668,-0.10220070556550574,0.2544351431450976,-0.0621063022973305,-0.03493528090828215,0.1573935599394849,4.924961038057692,0.7401487224525305
30,5,0.1252933760841963,-0.059182838649166014,-0.03536208846013436,0.030748448974895926,8.326672684688674e-17,0.1687488880490416,-0.10263835061401122,0.25932178096024106,-0.06288623197575816,-0.03501670860179144,0.1614188403826915,4.94165280373683,0.740232609693668
30,999,0.12312175844096046,-0.05931185672092882,-0.03530301430639172,0.028506887413639936,2.0816681711721685e-17,0.16610735740926677,-0.1022974556892351,0.2581399488606235,-0.06297129333540542,-0.03498485138212626,0.16018380414309186,4.937936510693048,0.7402733769962115
50,1,0.05826284684068343,-0.04386454667404893,-0.030386834058761015,-0.01598853389212651,7.979727989493313e-17,0.10497366654181985,-0.09057536637518526,0.2090628412775473,-0.048157346308126216,-0.029814489067264027,0.13109100590215705,4.135149044567991,0.7404523120088446
50,2,0.08668132807800236,-0.04010808954905934,-0.030819256633292096,0.015753981895650915,1.457167719820518e-16,0.13349488625681238,-0.08692164772786923,0.21826682988751864,-0.04648463564589097,-0.030104877730619307,0.14167731651100834,4.167652647166143,0.7405418483202844
50,3,0.0982553137145008,-0.04192275155738615,-0.03046359645112215,0.025868965705992508,1.1102230246251565e-16,0.14492392330185144,-0.08859136114473667,0.22760185368393482,-0.04678369540065615,-0.029900357343034794,0.15091780094024387,4.1408029913320625,0.7405411886753734
50,5,0.09659934961959671,-0.040926734063450994,-0.030548693317165077,0.025123922238980634,1.6306400674181987e-16,0.14334553189998384,-0.08767291634383796,0.22887618688037945,-0.0467445824229089,-0.02992831202326981,0.15220329243420072,4.144482773135959,0.7405412925864667
50,999,0.09903629017651544,-0.04122204935383874,-0.030529391523542712,0.027284849299133995,1.249000902703301e-16,0.14578680414584314,-0.0879725633231663,0.2301436105667327,-0.046921106469159056,-0.02991781333315939,0.15330469076441422,4.143894181114515,0.740540973527225
999,1,-0.05843912305148853,0.02628466088290947,-0.02908955736517019,-0.06124401953374925,1.6653345369377348e-16,-0.007335357546200546,-0.024819104622378345,0.16536745240588885,0.03296759559825525,-0.027316110540757277,0.1710189374633868,3.4621860669705318,0.7418262125723672
999,2,-0.05843912305148853,0.02628466088290947,-0.02908955736517019,-0.06124401953374925,1.6653345369377348e-16,-0.007335357546200546,-0.024819104622378345,0.16536745240588885,0.03296759559825525,-0.027316110540757277,0.1710189374633868,3.4621860669705318,0.7418262125723672
999,3,-0.05843912305148853,0.02628466088290947,-0.02908955736517019,-0.06124401953374925,1.6653345369377348e-16,-0.007335357546200546,-0.024819104622378345,0.16536745240588885,0.03296759559825525,-0.027316110540757277,0.1710189374633868,3.4621860669705318,0.7418262125723672
999,5,-0.05843912305148853,0.02628466088290947,-0.02908955736517019,-0.06124401953374925,1.6653345369377348e-16,-0.007335357546200546,-0.024819104622378345,0.16536745240588885,0.03296759559825525,-0.027316110540757277,0.1710189374633868,3.4621860669705318,0.7418262125723672
999,999,-0.05843912305148853,0.02628466088290947,-0.02908955736517019,-0.06124401953374925,1.6653345369377348e-16,-0.007335357546200546,-0.024819104622378345,0.16536745240588885,0.03296759559825525,-0.027316110540757277,0.1710189374633868,3.4621860669705318,0.7418262125723672
