arm,leg,n_files,n_fail_rows,among_rows,alone_rows,among_files,alone_files,among_n,alone_n
A0_RAW,H1,466,816821,0.5007829132698596,0.008531857040893905,0.3747103547704112,0.019361781927001245,409050,6969
A0_RAW,H2,466,816821,0.5588396968246409,0.0033777290250862797,0.44792129119261076,0.016207869471274203,456472,2759
A0_RAW,OOS,466,816821,0.5201580272789265,0.00013221991109435238,0.39548395177506007,6.788280651182672e-05,424876,108
A0_RAW,DD,466,816821,0.5692801727673505,0.14860905877787178,0.5324506734066831,0.17613485524717892,465000,121387
A0_RAW,CAGR,466,816821,0.6685761017407731,0.16713943446605806,0.5352376724467158,0.18193160842038436,546107,136523
A1_944,H1,459,816550,0.5161729226624212,0.00854326128222399,0.43871963395921976,0.020011431899719396,421481,6976
A1_944,H2,459,816550,0.5776976302737126,0.003387422693037781,0.5291501329487022,0.01652217486159022,471719,2766
A1_944,OOS,459,816550,0.5368611842508113,0.00013226379278672465,0.4645635174970494,6.891805628433825e-05,438374,108
A1_944,DD,459,816550,0.5833274141203846,0.15104770069193557,0.6090880796904012,0.19266259010632064,476316,123338
A1_944,CAGR,459,816550,0.6875157675586309,0.1694850284734554,0.615061520568786,0.19641033607433975,561391,138393
A2_CANON,H1,464,816586,0.5161673112201287,0.008542884644115867,0.4365064195128201,0.01979579146976552,421495,6976
A2_CANON,H2,464,816586,0.5776880818431861,0.003387273355164061,0.5258427201175979,0.016344134184202396,471732,2766
A2_CANON,OOS,464,816586,0.5368546607460819,0.0001322579618068397,0.462191544727086,6.817540481575702e-05,438388,108
A2_CANON,DD,464,816586,0.5833310882136113,0.15104104160492587,0.6064757799810938,0.1905864846094853,476340,123338
A2_CANON,CAGR,464,816586,0.687529543734524,0.16949225188773748,0.6192095645281741,0.20111855802756168,561427,138405
A3_WIDE,H1,709,1018109,0.47364083806350793,0.016082757347199564,0.42344625810470166,0.021471693202273677,482218,16374
A3_WIDE,H2,709,1018109,0.5260821778414688,0.005649689767991443,0.508857144430534,0.01952479161328598,535609,5752
A3_WIDE,OOS,709,1018109,0.48601377652098154,0.0006020966320894914,0.4512523834986274,0.0016899107915657981,494815,613
A3_WIDE,DD,709,1018109,0.570396686405876,0.18097276421286915,0.5889878224924976,0.2076667236711445,580726,184250
A3_WIDE,CAGR,709,1018109,0.6653609780485193,0.19387315110661038,0.609106318251624,0.20230259464176575,677410,197384
