panel,family,prior,depth,cadence,gross,rung,level,w,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_Sharpe,base_OOS_CAGR,base_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,p4a,p4b,p4a_oos,p4b_oos,full_CAGR,full_Sharpe,full_MaxDD,H1,H2,fail4b
B136,BREADTH-HI,False,0.25,D,0.75,0,0.12,504,1.1735067429883408,0.1082466760686418,1.056269453320493,-0.16700636842131023,1.1355167832575357,0.08111872133378828,-0.12211590879264556,0.8767278433896203,0.15331427255204866,-0.3371595330739301,False,True,False,True,0.11495120562664973,1.1096797873461746,-0.16700636842131011,1.2707655537966513,0.9588310815052214,-
B136,BREADTH-HI,False,0.25,D,0.75,10,0.12,504,1.080046808958156,0.09689101446819204,0.9553465599472548,-0.17064021880966818,1.105887869727878,0.07884939392053303,-0.12240985403190019,0.8767278433896203,0.15331427255204866,-0.3371595330739301,False,False,False,False,0.10385257071027909,1.0121427647898436,-0.17064021880966806,1.1742134303181786,0.8602835292312866,CAGR
B136,BREADTH-HI,False,0.25,D,0.75,25,0.12,504,0.9395796994459825,0.08006923139755262,0.8036823174096899,-0.17988871362550674,1.061401198834122,0.07545408045393409,-0.12285070124478215,0.8767278433896203,0.15331427255204866,-0.3371595330739301,False,False,False,False,0.0874056101037961,0.8655572419768439,-0.1798887136255065,1.0290756620018404,0.7122171891871425,"H2,OOS,CAGR"
B136,BREADTH-HI,False,0.25,D,1.0,0,0.12,504,1.1738049413312637,0.14420474165311403,1.054280858716412,-0.2200275893891701,1.1355167832575357,0.08111872133378828,-0.12211590879264556,0.8767278433896203,0.15331427255204866,-0.3371595330739301,False,False,False,False,0.15347769845599313,1.1086861023466874,-0.22002758938917,1.2710238844508555,0.9569891706420108,DD
B136,BREADTH-HI,False,0.25,D,1.0,10,0.12,504,1.0812137237882817,0.12871468946357978,0.9543404083718844,-0.22309776486264588,1.105887869727878,0.07884939392053303,-0.12240985403190019,0.8767278433896203,0.15331427255204866,-0.3371595330739301,False,False,False,False,0.13831507117108366,1.0120764382393859,-0.22309776486264565,1.1753127514476633,0.8594469981753039,DD
B136,BREADTH-HI,False,0.25,D,1.0,25,0.12,504,0.9420557343232621,0.1058609435161888,0.8041555196657073,-0.2343554353490891,1.061401198834122,0.07545408045393409,-0.12285070124478215,0.8767278433896203,0.15331427255204866,-0.3371595330739301,False,False,False,False,0.11593354112452481,0.8668877722006082,-0.23435543534908965,1.031442813314136,0.712894007705792,"H2,OOS,DD"
B136,BREADTH-HI,False,0.25,W,0.75,0,0.12,504,1.136939772126525,0.11128009802928851,1.088557945864704,-0.15569542058430386,1.1355167832575357,0.08111872133378828,-0.12211590879264556,0.8767278433896203,0.15331427255204866,-0.3371595330739301,False,True,False,True,0.1147920860683116,1.1107163667025084,-0.15569542058430363,1.2372752029869971,0.9914039365668319,-
B136,BREADTH-HI,False,0.25,W,0.75,10,0.12,504,1.0559721335212817,0.10117335750904566,0.9984592281360934,-0.16545452269832117,1.105887869727878,0.07884939392053303,-0.12240985403190019,0.8767278433896203,0.15331427255204866,-0.3371595330739301,False,False,False,False,0.10503363593223236,1.0247793132659913,-0.16545452269832217,1.1562678469129488,0.9007632713969489,CAGR
B136,BREADTH-HI,False,0.25,W,0.75,25,0.12,504,0.9342229051195351,0.08617943281193607,0.863004740103075,-0.1798887136255063,1.061401198834122,0.07545408045393409,-0.12285070124478215,0.8767278433896203,0.15331427255204866,-0.3371595330739301,False,False,False,False,0.09055036328018273,0.8955694095497228,-0.17988871362550674,1.0344251291548987,0.7645347999202359,"H2,OOS,CAGR"
B136,BREADTH-HI,False,0.25,W,1.0,0,0.12,504,1.1372739772203613,0.14844525487665505,1.0867733404253541,-0.20429101683390338,1.1355167832575357,0.08111872133378828,-0.12211590879264556,0.8767278433896203,0.15331427255204866,-0.3371595330739301,False,False,False,False,0.1532873892202855,1.1098866211542422,-0.20429101683390383,1.2375691389558825,0.9897715419833353,DD
