panel,pool,ruler,pick,levered,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b,keep4b_oos,keep_BOTH
U56,FAST_DW,IS_Sharpe,W g=1.50,True,1.1052211461886505,-0.15496076534598102,0.19165137722522307,1.274103247333011,-0.23379495354413093,False,False,False,False
U56,FAST_DW,IS_Calmar,W g=1.50,True,1.1052211461886505,-0.15496076534598102,0.19165137722522307,1.274103247333011,-0.23379495354413093,False,False,False,False
U56,FAST_DW,IS_DDBUDGET,W g=0.75,False,1.1042710247053533,-0.07887196637752447,0.09455896847608769,1.2767122316543114,-0.12054941914043871,False,False,False,False
U56,ALL_DWM,IS_Sharpe,M g=1.50,True,1.1115401086515826,-0.16427361813257124,0.19448412024906037,1.226769508736525,-0.2714157289159558,False,False,False,False
U56,ALL_DWM,IS_Calmar,M g=1.50,True,1.1115401086515826,-0.16427361813257124,0.19448412024906037,1.226769508736525,-0.2714157289159558,False,False,False,False
U56,ALL_DWM,IS_DDBUDGET,W g=0.75,False,1.1042710247053533,-0.07887196637752447,0.09455896847608769,1.2767122316543114,-0.12054941914043871,False,False,False,False
U56,UNLEVERED_DW,IS_Sharpe,W g=1.00,False,1.1047430484530085,-0.10451940943030524,0.12670148748914567,1.2760185412281244,-0.15910987917823627,False,True,True,False
U56,UNLEVERED_DW,IS_Calmar,W g=1.00,False,1.1047430484530085,-0.10451940943030524,0.12670148748914567,1.2760185412281244,-0.15910987917823627,False,True,True,False
U56,UNLEVERED_DW,IS_DDBUDGET,W g=0.75,False,1.1042710247053533,-0.07887196637752447,0.09455896847608769,1.2767122316543114,-0.12054941914043871,False,False,False,False
U56,CONTROL,none,SPY,False,0.8986378759173647,-0.22062001264433273,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False
U56,CONTROL,none,RULESv2_live,False,1.1042710247053533,-0.07887196637752447,0.09455896847608769,1.2767122316543114,-0.12054941914043871,False,False,False,False
B136,FAST_DW,IS_Sharpe,W g=1.50,True,1.094823930126583,-0.1547833076986217,0.1571289622550105,1.0979774310418273,-0.23746586354817178,False,False,False,False
B136,FAST_DW,IS_Calmar,W g=1.50,True,1.094823930126583,-0.1547833076986217,0.1571289622550105,1.0979774310418273,-0.23746586354817178,False,False,False,False
B136,FAST_DW,IS_DDBUDGET,D g=0.75,False,1.059429345132522,-0.07787456262208281,0.07823623719380901,1.1277834292964488,-0.11204576025117075,False,False,False,False
B136,ALL_DWM,IS_Sharpe,M g=1.50,True,1.0956922029392142,-0.15980098109412455,0.16556853778843994,1.0812530260951283,-0.29551663618044055,False,False,False,False
B136,ALL_DWM,IS_Calmar,M g=1.50,True,1.0956922029392142,-0.15980098109412455,0.16556853778843994,1.0812530260951283,-0.29551663618044055,False,False,False,False
B136,ALL_DWM,IS_DDBUDGET,D g=0.75,False,1.059429345132522,-0.07787456262208281,0.07823623719380901,1.1277834292964488,-0.11204576025117075,False,False,False,False
B136,UNLEVERED_DW,IS_Sharpe,W g=1.00,False,1.0932093743790998,-0.104603347510273,0.10473004292318344,1.1006130604666327,-0.16158091944280473,False,True,False,False
B136,UNLEVERED_DW,IS_Calmar,W g=1.00,False,1.0932093743790998,-0.104603347510273,0.10473004292318344,1.1006130604666327,-0.16158091944280473,False,True,False,False
B136,UNLEVERED_DW,IS_DDBUDGET,D g=0.75,False,1.059429345132522,-0.07787456262208281,0.07823623719380901,1.1277834292964488,-0.11204576025117075,False,False,False,False
B136,CONTROL,none,SPY,False,0.8986624857599308,-0.22058362096015105,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False,False
B136,CONTROL,none,RULESv2_live,False,1.092172960863223,-0.07898347296561259,0.07847283605551292,1.1016867720596069,-0.12241069123223403,False,False,False,False
SMALL,FAST_DW,IS_Sharpe,W g=1.50,True,0.8780210422737966,-0.1634057615910145,0.06869936782380526,0.5448785692873256,-0.2675372313288691,False,False,False,False
SMALL,FAST_DW,IS_Calmar,W g=1.50,True,0.8780210422737966,-0.1634057615910145,0.06869936782380526,0.5448785692873256,-0.2675372313288691,False,False,False,False
SMALL,FAST_DW,IS_DDBUDGET,W g=0.75,False,0.8751921862004067,-0.08406008752773764,0.036354056040183824,0.5457546255041629,-0.14158634495022804,False,False,False,False
SMALL,ALL_DWM,IS_Sharpe,M g=1.50,True,1.0081249425124579,-0.13961820641400702,0.0763666375841443,0.5821954608040717,-0.3200169154490258,False,False,False,False
SMALL,ALL_DWM,IS_Calmar,M g=1.50,True,1.0081249425124579,-0.13961820641400702,0.0763666375841443,0.5821954608040717,-0.3200169154490258,False,False,False,False
SMALL,ALL_DWM,IS_DDBUDGET,M g=0.85,False,1.0036897461699184,-0.08095951767623544,0.04492053868603496,0.5778230561321883,-0.1917323022849997,False,False,False,False
SMALL,UNLEVERED_DW,IS_Sharpe,W g=1.00,False,0.8761895556034112,-0.11102877241192477,0.04760986961885294,0.5455210917899089,-0.18524928037315203,False,False,False,False
SMALL,UNLEVERED_DW,IS_Calmar,W g=1.00,False,0.8761895556034112,-0.11102877241192477,0.04760986961885294,0.5455210917899089,-0.18524928037315203,False,False,False,False
SMALL,UNLEVERED_DW,IS_DDBUDGET,W g=0.75,False,0.8751921862004067,-0.08406008752773764,0.036354056040183824,0.5457546255041629,-0.14158634495022804,False,False,False,False
SMALL,CONTROL,none,SPY,False,0.8315585793659415,-0.1860549410823611,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False
SMALL,CONTROL,none,RULESv2_live,False,0.8751921862004067,-0.08406008752773764,0.036354056040183824,0.5457546255041629,-0.14158634495022804,False,False,False,False
