char,level,achieved_B,achieved_S,match_resid,prem_B,prem_S,gap,sd_pair,t,within_floor,ratio_to_GAP,ratio_to_568
tpers,0.960691,0.9634561028176708,0.9615615810158825,0.0018945218017882848,-0.12799891811110256,-0.2588054655476338,0.13080654743653122,0.0824296455143638,3.887063861979504,False,1.3374902600872314,0.6670400175243816
tpers,0.965932,0.9672468651562571,0.9652464138144916,0.002000451341765519,-0.08394514018157646,-0.22237052425128356,0.1384253840697071,0.08413767008827008,4.029961348630696,False,1.4153924751503795,0.7058918106563341
tpers,0.970456,0.9694935134461279,0.968386686684178,0.0011068267619498418,-0.025093963843968267,-0.11709798656677994,0.09200402272281168,0.06331422178925063,3.559435835829531,False,0.9407364286586061,0.4691689073065358
mompers,0.966291,0.9647296307111088,0.9623115501006628,0.002418080610446016,-0.12115537501225465,-0.21493708533226794,0.09378171032001328,0.0857357698068046,2.6793640274902373,False,0.9589131934561685,0.478234116879211
mompers,0.971332,0.9649987610674327,0.9652910764017549,-0.0002923153343222795,-0.0738706162285257,-0.19758218756257237,0.12371157133404667,0.06334599952282012,4.783731053721418,False,1.2649444921681665,0.630859619245521
mompers,0.977088,0.9667455198275082,0.9683199460703343,-0.0015744262428261102,-0.034282246489625925,-0.12040592615737163,0.0861236796677457,0.08201176599804236,2.5723024908636023,False,0.8806102215515921,0.4391824562353172
momsgn,0.967521,0.9707239464902052,0.9687454774033348,0.0019784690868703825,-0.05510595847664317,-0.30290202878745726,0.24779607031081408,0.12631388022545342,4.805282930466158,False,2.533702150417322,1.263620960279521
momsgn,0.973103,0.9743784638116716,0.9727236179514468,0.0016548458602247962,-0.07660047061993554,-0.18231551727414477,0.10571504665420924,0.108224105086253,2.392700981273562,True,1.0809309473845525,0.5390874383182521
momsgn,0.976909,0.9762311400107913,0.975471345406075,0.0007597946047162019,-0.04047963196795516,0.013733187724979418,-0.05421281969293458,0.1182784094211902,-1.1227217749633218,True,-0.5543233097437074,-0.2764549703872238
momsgn,0.982492,0.9788122970583107,0.9785576152677017,0.00025468179060905705,-0.02819110861152548,0.11393909165327187,-0.14213020026479736,0.09357104873145515,-3.720664376515703,False,-1.4532740313373964,-0.724784295078008
momac,0.85677,0.8415533276635667,0.8545665153810104,-0.013013187717443642,-0.1327399218202716,-0.2024525693842317,0.06971264756396009,0.04880822666501202,3.49859904401296,False,0.7128082573002055,0.3554953980824074
momac,0.87991,0.8513245953331173,0.8699860158387835,-0.018661420505666215,-0.07925226008314633,-0.1408342102111844,0.06158195012803806,0.07914062320844291,1.9060294077027438,True,0.6296722916977308,0.31403340197877644
momac,0.896352,0.8653785696988008,0.8779159843301184,-0.012537414631317634,0.010278024250838368,-0.05343231332160531,0.06371033757244368,0.07998777249797212,1.9510209313168576,True,0.6514349445035141,0.32488698405121713
momac,0.919012,0.8744304400050953,0.8910031420607613,-0.016572702055665967,0.07131744983263132,0.09604419717579504,-0.024726747343163727,0.05231003405191334,-1.1578641667363885,True,-0.2528297274352119,-0.12609254127059524
