corpus,name,days,CAGR,Sharpe,MaxDD
FULL,SPY,4443,0.15163389387763448,0.8860757549112315,-0.3371595330739303
FULL,RULES v2,4443,0.07977883927766838,1.0992531359665725,-0.12240985403190008
FULL,UNGATED g=1.00,4443,0.1419613396208741,1.021138121609721,-0.230920497501097
EX2022,SPY,4192,0.17550081812901097,1.024679282666075,-0.3371595330739303
EX2022,RULES v2,4192,0.08946620538398387,1.2063141262887278,-0.12240985403190008
EX2022,UNGATED g=1.00,4192,0.15941536473601015,1.1435990902092166,-0.230920497501097
ONLY2022,SPY,251,-0.1824169457908773,-0.7096219296600403,-0.2449665176088457
ONLY2022,RULES v2,251,-0.0698527756841909,-1.4085443884017497,-0.07820112841181426
ONLY2022,UNGATED g=1.00,251,-0.11359994868964818,-0.634494649373139,-0.2145141335540851
EX2020,SPY,4381,0.16034594594082185,0.9895939949626608,-0.24496651760884414
EX2020,RULES v2,4381,0.08452108445518225,1.1897777548198296,-0.092827301172546
EX2020,UNGATED g=1.00,4381,0.15572017918324987,1.1457878397822048,-0.21645146350374078
EXBOTH,SPY,4130,0.18530097377566812,1.1563759363621162,-0.22058362096015105
EXBOTH,RULES v2,4130,0.09468923609134139,1.3052553665624997,-0.07898281858216083
EXBOTH,UNGATED g=1.00,4130,0.1745062941836668,1.2862820692059622,-0.16658941402312488
