panel,cost,eta2_freq,eta2_hold,eta2_logturn_q4,eta2_freq_base,eta2_hold_base,eta2_logturn_base
U56,10.0,0.20491968451041975,0.27085584538526125,0.38267635122591764,0.802585193889542,0.018801410105757917,0.49236192714453575
U56,0.0,0.4325734933277823,0.16616788132872762,0.21643037922413372,0.763313609467456,0.023668639053254437,0.301775147928994
B136,10.0,0.19217826842299485,0.2996839184130942,0.39561720620986635,0.17647058823529416,0.26470588235294124,0.17647058823529413
B136,0.0,0.1427668864383458,0.4294848527458766,0.33375929191969805,0.17647058823529416,0.26470588235294124,0.17647058823529413
