panel,gross,q,con,cad,dk_max,dk_warm,drift_pp,adrift,mres_pp,w_bar,expoA,expoB,wE,drift_is,drift_oos,shared_share
U56,0.25,0.1,RESPREAD,D,0.0,5.0,0.0,0.0,0.0,0.04685193775566145,0.25,0.25,0.011712984438915363,0.0,0.0,0.05341215939775796
U56,0.25,0.1,RESPREAD,W,0.0,5.0,-0.0018230083607837235,0.0018230083607837235,0.0,0.04685391363022942,0.25055083028126185,0.25064460990575005,0.011739286961980512,0.00036946365773073625,-0.003628626473692432,0.053489894443989855
U56,0.25,0.1,RESPREAD,M,0.0,5.0,0.001964936435301296,0.001964936435301296,0.0,0.046893466148911024,0.25279164185807973,0.2527939602019521,0.011854276300199501,0.005659367739005262,-0.0010776255780486732,0.05351035103510351
U56,0.25,0.1,RESPREAD,Q,0.0,5.0,0.01184086324986418,0.01184086324986418,0.0,0.04697674418604651,0.25869936641539604,0.2582593804163041,0.012152853957188372,0.010564590470072797,0.01289194222772274,0.05254889125276164
U56,0.25,0.1,DEGROSS,D,0.0,5.0,0.0,0.0,0.0,0.004701612960410552,0.02508761209050752,0.02508761209050752,0.00011795224215048263,0.0,0.0,0.05341215939775796
U56,0.25,0.1,DEGROSS,W,0.0,5.0,-1.397932089794465e-05,1.397932089794465e-05,0.0,0.004701794991051138,0.02516188930905658,0.02517490686043293,0.0001183060451187054,5.115505345764188e-06,-2.9704932827006458e-05,0.053489894443989855
U56,0.25,0.1,DEGROSS,M,0.0,5.0,1.752807699070574e-05,1.752807699070574e-05,0.0,0.004703024450082053,0.025450930281586043,0.025457297867704558,0.00011969634739163288,6.260753918714385e-05,-1.959727410828941e-05,0.05351035103510351
U56,0.25,0.1,DEGROSS,Q,0.0,5.0,7.983756046395406e-05,7.983756046395406e-05,0.0,0.004705728742949291,0.026222247395567534,0.0261879846486304,0.00012339478327404933,0.00012534911440144553,4.235635867792804e-05,0.05254889125276164
U56,0.375,0.1,RESPREAD,D,0.0,5.0,0.0,0.0,0.0,0.07027790663349219,0.375,0.375,0.02635421498755957,0.0,0.0,0.05341215939775796
U56,0.375,0.1,RESPREAD,W,0.0,5.0,-0.0042319753914495896,0.0042319753914495896,0.0,0.07028087044534415,0.3756736965963793,0.37578829487147597,0.026402674400213655,0.0008291271530077434,-0.008400064356047813,0.053489894443989855
U56,0.375,0.1,RESPREAD,M,0.0,5.0,0.003983927062095836,0.003983927062095836,0.0,0.07034019922336655,0.37840302404787624,0.37840096438214454,0.02661694409825198,0.012448798601353577,-0.002987347939664651,0.05351035103510351
U56,0.375,0.1,RESPREAD,Q,0.0,5.0,0.024823550093993764,0.024823550093993764,0.0,0.07046511627906979,0.38554903876541413,0.3850051595825343,0.027167757847888493,0.022175158861013185,0.027004642094236676,0.05254889125276164
U56,0.375,0.1,DEGROSS,D,0.0,5.0,0.0,0.0,0.0,0.0070524194406158276,0.03763141813576128,0.03763141813576128,0.00026539254483858585,0.0,0.0,0.05341215939775796
U56,0.375,0.1,DEGROSS,W,0.0,5.0,-3.159949331718701e-05,3.159949331718701e-05,0.0,0.007052692486576707,0.03774116612330951,0.03776039273009585,0.00026617683875250833,1.1508507128771718e-05,-6.710124009397784e-05,0.053489894443989855
U56,0.375,0.1,DEGROSS,M,0.0,5.0,3.905906469551073e-05,3.905906469551073e-05,0.0,0.007054536675123078,0.038167748351518926,0.03817695179498474,0.0002692557805526587,0.0001405442142441755,-4.451939043135425e-05,0.05351035103510351
U56,0.375,0.1,DEGROSS,Q,0.0,5.0,0.0001789770978097717,0.0001789770978097717,0.0,0.0070585931144239375,0.03930555943271091,0.03925424071430913,0.0002774419511703141,0.0002801452961336993,9.565966898903974e-05,0.05254889125276164
U56,0.5,0.1,RESPREAD,D,0.0,5.0,0.0,0.0,0.0,0.0937038755113229,0.5,0.5,0.04685193775566145,0.0,0.0,0.05341215939775796
U56,0.5,0.1,RESPREAD,W,0.0,5.0,-0.007766115744975233,0.007766115744975233,0.0,0.09370782726045884,0.5007027997674339,0.5008222454455653,0.04691977146943481,0.0014699894655552871,-0.015372542974164717,0.053489894443989855
U56,0.5,0.1,RESPREAD,M,0.0,5.0,0.006305789784118241,0.006305789784118241,0.0,0.09378693229782205,0.5035385367661204,0.5035312717321865,0.04722533465702851,0.02166301552874453,-0.006341707987512847,0.05351035103510351
U56,0.5,0.1,RESPREAD,Q,0.0,5.0,0.04094906532628688,0.04094906532628688,0.0,0.09395348837209302,0.5109178664800615,0.5103440441138206,0.04800251582742904,0.03692897156358514,0.04425982781366579,0.05254889125276164
U56,0.5,0.1,DEGROSS,D,0.0,5.0,0.0,0.0,0.0,0.009403225920821105,0.05017522418101504,0.05017522418101504,0.00047180896860193053,0.0,0.0,0.05341215939775796
U56,0.5,0.1,DEGROSS,W,0.0,5.0,-5.643722745618414e-05,5.643722745618414e-05,0.0,0.009403589982102277,0.050319339228912366,0.05034457656399158,0.0004731824342790064,2.0457124322715487e-05,-0.0001197638437960493,0.053489894443989855
U56,0.5,0.1,DEGROSS,M,0.0,5.0,6.876251001178235e-05,6.876251001178235e-05,0.0,0.009406048900164107,0.050878852042396075,0.05089066524424234,0.0004785689702949919,0.000249286697248536,-7.990882514790779e-05,0.05351035103510351
U56,0.5,0.1,DEGROSS,Q,0.0,5.0,0.000316997963030006,0.000316997963030006,0.0,0.009411457485898582,0.05237054504052358,0.052302232875069486,0.0004928831581622245,0.0004947151839348718,0.00017063831495611807,0.05254889125276164
U56,0.75,0.1,RESPREAD,D,0.0,5.0,0.0,0.0,0.0,0.14055581326698438,0.75,0.75,0.10541685995023828,0.0,0.0,0.05341215939775796
U56,0.75,0.1,RESPREAD,W,0.0,5.0,-0.018647306246835832,0.018647306246835832,0.0,0.1405617408906883,0.7505034137700606,0.7505888197443453,0.10549206638392428,0.003288792290262817,-0.036712858058061515,0.053489894443989855
U56,0.75,0.1,RESPREAD,M,0.0,5.0,0.010681993538897584,0.010681993538897584,0.0,0.1406803984467331,0.7525186346555159,0.7525059703545721,0.10586462136192956,0.04687723223654884,-0.019126723763599782,0.05351035103510351
U56,0.75,0.1,RESPREAD,Q,0.0,5.0,0.0779486945414024,0.0779486945414024,0.0,0.14093023255813958,0.7577106844704609,0.757287619696961,0.10678434297420916,0.07394363614923376,0.08124707459601149,0.05254889125276164
U56,0.75,0.1,DEGROSS,D,0.0,5.0,0.0,0.0,0.0,0.014104838881231655,0.07526283627152255,0.07526283627152255,0.0010615701793543434,0.0,0.0,0.05341215939775796
U56,0.75,0.1,DEGROSS,W,0.0,5.0,-0.0001281604824954321,0.0001281604824954321,0.0,0.014105384973153414,0.07547239884218583,0.07550906710235777,0.001064567240516409,4.601760027389171e-05,-0.0002716054607958149,0.053489894443989855
U56,0.75,0.1,DEGROSS,M,0.0,5.0,0.0001516620619249622,0.0001516620619249622,0.0,0.014109073350246156,0.07628406655521236,0.07630043821349819,0.0010762974904825508,0.000558358908504962,-0.000183274569624509,0.05351035103510351
U56,0.75,0.1,DEGROSS,Q,0.0,5.0,0.0007078242855349606,0.0007078242855349606,0.0,0.014117186228847875,0.07844617181652092,0.07834409408333985,0.0011074392164740234,0.0010984275499112848,0.0003861415807326282,0.05254889125276164
U56,1.0,0.1,RESPREAD,D,0.0,5.0,0.0,0.0,0.0,0.1874077510226458,1.0,1.0,0.1874077510226458,0.0,0.0,0.05341215939775796
U56,1.0,0.1,RESPREAD,W,0.0,5.0,-0.035455231565430845,0.035455231565430845,0.0,0.18741565452091768,1.0,1.0,0.18741565452091768,0.005813370368393814,-0.06944213516870784,0.053489894443989855
U56,1.0,0.1,RESPREAD,M,0.0,5.0,0.012678636270010231,0.012678636270010231,0.0,0.1875738645956441,1.0,1.0,0.1875738645956441,0.0805611154495991,-0.04322622040353712,0.05351035103510351
U56,1.0,0.1,RESPREAD,Q,0.0,5.0,0.11265811627711024,0.11265811627711024,0.0,0.18790697674418605,1.0,0.9999999999999998,0.18790697674418605,0.11963188095710327,0.10691484762190051,0.05254889125276164
U56,1.0,0.1,DEGROSS,D,0.0,5.0,0.0,0.0,0.0,0.01880645184164221,0.10035044836203008,0.10035044836203008,0.0018872358744077221,0.0,0.0,0.05341215939775796
U56,1.0,0.1,DEGROSS,W,0.0,5.0,-0.00022994510018552875,0.00022994510018552875,0.0,0.018807179964204553,0.10062111716173176,0.10066843637308504,0.0018923994586600005,8.17898152456697e-05,-0.0004866754962751535,0.053489894443989855
