cadence,panel,claim_set,book,null,gross_nom,cost,draws,null_base_rate_4b,is_base_rate_4b,book_pass4b,outside_null,pct_Sharpe,pct_CAGR,pct_MaxDD,pct_OOS_Sharpe,p_emp_Sharpe,null_mean_Sharpe,null_p95_Sharpe,book_Sharpe,book_CAGR,book_MaxDD,book_turn,mean_gross_null,mean_gross_book,gross_match
W,U56,CORE,TOP5,ROT,0.75,0.0,250,0.332,0.08,False,False,0.732,1.0,0.148,0.648,0.27091633466135456,0.9667152332764787,1.1819166080848127,1.0505622623923352,0.18605356260736206,-0.2050667959804663,17.680869292618343,0.7407266811279817,0.7407266811279827,9.992007221626409e-16
W,U56,CORE,TOP5,ROT,0.75,0.0,500,0.352,0.098,False,False,0.742,1.0,0.164,0.642,0.25948103792415167,0.9680760920238367,1.177687072331779,1.0505622623923352,0.18605356260736206,-0.2050667959804663,17.680869292618343,0.7407266811279817,0.7407266811279827,9.992007221626409e-16
W,U56,CORE,TOP5,ROT,0.75,5.0,250,0.016,0.012,False,False,0.984,1.0,0.304,0.94,0.0199203187250996,0.6813334655982365,0.896769833040434,1.0008998075834354,0.17562648517917356,-0.2104498136069597,17.680869292618343,0.7407266811279817,0.7407266811279827,9.992007221626409e-16
W,U56,CORE,TOP5,ROT,0.75,5.0,500,0.016,0.012,False,False,0.986,1.0,0.3,0.944,0.015968063872255488,0.6826304384151027,0.8874259131419497,1.0008998075834354,0.17562648517917356,-0.2104498136069597,17.680869292618343,0.7407266811279817,0.7407266811279827,9.992007221626409e-16
W,U56,CORE,TOP5,ROT,0.75,10.0,250,0.0,0.0,False,False,1.0,1.0,0.632,1.0,0.00398406374501992,0.39569980020097195,0.612403676647054,0.9511650341141642,0.16528851099111397,-0.2157977808392051,17.680869292618343,0.7407266811279817,0.7407266811279827,9.992007221626409e-16
W,U56,CORE,TOP5,ROT,0.75,10.0,500,0.0,0.0,False,False,1.0,1.0,0.628,1.0,0.001996007984031936,0.3969290626318833,0.5950615487087659,0.9511650341141642,0.16528851099111397,-0.2157977808392051,17.680869292618343,0.7407266811279817,0.7407266811279827,9.992007221626409e-16
W,U56,CORE,TOP5,ROT,0.75,25.0,250,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.00398406374501992,-0.45178282007638015,-0.2391758456217551,0.8016164188068923,0.13480184032545406,-0.23163356566005888,17.680869292618343,0.7407266811279817,0.7407266811279827,9.992007221626409e-16
W,U56,CORE,TOP5,ROT,0.75,25.0,500,0.0,0.0,False,False,1.0,1.0,1.0,1.0,0.001996007984031936,-0.45077120000145954,-0.24555664144738612,0.8016164188068923,0.13480184032545406,-0.23163356566005888,17.680869292618343,0.7407266811279817,0.7407266811279827,9.992007221626409e-16
W,U56,CORE,TOP10,ROT,0.75,0.0,250,0.524,0.22,True,False,0.48,1.0,0.184,0.46,0.5219123505976095,1.0301105673411866,1.1881328517473084,1.0224088421294495,0.1435655576141759,-0.1747359903862773,13.898235357782895,0.7369848156182162,0.7369848156182213,5.10702591327572e-15
W,U56,CORE,TOP10,ROT,0.75,0.0,500,0.528,0.222,True,False,0.472,1.0,0.19,0.474,0.5289421157684631,1.0295348355676714,1.1784031979578828,1.0224088421294495,0.1435655576141759,-0.1747359903862773,13.898235357782895,0.7369848156182162,0.7369848156182213,5.10702591327572e-15
