claimset,guardbasis,n_admitted,pick,panel,N,H,gross,freq,cell_source,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_CAGR,SPY_Sharpe,SPY_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,LIVE_Sharpe,LIVE_MaxDD,LIVE_OOS_Sharpe,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,A_H1,A_H2,A_DD,pass_4b_full,pass_4b_oos,pass_4a
S_NARROW,B_ASIS,3,U56/N=10/H=126/g=0.75/W,U56,10,126,0.75,W,panel:claims N:claims H:default g:claims cad:default,0.1706480647095283,1.1092301119509238,-0.20771054445737924,1.2457978590633876,0.9986903305172743,0.1641262033737012,1.140620911476732,-0.18868986952427957,0.17604215688083014,1.0897021911713625,-0.20771054445737946,0.15064126359634944,0.8813847249453147,-0.33717235283398306,0.15150873781069918,0.8684062229066973,-0.33717235283398317,1.1980493437933688,-0.12054948821512834,1.2714387324337506,True,True,True,False,True,True,False,True,True,False,False,False,False,False
S_NARROW,B_MATCHED,3,U56/N=10/H=126/g=0.75/W,U56,10,126,0.75,W,panel:claims N:claims H:default g:claims cad:default,0.1706480647095283,1.1092301119509238,-0.20771054445737924,1.2457978590633876,0.9986903305172743,0.1641262033737012,1.140620911476732,-0.18868986952427957,0.17604215688083014,1.0897021911713625,-0.20771054445737946,0.15064126359634944,0.8813847249453147,-0.33717235283398306,0.15150873781069918,0.8684062229066973,-0.33717235283398317,1.1980493437933688,-0.12054948821512834,1.2714387324337506,True,True,True,False,True,True,False,True,True,False,False,False,False,False
S_NARROW,B_PROSE,1,B136/N=10/H=126/g=0.75/W,B136,10,126,0.75,W,panel:claims N:claims H:default g:claims cad:default,0.18094572346347726,1.0436862417648118,-0.20203288162979294,1.3777327159485238,0.7961860610058239,0.20680632078852312,1.2856106856479177,-0.19218182755549684,0.1600562902440652,0.8854758558934781,-0.20203288162979294,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.0992531359665725,-0.12240985403190008,1.105887869727878,True,False,True,True,True,True,True,True,True,False,False,False,True,False
S_NARROW,B_SCRIPT,1,U56/N=20/H=126/g=0.75/W,U56,20,126,0.75,W,panel:claims N:default H:default g:default cad:default,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.13911410293501003,1.1118987741862618,-0.13952273332906884,0.16919746270303992,1.1615297831443132,-0.19127561830465012,0.15064126359634944,0.8813847249453147,-0.33717235283398306,0.15150873781069918,0.8684062229066973,-0.33717235283398317,1.1980493437933688,-0.12054948821512834,1.2714387324337506,True,True,True,True,True,True,True,True,False,False,False,True,True,False
S_PROX,B_ASIS,12,U56/N=10/H=126/g=0.75/W,U56,10,126,0.75,W,panel:claims N:claims H:default g:claims cad:default,0.1706480647095283,1.1092301119509238,-0.20771054445737924,1.2457978590633876,0.9986903305172743,0.1641262033737012,1.140620911476732,-0.18868986952427957,0.17604215688083014,1.0897021911713625,-0.20771054445737946,0.15064126359634944,0.8813847249453147,-0.33717235283398306,0.15150873781069918,0.8684062229066973,-0.33717235283398317,1.1980493437933688,-0.12054948821512834,1.2714387324337506,True,True,True,False,True,True,False,True,True,False,False,False,False,False
S_PROX,B_MATCHED,7,U56/N=10/H=126/g=0.75/W,U56,10,126,0.75,W,panel:claims N:claims H:default g:claims cad:default,0.1706480647095283,1.1092301119509238,-0.20771054445737924,1.2457978590633876,0.9986903305172743,0.1641262033737012,1.140620911476732,-0.18868986952427957,0.17604215688083014,1.0897021911713625,-0.20771054445737946,0.15064126359634944,0.8813847249453147,-0.33717235283398306,0.15150873781069918,0.8684062229066973,-0.33717235283398317,1.1980493437933688,-0.12054948821512834,1.2714387324337506,True,True,True,False,True,True,False,True,True,False,False,False,False,False
S_PROX,B_PROSE,2,B136/N=10/H=126/g=0.75/W,B136,10,126,0.75,W,panel:claims N:claims H:default g:claims cad:default,0.18094572346347726,1.0436862417648118,-0.20203288162979294,1.3777327159485238,0.7961860610058239,0.20680632078852312,1.2856106856479177,-0.19218182755549684,0.1600562902440652,0.8854758558934781,-0.20203288162979294,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.0992531359665725,-0.12240985403190008,1.105887869727878,True,False,True,True,True,True,True,True,True,False,False,False,True,False
S_PROX,B_SCRIPT,3,U56/N=20/H=126/g=0.75/W,U56,20,126,0.75,W,panel:claims N:default H:default g:default cad:default,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.13911410293501003,1.1118987741862618,-0.13952273332906884,0.16919746270303992,1.1615297831443132,-0.19127561830465012,0.15064126359634944,0.8813847249453147,-0.33717235283398306,0.15150873781069918,0.8684062229066973,-0.33717235283398317,1.1980493437933688,-0.12054948821512834,1.2714387324337506,True,True,True,True,True,True,True,True,False,False,False,True,True,False
S_WIDE,B_ASIS,291,U56/N=20/H=126/g=0.75/M,U56,20,126,0.75,M,panel:claims N:claims H:claims g:claims cad:claims,0.1463660795078341,1.078608355359918,-0.23077357854819613,1.2252583881430739,0.9839710518540724,0.13180109687182995,1.104053492306519,-0.13834878202925416,0.15849175682599115,1.0718629300047582,-0.2307735785481957,0.15064126359634944,0.8813847249453147,-0.33717235283398306,0.15150873781069918,0.8684062229066973,-0.33717235283398317,1.1980493437933688,-0.12054948821512834,1.2714387324337506,True,True,True,False,True,True,False,True,False,False,False,False,False,False
S_WIDE,B_MATCHED,238,U56/N=20/H=126/g=0.75/W,U56,20,126,0.75,W,panel:claims N:claims H:claims g:claims cad:claims,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.13911410293501003,1.1118987741862618,-0.13952273332906884,0.16919746270303992,1.1615297831443132,-0.19127561830465012,0.15064126359634944,0.8813847249453147,-0.33717235283398306,0.15150873781069918,0.8684062229066973,-0.33717235283398317,1.1980493437933688,-0.12054948821512834,1.2714387324337506,True,True,True,True,True,True,True,True,False,False,False,True,True,False
