panel,t,M,window,block,n_days,nboot,obs_dSharpe,se_dSharpe,t_dSharpe,p_dSharpe,ci_lo_dSharpe,ci_hi_dSharpe,pv_lo_dSharpe,pv_hi_dSharpe,boot_mean_dSharpe,obs_dMaxDD,se_dMaxDD,t_dMaxDD,p_dMaxDD,ci_lo_dMaxDD,ci_hi_dMaxDD,pv_lo_dMaxDD,pv_hi_dMaxDD,boot_mean_dMaxDD,boot_win_share_S,boot_win_share_D
U56,0.08,IS,FULL,5,4448,2000,0.06140892667147546,0.11478649441982233,0.5349839019116419,0.573,-0.1619027447713197,0.29084688942798614,-0.16802903608503522,0.28472059811427064,0.06039552332054985,0.08189056909469361,0.03476235444403813,2.355725623433373,0.009,-0.026401750958194126,0.11014459480816527,0.05363654338122195,0.19018288914758136,0.03467701484062755,0.6935,0.858
U56,0.08,IS,FULL,10,4448,2000,0.06140892667147546,0.11593653656298684,0.5296770844807217,0.573,-0.1559739549734519,0.2971096748908363,-0.17429182154788536,0.2787918083164028,0.058142368098952874,0.08189056909469361,0.03950001003165739,2.0731784379057676,0.009,-0.02028982493594915,0.13091450862699583,0.03286662956239139,0.18407096312533638,0.04004690338058973,0.6795,0.863
U56,0.08,IS,FULL,21,4448,2000,0.06140892667147546,0.10848574516400591,0.5660552598743646,0.552,-0.14608314789901397,0.274813704693781,-0.1519958513508301,0.2689010012419649,0.058224190568946364,0.08189056909469361,0.038236064964708404,2.1417101673584344,0.008,-0.01927773491097464,0.12659645466230846,0.037184683527078766,0.18305887310036187,0.047291237337507695,0.6955,0.8985
U56,0.08,IS,FULL,63,4448,2000,0.06140892667147546,0.0947977707393816,0.6477887211113974,0.503,-0.13045033970529984,0.2457583423915379,-0.12294048904858698,0.25326819304825077,0.05174332907957649,0.08189056909469361,0.03615795195182425,2.2648010928219082,0.014,-0.012990097981870482,0.11236669457583379,0.051414443613553434,0.1767712361712577,0.052116068378859084,0.7045,0.921
U56,0.08,IS,OOS,5,2441,2000,0.1730460965801679,0.16939586254523353,1.0215485430404752,0.305,-0.16640438009882688,0.5107639612122252,-0.16467176805188943,0.5124965732591626,0.16865341836349532,0.08189056909469417,0.03617065484648761,2.2640057096629045,0.006,-0.02034382007822034,0.12246216992901926,0.04131896826036907,0.18412495826760866,0.039294700872828374,0.8375,0.882
U56,0.08,IS,OOS,10,2441,2000,0.1730460965801679,0.1770211295551549,0.9775448671863294,0.306,-0.1665032799289105,0.5266825006069027,-0.1805903074465669,0.5125954730892464,0.1607515073353716,0.08189056909469417,0.04314521283452175,1.8980221376766768,0.018,-0.023590076036620982,0.14126790014882748,0.02251323804056085,0.1873712142260093,0.04536064557919909,0.8285,0.8745
U56,0.08,IS,OOS,21,2441,2000,0.1730460965801679,0.1637684567815548,1.056650956972674,0.288,-0.15446521529829968,0.47797527657389877,-0.13188308341356297,0.5005574084586355,0.15335179987685835,0.08189056909469417,0.040938189260546334,2.000346634129594,0.018,-0.016624355090733914,0.1360535998464291,0.02772753834295924,0.18040549328012223,0.05172172727682903,0.8275,0.902
U56,0.08,IS,OOS,63,2441,2000,0.1730460965801679,0.13889556232733097,1.2458720327749233,0.216,-0.12074419345686482,0.4305215695273979,-0.0844293763670621,0.4668363866172006,0.14117595949191913,0.08189056909469417,0.03803017448045656,2.153305111360379,0.02,-0.014248509329217238,0.12429682847748826,0.039484309711900076,0.17802964751860556,0.05717267562916108,0.839,0.93
U56,0.08,IS,IS,5,2007,2000,-0.07563905628391909,0.14092270647212077,-0.5367414391724235,0.58,-0.33793006012430693,0.1998995117626588,-0.351177624330497,0.18665194755646874,-0.07088515385150036,0.024014544740239785,0.026121031640630187,0.9193566728385318,0.313,-0.03210666916790019,0.07099141026196798,-0.02296232078148841,0.08013575864837977,0.01577215732949924,0.311,0.7385
U56,0.08,IS,IS,10,2007,2000,-0.07563905628391909,0.13046812879150008,-0.5797512157532142,0.556,-0.3248586302136032,0.19006812259383304,-0.34134623516167123,0.173580517645765,-0.07350284991186488,0.024014544740239785,0.025134915683249676,0.9554257130945331,0.299,-0.02771509873967496,0.07406592639773822,-0.02603683691725865,0.07574418822015452,0.017997353783728263,0.285,0.775
U56,0.08,IS,IS,21,2007,2000,-0.07563905628391909,0.12747743773220352,-0.5933524993090683,0.548,-0.3164889521975959,0.17927282531549288,-0.33055093788333106,0.1652108396297577,-0.07686682394266606,0.024014544740239785,0.024872523887184587,0.9655049422874664,0.295,-0.028670055847400556,0.07115419861550248,-0.023125109135022914,0.07669914532788012,0.017986386259009158,0.2715,0.78
