classifier,IS_acc,OOS_acc
CONST (IS majority = False),0.597667638483965,0.521865889212828
R_THRESH (r < 0.10)  [idea 269C],0.60932944606414,0.521865889212828
S_ONLY (phat >= 0.50)  [ETF share alone],0.6005830903790087,0.5131195335276968
CHAR (phat >= 0.50)  [idea 271's four],0.6705539358600583,0.5714285714285714
CHAR+s (phat >= 0.45),0.6997084548104956,0.6355685131195336
