panel,draw,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,leg4b_H1,leg4b_H2,leg4b_OOS,leg4b_MaxDD,leg4b_CAGR,leg4a_H1,leg4a_H2,leg4a_MaxDD,pass4a,pass4b
U56,0,0.16426630745714488,1.039061108331253,-0.27236326255670984,1.0271841870351501,1.0531197727542976,1.0994137535641106,0.17930775133318977,-0.27236326255670973,True,True,True,False,True,False,False,False,False,False
U56,1,0.1900076597336935,1.0928045817209755,-0.2892429504185876,1.234215458447046,0.9860170748730908,1.0424135369838874,0.18943559067702642,-0.28924295041858805,True,True,True,False,True,True,False,False,False,False
U56,2,0.21167434020123865,1.1833367341864722,-0.2972548628428294,1.272808449358419,1.1114076435031375,1.172951944820256,0.2161040296649519,-0.29725486284282976,True,True,True,False,True,True,False,False,False,False
U56,3,0.19016283241120524,1.0941692418898088,-0.3108596670735154,1.0861379212543871,1.1080484110079418,1.1684573962692022,0.21435999385383475,-0.31085966707351553,True,True,True,False,True,False,False,False,False,False
U56,4,0.20044319576578928,1.2014631873541242,-0.30065818131030086,1.2654673629924673,1.1520893918032613,1.2386524582689609,0.21456069086239116,-0.300658181310301,True,True,True,False,True,True,False,False,False,False
U56,5,0.22869284908941712,1.2852196872536514,-0.2666109222911186,1.3875894982561967,1.2112922374871042,1.2746151518157434,0.2389143268857583,-0.2666109222911194,True,True,True,False,True,True,True,False,False,False
U56,6,0.18063947409850178,1.0744556135095222,-0.33595664526992697,1.1922242962190712,0.9720086283611404,1.0475051298414457,0.17775469658656662,-0.33595664526992697,True,True,True,False,True,False,False,False,False,False
U56,7,0.19760495022768665,1.099838847001631,-0.2962323696927396,1.12149851498541,1.0802148567195393,1.1305458597341738,0.202710675280654,-0.2962323696927396,True,True,True,False,True,False,False,False,False,False
U56,8,0.2137903677163513,1.1900450789405415,-0.2995369251245199,1.1958324640165925,1.1923685255235466,1.2455765352602173,0.2355843808147473,-0.2995369251245199,True,True,True,False,True,False,True,False,False,False
U56,9,0.148532140902641,1.197709338860632,-0.25943847348241633,1.2297782046623698,1.1840916308383864,1.2270629158747126,0.1616214737376458,-0.2594384734824169,True,True,True,False,True,False,True,False,False,False
U56,10,0.20885457964220322,1.20600750507154,-0.28768015525375223,1.2818333146983552,1.1432936018696838,1.223698180867245,0.21697991809455197,-0.28768015525375223,True,True,True,False,True,True,False,False,False,False
U56,11,0.15618352241422673,1.0109183051657893,-0.26969322388060823,0.9713635511321482,1.0499267971917388,1.0769978258410748,0.17330254438472115,-0.2696932238806081,True,True,True,False,True,False,False,False,False,False
U56,12,0.12793272136327216,0.9654252930574689,-0.26979784998851064,0.9397892361178615,0.9905393596376901,1.0399329139242535,0.13989224594942518,-0.2697978499885104,False,True,True,False,True,False,False,False,False,False
U56,13,0.21150383127370076,1.1943813806998405,-0.3031029244664899,1.2371982206738223,1.1558686469497623,1.2169147997178438,0.21605782883241864,-0.30310292446649,True,True,True,False,True,True,False,False,False,False
U56,14,0.139268464518443,0.9482029697189627,-0.3080519063232089,0.9125182190140966,0.9834089226014745,1.02522432965609,0.15652644345121636,-0.3080519063232092,False,True,True,False,True,False,False,False,False,False
U56,15,0.18094442088381535,1.152801763716982,-0.27487500885292726,1.217390780788904,1.1098641254097306,1.1736629189220589,0.19484458387855375,-0.2748750088529275,True,True,True,False,True,False,False,False,False,False
U56,16,0.16192802093440384,1.0895266656472575,-0.244840955582997,1.241394753797606,0.967958040238448,1.055865630892784,0.16266531094436387,-0.24484095558299712,True,True,True,False,True,True,False,False,False,False
U56,17,0.13357769231906236,0.8984412460553437,-0.3119158875518717,0.9299211424694236,0.8729134006209219,0.9233546298789799,0.13976144524992273,-0.31191588755187205,False,True,True,False,True,False,False,False,False,False
