panel,book,cost,arm,regime,target,achieved,mu,gap
u56,V1u,0.0,gross00,spy200,0.6192346532983731,0.6546883495222271,0.8729506279084901,6.43497250191194e-05
u56,V1u,0.0,gross00,breadth20,0.6831156596740067,0.7221731742835568,0.9630052854280616,2.050340209414081e-05
u56,V1u,0.0,gross25,spy200,0.6519128952973098,0.6892112702951814,0.9190179655808411,4.300278750535291e-05
u56,V1u,0.0,gross25,breadth20,0.6998145090414903,0.7398125736263902,0.9865460723705363,7.622497268044981e-06
u56,V1u,0.0,gross50,spy200,0.6845817931054259,0.7237219113695361,0.9650721305129383,1.9395820629486415e-05
u56,V1u,0.0,gross50,breadth20,0.7165102747613646,0.7574480991224601,1.0100825122176045,5.836168570527711e-06
u56,V1u,0.0,gross75,spy200,0.7172418292647941,0.7582208168324671,1.0111138029564486,6.439085853737758e-06
u56,V1u,0.0,gross75,breadth20,0.7332031909367195,0.7750800026977561,1.033614934990266,1.986839593060008e-05
u56,V1u,0.0,ddctl04,spy200,0.6967466431747352,0.7365719589192141,0.9822212248826607,1.0032574226825908e-05
u56,V1u,0.0,ddctl04,breadth20,0.7205666567078275,0.7617327113117845,1.0158008956258004,9.193197654577823e-06
u56,V1u,0.0,ddctl08,spy200,0.726580638323489,0.7680850001416809,1.0242789564056,1.4232769110167354e-05
u56,V1u,0.0,ddctl08,breadth20,0.7393363953569732,0.7815580509954333,1.0422610671491066,2.516786371054014e-05
u56,V1u,0.0,ddctl12,spy200,0.7449942391209939,0.7875339385895054,1.0502370714636298,3.0124854230928477e-05
u56,V1u,0.0,ddctl12,breadth20,0.7474439606392258,0.7901213445137132,1.053690505353595,3.229140370064609e-05
u56,V1u,0.0,ddctl16,spy200,0.7498934888027835,0.7927085332110904,1.0571436666666245,3.447001867851185e-05
u56,V1u,0.0,ddctl16,breadth20,0.7498934888027835,0.7927085332110904,1.0571436666666245,3.447001867851185e-05
u56,V1u,10.0,gross00,spy200,0.6192346532983731,0.6546883495222271,0.8729506279084901,6.43497250191194e-05
u56,V1u,10.0,gross00,breadth20,0.6831156596740067,0.7221731742835568,0.9630052854280616,2.050340209414081e-05
u56,V1u,10.0,gross25,spy200,0.6519128952973098,0.6892112702951814,0.9190179655808411,4.300278750535291e-05
u56,V1u,10.0,gross25,breadth20,0.6998145090414903,0.7398125736263902,0.9865460723705363,7.622497268044981e-06
u56,V1u,10.0,gross50,spy200,0.6845817931054259,0.7237219113695361,0.9650721305129383,1.9395820629486415e-05
u56,V1u,10.0,gross50,breadth20,0.7165102747613646,0.7574480991224601,1.0100825122176045,5.836168570527711e-06
u56,V1u,10.0,gross75,spy200,0.7172418292647941,0.7582208168324671,1.0111138029564486,6.439085853737758e-06
u56,V1u,10.0,gross75,breadth20,0.7332031909367195,0.7750800026977561,1.033614934990266,1.986839593060008e-05
u56,V1u,10.0,ddctl04,spy200,0.6963245080550541,0.7361260521100518,0.9816261304126969,1.0362663927065974e-05
u56,V1u,10.0,ddctl04,breadth20,0.7205666567078275,0.7617327113117845,1.0158008956258004,9.193197654577823e-06
u56,V1u,10.0,ddctl08,spy200,0.7197385834751475,0.7608580498970644,1.01463354001259,8.505131723124393e-06
u56,V1u,10.0,ddctl08,breadth20,0.7385758860188761,0.7807547859144506,1.0411889580533287,2.4506551762670803e-05
u56,V1u,10.0,ddctl12,spy200,0.7430521517992464,0.7854826887357211,1.0474992622374466,2.8415965005801347e-05
u56,V1u,10.0,ddctl12,breadth20,0.7462620710048277,0.7888730294545792,1.052024365881311,3.1244604247193664e-05
u56,V1u,10.0,ddctl16,spy200,0.7498934888027835,0.7927085332110904,1.0571436666666245,3.447001867851185e-05
u56,V1u,10.0,ddctl16,breadth20,0.7498934888027835,0.7927085332110904,1.0571436666666245,3.447001867851185e-05
u56,V1u,25.0,gross00,spy200,0.6192346532983731,0.6546883495222271,0.8729506279084901,6.43497250191194e-05
u56,V1u,25.0,gross00,breadth20,0.6831156596740067,0.7221731742835568,0.9630052854280616,2.050340209414081e-05
u56,V1u,25.0,gross25,spy200,0.6519128952973098,0.6892112702951814,0.9190179655808411,4.300278750535291e-05
u56,V1u,25.0,gross25,breadth20,0.6998145090414903,0.7398125736263902,0.9865460723705363,7.622497268044981e-06
u56,V1u,25.0,gross50,spy200,0.6845817931054259,0.7237219113695361,0.9650721305129383,1.9395820629486415e-05
u56,V1u,25.0,gross50,breadth20,0.7165102747613646,0.7574480991224601,1.0100825122176045,5.836168570527711e-06
u56,V1u,25.0,gross75,spy200,0.7172418292647941,0.7582208168324671,1.0111138029564486,6.439085853737758e-06
u56,V1u,25.0,gross75,breadth20,0.7332031909367195,0.7750800026977561,1.033614934990266,1.986839593060008e-05
u56,V1u,25.0,ddctl04,spy200,0.6942967082700267,0.733984055359548,0.9787674901764253,1.1943129427316457e-05
u56,V1u,25.0,ddctl04,breadth20,0.7185388569228001,0.7595908229282018,1.0129422553895289,7.510760387519078e-06
u56,V1u,25.0,ddctl08,spy200,0.7101779009648891,0.7507593653163532,1.0011556059917652,6.635383432707087e-07
u56,V1u,25.0,ddctl08,breadth20,0.732730257948537,0.7745804753049412,1.0329482294905115,1.94629551273362e-05
u56,V1u,25.0,ddctl12,spy200,0.737799922968976,0.7799351970189611,1.0400950634722745,2.3833022111729996e-05
u56,V1u,25.0,ddctl12,breadth20,0.7435425288256619,0.786000630072845,1.0481905590355847,2.8846732532894492e-05
u56,V1u,25.0,ddctl16,spy200,0.7490493871144331,0.7918169954917266,1.0559537153372873,3.371789209072329e-05
u56,V1u,25.0,ddctl16,breadth20,0.7494716632701862,0.7922630025176952,1.0565490086293405,3.4093974679239025e-05
u56,TOP20,0.0,gross00,spy200,0.6166952025591026,0.6519336599137732,0.8724959869864211,1.40641861712254e-07
u56,TOP20,0.0,gross00,breadth20,0.6803373902299444,0.7192496335540238,0.9627111590031288,3.5864362929904914e-05
u56,TOP20,0.0,gross25,spy200,0.6493193413089771,0.6865006341298995,0.9188190809613391,7.480755206157319e-05
u56,TOP20,0.0,gross25,breadth20,0.697037122824249,0.7368797277531288,0.9863421091049179,1.3430610791287378e-05
u56,TOP20,0.0,gross50,spy200,0.6819213834187997,0.7209219195395538,0.9649525879479359,3.378037992396443e-05
u56,TOP20,0.0,gross50,breadth20,0.7137246717961991,0.7544958778680212,1.0099558187766409,1.0003659382418206e-05
u56,TOP20,0.0,gross75,spy200,0.7145037363612038,0.7553182682341586,1.0110582337858474,1.112241704748218e-05
u56,TOP20,0.0,gross75,breadth20,0.7304014414151039,0.7720995759006314,1.0335542751290363,3.4431366244147554e-05
u56,TOP20,0.0,ddctl04,spy200,0.6846264565822655,0.723777752555842,0.968780400674072,3.0200142523861828e-05
u56,TOP20,0.0,ddctl04,breadth20,0.7141459988256192,0.7549406362769372,1.0105520174254838,1.0608423161473368e-05
u56,TOP20,0.0,ddctl08,spy200,0.6972528229738789,0.7371074377103219,0.9866473355176205,1.3134173494244727e-05
u56,TOP20,0.0,ddctl08,breadth20,0.7173567816990073,0.7583299588536224,1.015095434479634,1.5238239139736542e-05
u56,TOP20,0.0,ddctl12,spy200,0.7301394459856585,0.771823026493033,1.0331835385986663,3.40398421061483e-05
u56,TOP20,0.0,ddctl12,breadth20,0.7363041582128087,0.7783301219605364,1.0419069122340836,4.3317798521291806e-05
u56,TOP20,0.0,ddctl16,spy200,0.7426370977782429,0.7850146367849464,1.0508683358990027,5.299106156886335e-05
u56,TOP20,0.0,ddctl16,breadth20,0.744664066692902,0.787154101251549,1.0537365974720365,5.611752672896042e-05
u56,TOP20,10.0,gross00,spy200,0.6166952025591026,0.6519336599137732,0.8724959869864211,1.40641861712254e-07
u56,TOP20,10.0,gross00,breadth20,0.6803373902299444,0.7192496335540238,0.9627111590031288,3.5864362929904914e-05
u56,TOP20,10.0,gross25,spy200,0.6493193413089771,0.6865006341298995,0.9188190809613391,7.480755206157319e-05
u56,TOP20,10.0,gross25,breadth20,0.697037122824249,0.7368797277531288,0.9863421091049179,1.3430610791287378e-05
u56,TOP20,10.0,gross50,spy200,0.6819213834187997,0.7209219195395538,0.9649525879479359,3.378037992396443e-05
u56,TOP20,10.0,gross50,breadth20,0.7137246717961991,0.7544958778680212,1.0099558187766409,1.0003659382418206e-05
u56,TOP20,10.0,gross75,spy200,0.7145037363612038,0.7553182682341586,1.0110582337858474,1.112241704748218e-05
u56,TOP20,10.0,gross75,breadth20,0.7304014414151039,0.7720995759006314,1.0335542751290363,3.4431366244147554e-05
u56,TOP20,10.0,ddctl04,spy200,0.6846264565822655,0.723777752555842,0.968780400674072,3.0200142523861828e-05
u56,TOP20,10.0,ddctl04,breadth20,0.7141459988256192,0.7549406362769372,1.0105520174254838,1.0608423161473368e-05
u56,TOP20,10.0,ddctl08,spy200,0.6968303843547227,0.7366614782771764,0.9860495639141547,1.3714572629774935e-05
u56,TOP20,10.0,ddctl08,breadth20,0.7173567816990073,0.7583299588536224,1.015095434479634,1.5238239139736542e-05
u56,TOP20,10.0,ddctl12,spy200,0.7301394459856585,0.771823026493033,1.0331835385986663,3.40398421061483e-05
u56,TOP20,10.0,ddctl12,breadth20,0.7363041582128087,0.7783301219605364,1.0419069122340836,4.3317798521291806e-05
u56,TOP20,10.0,ddctl16,spy200,0.7426370977782429,0.7850146367849464,1.0508683358990027,5.299106156886335e-05
u56,TOP20,10.0,ddctl16,breadth20,0.744664066692902,0.787154101251549,1.0537365974720365,5.611752672896042e-05
u56,TOP20,25.0,gross00,spy200,0.6166952025591026,0.6519336599137732,0.8724959869864211,1.40641861712254e-07
u56,TOP20,25.0,gross00,breadth20,0.6803373902299444,0.7192496335540238,0.9627111590031288,3.5864362929904914e-05
